text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
Stochastic Batch Acquisition: A Simple Baseline for Deep Active Learning,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.6787929534912109,12.0,120.0,132.0,[]
Uncertainty Quantification of Surrogate Explanations: an Ordinal Consensus Approach,1,0,1,0,1,"cs.ai, stat.ml, math.oc",0.6147992610931396,12.0,123.0,135.0,[]
Stepwise Extractive Summarization and Planning with Structured Transformers,0,1,0,0,0,"cs.ai, cs.cl, cs.lg",0.5787241458892822,11.0,119.0,130.0,[]
Optimal Cooperative Inference,0,0,1,0,0,"cs.ai, cs.lg",0.5380172729492188,8.0,111.0,119.0,[]
Early Discovery of Emerging Entities in Microblogs,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6475787162780762,11.0,115.0,126.0,[]
The Service Academy Brigade Reassignment Problem,0,0,0,1,0,math.oc,0.43559837341308594,4.0,114.0,118.0,[]
Imitating Graph-Based Planning with Goal-Conditioned Policies,1,0,1,0,0,"cs.ai, cs.lg",0.6096675395965576,8.0,119.0,127.0,[]
Learning with Noise: Enhance Distantly Supervised Relation Extraction with Dynamic Transition Matrix,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.7239522933959961,11.0,123.0,134.0,[]
Scalable Spectral Clustering with Group Fairness Constraints,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.6277804374694824,12.0,118.0,130.0,[]
Mondrian Forests for Large-Scale Regression when Uncertainty Matters,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.700101375579834,12.0,120.0,132.0,[]
AdaBoost-assisted Extreme Learning Machine for Efficient Online Sequential Classification,0,0,1,0,1,"cs.lg, stat.ml",0.6098949909210205,8.0,118.0,126.0,[]
Statistical inference on errorfully observed graphs,0,0,0,0,1,"stat.ml, math.oc",0.6377890110015869,8.0,114.0,122.0,[]
Grey Wolf Optimizer and Whale Optimization Algorithm for Stochastic Inventory Management of Reusable Products in a two-level Supply Chain,0,0,0,1,0,math.oc,0.984102725982666,4.0,130.0,134.0,[]
Multimodal Transformer-based Model for Buchwald-Hartwig and Suzuki-Miyaura Reaction Yield Prediction,1,0,1,0,0,"cs.ai, stat.ml, cs.lg",1.5733044147491455,12.0,127.0,139.0,[]
A further improvement of a minimax theorem of Borenshtein and Shulman,0,0,0,1,0,math.oc,0.5526502132415771,4.0,124.0,128.0,[]
On $w$-mixtures: Finite convex combinations of prescribed component distributions,0,0,1,0,0,math.oc,0.41074228286743164,4.0,123.0,127.0,[]
Distance Weighted Supervised Learning for Offline Interaction Data,0,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.5315485000610352,12.0,116.0,128.0,[]
Estimation of the Mean Function of Functional Data via Deep Neural Networks,0,0,1,0,1,"stat.ml, cs.lg",1.2219629287719727,8.0,120.0,128.0,[]
Combining Contrastive and Non-Contrastive Losses for Fine-Tuning Pretrained Models in Speech Analysis,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5705640316009521,11.0,127.0,138.0,[]
UniMSE: Towards Unified Multimodal Sentiment Analysis and Emotion Recognition,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.7299356460571289,11.0,122.0,133.0,[]
RF-LighGBM: A probabilistic ensemble way to predict customer repurchase behaviour in community e-commerce,1,0,1,0,0,"cs.ai, stat.ml",0.5018131732940674,8.0,128.0,136.0,[]
Why Unsupervised Deep Networks Generalize,1,0,1,0,1,"cs.ai, cs.lg",0.5579414367675781,8.0,115.0,123.0,[]
A new scaling MCDA procedure putting together pairwise comparison tables and the deck of cards method,0,0,0,1,0,math.oc,0.5108911991119385,4.0,125.0,129.0,[]
Projection-Free Non-Smooth Convex Programming,0,0,0,1,0,math.oc,0.5163130760192871,4.0,115.0,119.0,[]
Probable convexity and its application to Correlated Topic Models,0,0,1,0,1,"math.oc, stat.ml",0.6938281059265137,8.0,119.0,127.0,[]
Neural Networks for Relational Data,1,0,1,0,0,"cs.ai, cs.lg",0.7441403865814209,8.0,113.0,121.0,[]
COM2SENSE: A Commonsense Reasoning Benchmark with Complementary Sentences,1,1,0,0,0,"cs.ai, cs.cl",0.6903800964355469,7.0,123.0,130.0,[]
Consistency of l1 recovery from noisy deterministic measurements,0,0,0,1,0,"stat.ml, math.oc",0.5526919364929199,8.0,117.0,125.0,[]
"Consideration on Example 2 of ""An Algorithm of General Fuzzy InferenceWith The Reductive Property""",1,0,0,0,0,cs.ai,0.5014586448669434,4.0,129.0,133.0,[]
Jointly Modeling Aspect and Polarity for Aspect-based Sentiment Analysis in Persian Reviews,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6781435012817383,11.0,123.0,134.0,[]
Weight Sharing is Crucial to Succesful Optimization,0,0,1,0,0,cs.lg,0.6084346771240234,4.0,117.0,121.0,[]
Variational (Gradient) Estimate of the Score Function in Energy-based Latent Variable Models,0,0,1,0,1,"cs.ai, stat.ml",0.5773394107818604,8.0,124.0,132.0,[]
AILAB-Udine@SMM4H 22: Limits of Transformers and BERT Ensembles,0,1,1,0,0,"cs.ai, cs.cl, stat.ml",1.20975661277771,11.0,129.0,140.0,[]
Quality of syntactic implication of RL-based sentence summarization,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5240006446838379,11.0,118.0,129.0,[]
Learning to Taste: A Multimodal Wine Dataset,0,0,1,0,0,"cs.ai, cs.lg",0.6901135444641113,8.0,117.0,125.0,[]
BRUMS at SemEval-2020 Task 3: Contextualised Embeddings for Predicting the (Graded) Effect of Context in Word Similarity,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.7365503311157227,11.0,140.0,151.0,[]
SAIDS: A Novel Approach for Sentiment Analysis Informed of Dialect and Sarcasm,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6703121662139893,11.0,126.0,137.0,[]
A Cross-Conformal Predictor for Multi-label Classification,0,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.7886545658111572,12.0,116.0,128.0,[]
Combining the Causal Judgments of Experts with Possibly Different Focus Areas,1,0,0,0,0,"cs.ai, stat.ml",0.8094520568847656,8.0,120.0,128.0,[]
Numerical Methods for Large-Scale Optimal Transport,0,0,0,1,0,math.oc,0.64750075340271,4.0,115.0,119.0,[]
A higher order model for image restoration: the one dimensional case,0,0,0,1,0,math.oc,0.583099365234375,4.0,119.0,123.0,[]
Measuring Data,1,0,1,0,0,cs.lg,0.44825100898742676,4.0,109.0,113.0,[]
An adaptive discretization method solving semi-infinite optimization problems with quadratic rate of convergence,0,0,0,1,0,math.oc,0.4857146739959717,4.0,123.0,127.0,[]
A Sui Generis QA Approach using RoBERTa for Adverse Drug Event Identification,1,1,0,0,0,"cs.ai, cs.lg, stat.ml",0.6382641792297363,12.0,125.0,137.0,[]
Can ChatGPT be used to generate scientific hypotheses?,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.545799732208252,11.0,117.0,128.0,[]
DGA-Net Dynamic Gaussian Attention Network for Sentence Semantic Matching,1,1,0,0,0,"cs.ai, cs.cl",0.6966276168823242,7.0,118.0,125.0,[]
Multilingual BERT Post-Pretraining Alignment,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6197226047515869,11.0,116.0,127.0,[]
Understanding and Detecting Supporting Arguments of Diverse Types,0,1,0,0,0,cs.cl,0.7104625701904297,3.0,116.0,119.0,[]
Federated Myopic Community Detection with One-shot Communication,0,0,1,0,1,"cs.ai, cs.lg",0.5940124988555908,8.0,117.0,125.0,[]
Do Language Models Know the Way to Rome?,0,1,0,0,0,"cs.cl, stat.ml",0.6614620685577393,7.0,116.0,123.0,[]
The emergence of Explainability of Intelligent Systems: Delivering Explainable and Personalised Recommendations for Energy Efficiency,1,0,0,0,0,cs.ai,0.8207664489746094,4.0,127.0,131.0,[]
A framework for lexical representation,0,1,0,0,0,cs.cl,0.6370217800140381,3.0,112.0,115.0,[]
CS-UM6P at SemEval-2022 Task 6: Transformer-based Models for Intended Sarcasm Detection in English and Arabic,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6969587802886963,11.0,135.0,146.0,[]
A space-time pseudospectral discretization method for solving diffusion optimal control problems with two-sided fractional derivatives,0,0,0,1,0,math.oc,0.48811864852905273,4.0,127.0,131.0,[]
Fight Fire with Fire: Fine-tuning Hate Detectors using Large Samples of Generated Hate Speech,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6695947647094727,11.0,125.0,136.0,[]
A Better Way to Do Masked Language Model Scoring,0,1,0,0,0,"cs.ai, cs.cl, stat.ml, cs.lg",0.6596267223358154,15.0,118.0,133.0,[]
Multi-Grid Schemes for Multi-Scale Coordination of Energy Systems,0,0,0,1,0,math.oc,0.4609346389770508,4.0,120.0,124.0,[]
Cross-Lingual Ability of Multilingual Masked Language Models: A Study of Language Structure,0,1,0,0,0,"cs.cl, cs.ai",0.5477921962738037,7.0,125.0,132.0,[]
Exploiting the Relationship Between Kendall's Rank Correlation and Cosine Similarity for Attribution Protection,1,0,1,0,0,stat.ml,0.5330812931060791,4.0,126.0,130.0,[]
Deep Probabilistic Ensembles: Approximate Variational Inference through KL Regularization,0,0,1,0,1,"cs.ai, stat.ml",0.9850406646728516,8.0,124.0,132.0,[]
EDD: Efficient Differentiable DNN Architecture and Implementation Co-search for Embedded AI Solutions,0,0,1,0,0,"cs.ai, cs.lg",0.4956059455871582,8.0,125.0,133.0,[]
Learning to Approximate a Bregman Divergence,0,0,1,0,1,"math.oc, stat.ml",0.4485313892364502,8.0,117.0,125.0,[]
Persona Authentication through Generative Dialogue,0,1,1,0,0,"cs.ai, cs.cl",0.5417168140411377,7.0,113.0,120.0,[]
Skeptical Deep Learning with Distribution Correction,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.6426270008087158,12.0,115.0,127.0,[]
Causal policy ranking,1,0,1,0,0,"cs.ai, cs.lg",0.6151463985443115,8.0,111.0,119.0,[]
KGTrust: Evaluating Trustworthiness of SIoT via Knowledge Enhanced Graph Neural Networks,1,0,0,0,0,"cs.ai, cs.lg",0.49288225173950195,8.0,124.0,132.0,[]
How does this interaction affect me? Interpretable attribution for feature interactions,0,0,1,0,1,"cs.ai, stat.ml",0.5756707191467285,8.0,121.0,129.0,[]
Improving Chess Commentaries by Combining Language Models with Symbolic Reasoning Engines,0,1,0,0,0,"cs.ai, cs.cl",0.700258731842041,7.0,121.0,128.0,[]
A posteriori probabilistic feasibility guarantees for Nash equilibria in uncertain multi-agent games,0,0,0,1,0,"cs.ai, stat.ml",0.82588791847229,8.0,123.0,131.0,[]
Geometry of the Loss Landscape in Overparameterized Neural Networks: Symmetries and Invariances,0,0,1,0,0,"cs.ai, cs.lg, stat.ml",0.6741271018981934,12.0,126.0,138.0,[]
AIDE: An algorithm for measuring the accuracy of probabilistic inference algorithms,1,0,1,0,1,"stat.ml, cs.ai",0.5260639190673828,8.0,121.0,129.0,[]
On the Trustworthiness of Tree Ensemble Explainability Methods,0,0,1,0,0,"cs.ai, stat.ml",0.6102619171142578,8.0,117.0,125.0,[]
"A Comprehensive Survey on Affective Computing; Challenges, Trends, Applications, and Future Directions",1,0,0,0,0,cs.ai,0.5253221988677979,4.0,124.0,128.0,[]
Cost-aware learning of relevant contextual variables within Bayesian optimization,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.5371103286743164,12.0,117.0,129.0,[]
Imagined versus Remembered Stories: Quantifying Differences in Narrative Flow,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5622847080230713,11.0,120.0,131.0,[]
Analogue of Pontryagin's maximum principle for multiple integrals minimization problems,0,0,0,1,0,math.oc,0.5718142986297607,4.0,123.0,127.0,[]
An introduction to the Europe Media Monitor family of applications,0,1,0,0,0,cs.cl,0.39021968841552734,3.0,117.0,120.0,[]
A Review of Location Encoding for GeoAI: Methods and Applications,0,0,1,0,0,cs.ai,0.467700719833374,4.0,119.0,123.0,[]
Learning and Optimization with Submodular Functions,0,0,1,0,0,math.oc,0.7381236553192139,4.0,115.0,119.0,[]
Towards Faithful Neural Network Intrinsic Interpretation with Shapley Additive Self-Attribution,0,0,1,0,0,"cs.ai, stat.ml",0.5837998390197754,8.0,125.0,133.0,[]
DKP-AOM: results for OAEI 2015,1,0,0,0,0,"cs.ai, cs.cl",0.619945764541626,7.0,120.0,127.0,[]
Learning-to-Rank with Partitioned Preference: Fast Estimation for the Plackett-Luce Model,0,0,1,0,1,"cs.lg, stat.ml",0.49637508392333984,8.0,127.0,135.0,[]
Denoising Diffusion Probabilistic Models,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.6616702079772949,12.0,116.0,128.0,[]
Fast Approximate Geodesics for Deep Generative Models,0,0,1,0,1,"cs.ai, cs.lg",0.46347951889038086,8.0,118.0,126.0,[]
Intervention Efficient Algorithm for Two-Stage Causal MDPs,1,0,1,0,0,"cs.ai, cs.lg, stat.ml",1.161158800125122,12.0,119.0,131.0,[]
Stochastic differential switching game in infinite horizon,0,0,0,1,0,math.oc,0.5230648517608643,4.0,115.0,119.0,[]
Nonsmooth Analysis and Optimization,0,0,0,1,0,math.oc,0.8077270984649658,4.0,113.0,117.0,[]
An improvement to a result about graph isomorphism networks using the prime factorization theorem,0,0,1,0,0,math.oc,0.5603723526000977,4.0,124.0,128.0,[]
Sparsity Turns Adversarial: Energy and Latency Attacks on Deep Neural Networks,0,0,1,0,1,"cs.ai, cs.lg",0.5925929546356201,8.0,125.0,133.0,[]
Exploring and Interacting with the Set of Good Sparse Generalized Additive Models,1,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.6146962642669678,12.0,122.0,134.0,[]
Recognizing Implicit Discourse Relations via Repeated Reading: Neural Networks with Multi-Level Attention,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5096652507781982,11.0,125.0,136.0,[]
On the Difference of BERT-style and CLIP-style Text Encoders,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.47162699699401855,11.0,121.0,132.0,[]
A Wolf in Sheep's Clothing: Generalized Nested Jailbreak Prompts can Fool Large Language Models Easily,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.6066884994506836,11.0,127.0,138.0,[]
DomiKnowS: A Library for Integration of Symbolic Domain Knowledge in Deep Learning,1,1,1,0,0,"cs.ai, cs.lg",0.4895908832550049,8.0,124.0,132.0,[]
DISTO: Evaluating Textual Distractors for Multi-Choice Questions using Negative Sampling based Approach,1,1,0,0,0,"cs.cl, stat.ml",0.6146070957183838,7.0,126.0,133.0,[]
Control with adaptive Q-learning,0,0,1,0,0,"cs.ai, cs.lg",0.5411174297332764,8.0,112.0,120.0,[]
Minimal Variance Sampling with Provable Guarantees for Fast Training of Graph Neural Networks,0,0,1,0,1,cs.lg,0.6099870204925537,4.0,123.0,127.0,[]
Deep Voice 2: Multi-Speaker Neural Text-to-Speech,0,1,0,0,0,"cs.ai, cs.cl, cs.lg",0.5486283302307129,11.0,120.0,131.0,[]
What Do Graph Convolutional Neural Networks Learn?,1,0,1,0,1,cs.lg,0.6405000686645508,4.0,117.0,121.0,[]
D4: a Chinese Dialogue Dataset for Depression-Diagnosis-Oriented Chat,0,1,0,0,0,"cs.ai, cs.cl",0.5774071216583252,7.0,122.0,129.0,[]
Exploring Spatial-Temporal Variations of Public Discourse on Social Media: A Case Study on the First Wave of the Coronavirus Pandemic in Italy,0,1,0,0,0,"cs.ai, cs.cl",0.7289221286773682,7.0,134.0,141.0,[]
Soil Organic Carbon Estimation from Climate-related Features with Graph Neural Network,1,0,1,0,0,"cs.ai, cs.lg",0.5398640632629395,8.0,120.0,128.0,[]
Expected Scalarised Returns Dominance: A New Solution Concept for Multi-Objective Decision Making,1,0,1,0,0,math.oc,0.46016359329223633,4.0,124.0,128.0,[]
Coordinate Descent Algorithms,0,0,0,1,0,math.oc,0.5728378295898438,4.0,111.0,115.0,[]
Adaptive Data Analysis with Correlated Observations,0,0,1,0,0,"stat.ml, cs.lg",0.5273418426513672,8.0,115.0,123.0,[]
Semi-Supervised Cascaded Clustering for Classification of Noisy Label Data,1,0,1,0,0,"cs.lg, stat.ml",0.43514156341552734,8.0,122.0,130.0,[]
Learning from Partially Annotated Data: Example-aware Creation of Gap-filling Exercises for Language Learning,0,1,0,0,0,"cs.cl, stat.ml, cs.lg",0.72267746925354,11.0,126.0,137.0,[]
Soft Gazetteers for Low-Resource Named Entity Recognition,0,1,0,0,0,"cs.cl, cs.ai",0.5714333057403564,7.0,117.0,124.0,[]
Classification with Rejection Based on Cost-sensitive Classification,0,0,1,0,1,"cs.lg, stat.ml",1.48427414894104,8.0,116.0,124.0,[]
A Reason Maintenace System Dealing with Vague Data,1,0,0,0,0,"cs.ai, cs.cl",0.49857330322265625,7.0,119.0,126.0,[]
Audience-specific Explanations for Machine Translation,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5347824096679688,11.0,115.0,126.0,[]
Unsupervised Feature Based Algorithms for Time Series Extrinsic Regression,0,0,1,0,1,"cs.lg, stat.ml",0.5142114162445068,8.0,119.0,127.0,[]
A textual transform of multivariate time-series for prognostics,0,0,1,0,1,"cs.ai, stat.ml",0.6510820388793945,8.0,118.0,126.0,[]
Introducing the Attribution Stability Indicator: a Measure for Time Series XAI Attributions,1,0,1,0,0,"cs.ai, stat.ml",0.6731963157653809,8.0,122.0,130.0,[]
Measuring and Reducing Model Update Regression in Structured Prediction for NLP,1,1,1,0,0,"cs.ai, cs.cl, stat.ml",0.5452539920806885,11.0,119.0,130.0,[]
Boosting Graph Structure Learning with Dummy Nodes,0,0,1,0,0,"cs.ai, cs.lg",0.72871994972229,8.0,115.0,123.0,[]
RaLLe: A Framework for Developing and Evaluating Retrieval-Augmented Large Language Models,1,1,0,0,0,"cs.ai, cs.lg",0.7128338813781738,8.0,124.0,132.0,[]
Resource-Aware Pareto-Optimal Automated Machine Learning Platform,1,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.6489779949188232,12.0,118.0,130.0,[]
Modelling and Explaining Legal Case-based Reasoners through Classifiers,1,0,0,0,0,"cs.ai, cs.lg",2.669619083404541,8.0,120.0,128.0,[]
A Kernel Theory of Modern Data Augmentation,0,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.7353067398071289,12.0,115.0,127.0,[]
A Fully Problem-Dependent Regret Lower Bound for Finite-Horizon MDPs,0,0,1,0,0,math.oc,0.604175329208374,4.0,124.0,128.0,[]
Learning to Detect Opinion Snippet for Aspect-Based Sentiment Analysis,0,1,0,0,0,"cs.cl, stat.ml",0.5848164558410645,7.0,119.0,126.0,[]
"Version 2.0 -- cashocs: A Computational, Adjoint-Based Shape Optimization and Optimal Control Software",0,0,0,1,0,math.oc,0.556039571762085,4.0,128.0,132.0,[]
No Offense Taken: Eliciting Offensiveness from Language Models,1,1,0,0,0,"cs.ai, cs.cl",0.5891604423522949,7.0,121.0,128.0,[]
GNN-LM: Language Modeling based on Global Contexts via GNN,0,1,0,0,0,"cs.ai, cs.lg",0.5616030693054199,8.0,122.0,130.0,[]
Incorporating Probing Signals into Multimodal Machine Translation via Visual Question-Answering Pairs,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",2.8427414894104004,11.0,126.0,137.0,[]
Encoder-Decoder Model for Suffix Prediction in Predictive Monitoring,1,0,1,0,0,"cs.ai, cs.lg",0.8716084957122803,8.0,119.0,127.0,[]
A Formal Description of Sorani Kurdish Morphology,0,1,0,0,0,cs.cl,0.5699291229248047,3.0,116.0,119.0,[]
Multivariate Boosted Trees and Applications to Forecasting and Control,0,0,1,0,1,"stat.ml, cs.lg",1.0464470386505127,8.0,119.0,127.0,[]
Introspective Action Advising for Interpretable Transfer Learning,0,0,1,0,0,"cs.ai, cs.lg",1.5893194675445557,8.0,119.0,127.0,[]
Pruning Algorithms to Accelerate Convolutional Neural Networks for Edge Applications: A Survey,0,0,1,0,1,"cs.ai, cs.lg",0.5856060981750488,8.0,124.0,132.0,[]
"Advancing the lower bounds: An accelerated, stochastic, second-order method with optimal adaptation to inexactness",0,0,0,1,0,math.oc,0.5518052577972412,4.0,128.0,132.0,[]
Kernel Mean Shrinkage Estimators,0,0,1,0,1,"stat.ml, math.oc",0.48158884048461914,8.0,115.0,123.0,[]
DP-NMT: Scalable Differentially-Private Machine Translation,0,1,0,0,0,"cs.ai, stat.ml, cs.lg",0.589951753616333,12.0,119.0,131.0,[]
RotateQVS: Representing Temporal Information as Rotations in Quaternion Vector Space for Temporal Knowledge Graph Completion,1,0,0,0,0,"cs.ai, cs.lg",0.6055300235748291,8.0,127.0,135.0,[]
AMLNet: Adversarial Mutual Learning Neural Network for Non-AutoRegressive Multi-Horizon Time Series Forecasting,0,0,1,0,0,"cs.lg, stat.ml",0.735532283782959,8.0,130.0,138.0,[]
A New cross-domain strategy based XAI models for fake news detection,1,1,0,0,0,"cs.ai, cs.lg",0.6388828754425049,8.0,120.0,128.0,[]
Situation and Behavior Understanding by Trope Detection on Films,1,1,0,0,0,"cs.ai, cs.cl",0.557603120803833,7.0,117.0,124.0,[]
Joint Event Extraction via Structural Semantic Matching,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.7255711555480957,11.0,114.0,125.0,[]
Unsupervised Domain Adaptation of a Pretrained Cross-Lingual Language Model,0,1,0,0,0,"cs.cl, cs.ai, stat.ml",0.6463942527770996,11.0,123.0,134.0,[]
Reproducibility Report: Contextualizing Hate Speech Classifiers with Post-hoc Explanation,1,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.8739020824432373,11.0,125.0,136.0,[]
Enhance word representation for out-of-vocabulary on Ubuntu dialogue corpus,0,1,0,0,0,"cs.cl, cs.lg",0.7575254440307617,7.0,119.0,126.0,[]
On the strong concavity of the dual function of an optimization problem,0,0,0,1,0,math.oc,0.4304945468902588,4.0,120.0,124.0,[]
Controlling Wasserstein Distances by Kernel Norms with Application to Compressive Statistical Learning,0,0,1,0,1,"cs.lg, stat.ml",0.6356604099273682,8.0,124.0,132.0,[]
Fast Task Inference with Variational Intrinsic Successor Features,1,0,1,0,1,"cs.ai, cs.lg",0.7194628715515137,8.0,119.0,127.0,[]
Intervening With Confidence: Conformal Prescriptive Monitoring of Business Processes,1,0,1,0,0,"stat.ml, cs.ai",0.48155903816223145,8.0,121.0,129.0,[]
Learning Causally Invariant Representations for Out-of-Distribution Generalization on Graphs,0,0,1,0,0,"cs.ai, cs.lg",0.67283034324646,8.0,125.0,133.0,[]
Constraint-based sequence mining using constraint programming,1,0,0,0,0,"cs.ai, cs.lg",0.9201602935791016,8.0,114.0,122.0,[]
Successfully Applying Lottery Ticket Hypothesis to Diffusion Model,0,0,1,0,0,"cs.ai, stat.ml, cs.lg",0.5774612426757812,12.0,117.0,129.0,[]
UDS--DFKI Submission to the WMT2019 Similar Language Translation Shared Task,0,1,0,0,0,cs.cl,0.6865935325622559,3.0,124.0,127.0,[]
Modular Federated Learning,0,0,1,0,0,"cs.ai, cs.lg",0.6657283306121826,8.0,111.0,119.0,[]
Time-Optimal Control Problem With State Constraints In A Time-Periodic Flow Field,0,0,0,1,0,math.oc,0.45633983612060547,4.0,122.0,126.0,[]
Interpretable Local Tree Surrogate Policies,1,0,1,0,0,"cs.ai, cs.lg",0.5350708961486816,8.0,115.0,123.0,[]
Learning Neural Network Classifiers with Low Model Complexity,0,0,1,0,0,"cs.ai, cs.lg",0.6899089813232422,8.0,116.0,124.0,[]
Learning the structure of Bayesian Networks via the bootstrap,0,0,1,0,1,"cs.ai, stat.ml",0.45941781997680664,8.0,116.0,124.0,[]
Complex-Valued Kernel Methods for Regression,0,0,1,0,1,"cs.lg, stat.ml",0.5730664730072021,8.0,114.0,122.0,[]
Repurposing Knowledge Graph Embeddings for Triple Representation via Weak Supervision,1,1,0,0,0,"cs.ai, cs.lg",0.5323472023010254,8.0,121.0,129.0,[]
A Glitch in the Matrix? Locating and Detecting Language Model Grounding with Fakepedia,0,1,0,0,0,"cs.cl, cs.ai, stat.ml",0.6570868492126465,11.0,126.0,137.0,[]
Learn Layer-wise Connections in Graph Neural Networks,1,0,1,0,0,"cs.ai, cs.lg",0.5795142650604248,8.0,115.0,123.0,[]
Disentangling Identifiable Features from Noisy Data with Structured Nonlinear ICA,0,0,1,0,1,"cs.ai, stat.ml",0.9341702461242676,8.0,123.0,131.0,[]
Riemannian Smoothing Gradient Type Algorithms]{Riemannian Smoothing Gradient Type Algorithms for Nonsmooth Optimization Problem on Compact Riemannian Submanifold Embedded in Euclidean Space,0,0,0,1,0,math.oc,3.818737506866455,4.0,146.0,150.0,[]
Detecting Memorization in ReLU Networks,0,0,1,0,1,"cs.ai, cs.lg",0.5569005012512207,8.0,115.0,123.0,[]
When Meta-Learning Meets Online and Continual Learning: A Survey,0,0,1,0,1,"cs.ai, cs.lg",0.5568294525146484,8.0,120.0,128.0,[]
Biomarker Gene Identification for Breast Cancer Classification,0,0,1,0,0,"cs.ai, stat.ml",0.5058972835540771,8.0,115.0,123.0,[]
Quick Learning Mechanism with Cross-Domain Adaptation for Intelligent Fault Diagnosis,0,0,1,0,1,"cs.ai, cs.lg",0.678004264831543,8.0,121.0,129.0,[]
Quoref: A Reading Comprehension Dataset with Questions Requiring Coreferential Reasoning,0,1,0,0,0,"cs.ai, cs.cl",0.5848474502563477,7.0,125.0,132.0,[]
Graph Capsule Aggregation for Unaligned Multimodal Sequences,0,1,0,0,0,"cs.ai, cs.cl, stat.ml",0.5892274379730225,11.0,119.0,130.0,[]
Compressed and distributed least-squares regression: convergence rates with applications to Federated Learning,0,0,1,1,1,"cs.lg, stat.ml",0.4823291301727295,8.0,124.0,132.0,[]
"""Prompt-Gamma Neutron Activation Analysis (PGNAA)"" Metal Spectral Classification using Deep Learning Method",0,0,1,0,0,"cs.ai, cs.lg",0.6761534214019775,8.0,128.0,136.0,[]
Mining Explainable Predictive Features for Water Quality Management,1,0,0,0,0,"cs.ai, cs.lg",0.5909318923950195,8.0,117.0,125.0,[]
A Unified Computational and Statistical Framework for Nonconvex Low-Rank Matrix Estimation,0,0,0,0,1,"math.oc, stat.ml",0.5724842548370361,8.0,123.0,131.0,[]
Analysis of function approximation and stability of general DNNs in directed acyclic graphs using un-rectifying analysis,0,0,1,0,0,"cs.ai, cs.lg",0.5447869300842285,8.0,129.0,137.0,[]
Analysing Coreference in Transformer Outputs,0,1,0,0,0,cs.cl,0.572979211807251,3.0,115.0,118.0,[]
Representation Learning for Dynamic Graphs: A Survey,0,0,1,0,1,cs.lg,0.5002903938293457,4.0,116.0,120.0,[]
Safe squeezing for antisparse coding,0,0,1,0,1,cs.lg,0.4385535717010498,4.0,113.0,117.0,[]
Worst-case examples for Lasserre's measure--based hierarchy for polynomial optimization on the hypercube,0,0,0,1,0,math.oc,0.5628166198730469,4.0,126.0,130.0,[]
RELF: Robust Regression Extended with Ensemble Loss Function,0,0,1,0,1,"cs.lg, stat.ml",0.6564784049987793,8.0,117.0,125.0,[]
Uniqueness properties of functionals with Lipschitzian derivative,0,0,0,1,0,math.oc,0.48914194107055664,4.0,120.0,124.0,[]
A Deep Generative Framework for Paraphrase Generation,0,1,0,0,0,"cs.cl, cs.ai",0.592045783996582,7.0,117.0,124.0,[]
Unsupervised physics-informed disentanglement of multimodal data for high-throughput scientific discovery,0,0,1,0,1,"cs.ai, stat.ml",0.7514679431915283,8.0,125.0,133.0,[]
The Monte Carlo Transformer: a stochastic self-attention model for sequence prediction,1,0,1,0,1,"cs.ai, stat.ml, cs.lg",0.558882474899292,12.0,121.0,133.0,[]
Towards an Online Empathetic Chatbot with Emotion Causes,1,1,0,0,0,"cs.ai, cs.cl",0.49233245849609375,7.0,118.0,125.0,[]
