text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,response_time,vram_usage,ram_usage,total_time,cs.AI pred,cs.CL pred,stat.ML pred,math.OC pred,cs.LG pred
Estimation of the Mean Function of Functional Data via Deep Neural Networks,0,0,1,0,1,2.376720666885376,4285,87.4375,0.3371654,1,1,0,0,1
Combining Contrastive and Non-Contrastive Losses for Fine-Tuning Pretrained Models in Speech Analysis,1,1,0,0,0,2.4484705924987793,4285,87.4375,0.4042033,1,1,0,1,0
UniMSE: Towards Unified Multimodal Sentiment Analysis and Emotion Recognition,0,1,0,0,0,2.3802289962768555,4285,87.4375,0.3427356,1,1,0,0,1
RF-LighGBM: A probabilistic ensemble way to predict customer repurchase behaviour in community e-commerce,1,0,1,0,0,2.47956919670105,4285,87.4375,0.4320349,0,1,0,1,0
Why Unsupervised Deep Networks Generalize,1,0,1,0,1,2.383927822113037,4285,87.45703125,0.341335,1,1,1,0,0
A new scaling MCDA procedure putting together pairwise comparison tables and the deck of cards method,0,0,0,1,0,2.428419589996338,4285,87.4609375,0.3729236,0,1,0,0,0
Projection-Free Non-Smooth Convex Programming,0,0,0,1,0,2.3530871868133545,4285,87.9609375,0.3172826,1,0,0,1,0
Probable convexity and its application to Correlated Topic Models,0,0,1,0,1,2.43422269821167,4285,88.078125,0.3978721,1,1,0,1,0
Neural Networks for Relational Data,1,0,1,0,0,2.397052526473999,4285,87.6796875,0.3463844,1,1,0,0,0
COM2SENSE: A Commonsense Reasoning Benchmark with Complementary Sentences,1,1,0,0,0,2.4179084300994873,4285,87.68359375,0.3733837,1,1,0,0,0
Consistency of l1 recovery from noisy deterministic measurements,0,0,0,1,0,2.3268063068389893,4285,87.7890625,0.298941,1,1,0,0,0
"Consideration on Example 2 of ""An Algorithm of General Fuzzy InferenceWith The Reductive Property""",1,0,0,0,0,2.5305356979370117,4285,87.80859375,0.4739861,1,1,0,0,0
Jointly Modeling Aspect and Polarity for Aspect-based Sentiment Analysis in Persian Reviews,1,1,0,0,0,2.395073652267456,4285,87.81640625,0.3420135,1,1,1,0,0
Weight Sharing is Crucial to Succesful Optimization,0,0,1,0,0,2.3014471530914307,4285,86.16796875,0.2695758,1,0,0,1,0
Variational (Gradient) Estimate of the Score Function in Energy-based Latent Variable Models,0,0,1,0,1,2.432868480682373,4285,86.234375,0.3965601,1,1,0,1,0
AILAB-Udine@SMM4H 22: Limits of Transformers and BERT Ensembles,0,1,1,0,0,2.318580389022827,4285,86.7265625,0.2744417,0,0,0,1,0
Quality of syntactic implication of RL-based sentence summarization,0,1,0,0,0,2.4821267127990723,4285,86.98046875,0.4423452,1,1,0,0,1
Learning to Taste: A Multimodal Wine Dataset,0,0,1,0,0,2.2721283435821533,4285,86.98828125,0.2280289,0,1,0,0,0
BRUMS at SemEval-2020 Task 3: Contextualised Embeddings for Predicting the (Graded) Effect of Context in Word Similarity,1,1,0,0,0,2.414651393890381,4285,86.50390625,0.3614331,1,1,0,0,1
SAIDS: A Novel Approach for Sentiment Analysis Informed of Dialect and Sarcasm,1,1,0,0,0,2.3964617252349854,4285,86.6015625,0.3487467,1,1,0,0,0
A Cross-Conformal Predictor for Multi-label Classification,0,0,1,0,0,2.4570400714874268,4285,87.09765625,0.4013547,1,1,0,0,1
Combining the Causal Judgments of Experts with Possibly Different Focus Areas,1,0,0,0,0,2.3798274993896484,4285,86.74609375,0.340113,1,1,0,0,0
Numerical Methods for Large-Scale Optimal Transport,0,0,0,1,0,2.3659939765930176,4285,87.25,0.3100375,0,0,0,1,0
A higher order model for image restoration: the one dimensional case,0,0,0,1,0,2.392914295196533,4285,87.3046875,0.3532186,1,1,0,0,0
Measuring Data,1,0,1,0,0,2.300060510635376,4285,87.84375,0.2452059,0,1,0,0,0
An adaptive discretization method solving semi-infinite optimization problems with quadratic rate of convergence,0,0,0,1,0,2.3619325160980225,4285,87.8515625,0.3205569,1,0,0,1,0
A Sui Generis QA Approach using RoBERTa for Adverse Drug Event Identification,1,1,0,0,0,2.4034957885742188,4285,87.86328125,0.372923,1,1,0,0,1
Can ChatGPT be used to generate scientific hypotheses?,0,1,0,0,0,2.398315906524658,4285,87.87109375,0.3496668,1,1,0,0,0
DGA-Net Dynamic Gaussian Attention Network for Sentence Semantic Matching,1,1,0,0,0,2.4419002532958984,4285,87.6875,0.3996758,1,1,0,0,1
Multilingual BERT Post-Pretraining Alignment,0,1,0,0,0,2.3936939239501953,4285,87.6875,0.3445748,1,1,0,0,0
Understanding and Detecting Supporting Arguments of Diverse Types,0,1,0,0,0,2.355776071548462,4285,87.6015625,0.3113854,0,1,0,0,0
Federated Myopic Community Detection with One-shot Communication,0,0,1,0,1,2.413445234298706,4285,87.6015625,0.3678127,1,1,0,1,0
Do Language Models Know the Way to Rome?,0,1,0,0,0,2.3034722805023193,4285,87.8515625,0.2680625,1,1,0,0,0
The emergence of Explainability of Intelligent Systems: Delivering Explainable and Personalised Recommendations for Energy Efficiency,1,0,0,0,0,2.430586338043213,4285,86.671875,0.3947779,1,1,0,1,0
A framework for lexical representation,0,1,0,0,0,2.305682897567749,4285,86.1875,0.2572521,0,1,0,0,0
CS-UM6P at SemEval-2022 Task 6: Transformer-based Models for Intended Sarcasm Detection in English and Arabic,0,1,0,0,0,2.4552087783813477,4285,86.6796875,0.4177173,1,1,0,0,0
A space-time pseudospectral discretization method for solving diffusion optimal control problems with two-sided fractional derivatives,0,0,0,1,0,2.2816526889801025,4285,86.6796875,0.2362397,0,0,0,1,0
Fight Fire with Fire: Fine-tuning Hate Detectors using Large Samples of Generated Hate Speech,1,1,0,0,0,2.451124906539917,4285,86.1484375,0.4042621,1,1,1,0,0
A Better Way to Do Masked Language Model Scoring,0,1,0,0,0,2.388134241104126,4285,86.75390625,0.3455461,1,1,0,0,0
Multi-Grid Schemes for Multi-Scale Coordination of Energy Systems,0,0,0,1,0,2.416062116622925,4285,86.82421875,0.3598082,0,1,0,1,0
Cross-Lingual Ability of Multilingual Masked Language Models: A Study of Language Structure,0,1,0,0,0,2.354382038116455,4285,86.24609375,0.3122444,1,1,0,0,0
Exploiting the Relationship Between Kendall's Rank Correlation and Cosine Similarity for Attribution Protection,1,0,1,0,0,2.3927276134490967,4285,86.7578125,0.3630199,1,1,1,0,0
Deep Probabilistic Ensembles: Approximate Variational Inference through KL Regularization,0,0,1,0,1,2.495995283126831,4287,86.76171875,0.4410464,1,1,1,0,0
EDD: Efficient Differentiable DNN Architecture and Implementation Co-search for Embedded AI Solutions,0,0,1,0,0,2.4491279125213623,4287,87.421875,0.3999406,1,1,0,1,0
Learning to Approximate a Bregman Divergence,0,0,1,0,1,2.3822734355926514,4287,87.4296875,0.352224,1,1,0,0,0
Persona Authentication through Generative Dialogue,0,1,1,0,0,2.3425259590148926,4287,86.203125,0.2925777,1,1,0,0,0
Skeptical Deep Learning with Distribution Correction,0,0,1,0,1,2.383016347885132,4287,86.69921875,0.3415352,1,1,1,0,0
Causal policy ranking,1,0,1,0,0,2.451467514038086,4287,86.40234375,0.4035983,1,1,0,1,0
KGTrust: Evaluating Trustworthiness of SIoT via Knowledge Enhanced Graph Neural Networks,1,0,0,0,0,2.380098342895508,4287,86.5859375,0.3490136,1,1,0,1,0
How does this interaction affect me? Interpretable attribution for feature interactions,0,0,1,0,1,2.4227547645568848,4287,87.390625,0.3738341,0,1,0,0,0
Improving Chess Commentaries by Combining Language Models with Symbolic Reasoning Engines,0,1,0,0,0,2.4223289489746094,4287,86.53125,0.378964,1,1,0,0,1
A posteriori probabilistic feasibility guarantees for Nash equilibria in uncertain multi-agent games,0,0,0,1,0,2.536111354827881,4287,87.05078125,0.4826837,1,1,0,1,0
Geometry of the Loss Landscape in Overparameterized Neural Networks: Symmetries and Invariances,0,0,1,0,0,2.3050382137298584,4287,87.0546875,0.260745,1,1,0,0,0
AIDE: An algorithm for measuring the accuracy of probabilistic inference algorithms,1,0,1,0,1,2.3927526473999023,4287,87.546875,0.3609681,1,1,0,1,0
On the Trustworthiness of Tree Ensemble Explainability Methods,0,0,1,0,0,2.453465461730957,4287,86.25,0.3991217,1,1,0,1,0
"A Comprehensive Survey on Affective Computing; Challenges, Trends, Applications, and Future Directions",1,0,0,0,0,2.3669419288635254,4287,86.38671875,0.3133103,1,1,0,0,0
Cost-aware learning of relevant contextual variables within Bayesian optimization,0,0,1,0,1,2.296302556991577,4287,85.6640625,0.2555457,1,0,0,1,0
Imagined versus Remembered Stories: Quantifying Differences in Narrative Flow,1,1,0,0,0,2.2985305786132812,4287,86.625,0.2720156,0,1,0,0,0
Analogue of Pontryagin's maximum principle for multiple integrals minimization problems,0,0,0,1,0,2.440699338912964,4287,86.65625,0.4055304,1,1,0,1,0
An introduction to the Europe Media Monitor family of applications,0,1,0,0,0,2.226238965988159,4287,86.734375,0.2073015,0,1,0,0,0
A Review of Location Encoding for GeoAI: Methods and Applications,0,0,1,0,0,2.3973424434661865,4287,86.85546875,0.3442294,1,1,0,0,0
Learning and Optimization with Submodular Functions,0,0,1,0,0,2.362342596054077,4287,86.859375,0.3166497,1,0,0,1,0
Towards Faithful Neural Network Intrinsic Interpretation with Shapley Additive Self-Attribution,0,0,1,0,0,2.353531837463379,4287,87.36328125,0.3310514,1,1,0,1,0
DKP-AOM: results for OAEI 2015,1,0,0,0,0,2.410778522491455,4287,87.36328125,0.365403,0,0,0,1,0
Learning-to-Rank with Partitioned Preference: Fast Estimation for the Plackett-Luce Model,0,0,1,0,1,2.427637815475464,4287,87.45703125,0.3754435,1,1,0,1,0
Denoising Diffusion Probabilistic Models,0,0,1,0,1,2.3688008785247803,4287,87.4609375,0.3222481,1,1,1,0,0
Fast Approximate Geodesics for Deep Generative Models,0,0,1,0,1,2.517354726791382,4287,87.48828125,0.4695926,1,1,0,0,1
Intervention Efficient Algorithm for Two-Stage Causal MDPs,1,0,1,0,0,2.35441255569458,4287,87.48828125,0.3205099,1,1,0,1,0
Stochastic differential switching game in infinite horizon,0,0,0,1,0,2.515590190887451,4287,87.87890625,0.4669548,1,1,0,1,0
Nonsmooth Analysis and Optimization,0,0,0,1,0,2.2805216312408447,4287,86.5703125,0.2272207,0,0,0,1,0
An improvement to a result about graph isomorphism networks using the prime factorization theorem,0,0,1,0,0,2.3582732677459717,4287,86.3203125,0.3196643,1,1,0,0,0
Sparsity Turns Adversarial: Energy and Latency Attacks on Deep Neural Networks,0,0,1,0,1,2.3219099044799805,4287,86.828125,0.2852725,1,0,0,1,0
Exploring and Interacting with the Set of Good Sparse Generalized Additive Models,1,0,1,0,1,2.405559539794922,4287,86.7265625,0.3581625,1,1,0,1,0
Recognizing Implicit Discourse Relations via Repeated Reading: Neural Networks with Multi-Level Attention,1,1,0,0,0,2.4457318782806396,4287,86.3203125,0.4041771,1,1,0,0,1
On the Difference of BERT-style and CLIP-style Text Encoders,0,1,0,0,0,2.340320110321045,4287,86.890625,0.292913,1,1,0,0,0
A Wolf in Sheep's Clothing: Generalized Nested Jailbreak Prompts can Fool Large Language Models Easily,0,1,0,0,0,2.417989492416382,4287,86.453125,0.3612164,1,1,1,0,0
DomiKnowS: A Library for Integration of Symbolic Domain Knowledge in Deep Learning,1,1,1,0,0,2.439032554626465,4287,86.8359375,0.4040028,1,1,0,0,1
DISTO: Evaluating Textual Distractors for Multi-Choice Questions using Negative Sampling based Approach,1,1,0,0,0,2.3736143112182617,4287,86.83984375,0.3230211,1,1,0,0,0
Control with adaptive Q-learning,0,0,1,0,0,2.2869713306427,4287,87.45703125,0.2324645,0,0,0,1,0
Minimal Variance Sampling with Provable Guarantees for Fast Training of Graph Neural Networks,0,0,1,0,1,2.43027400970459,4287,87.46484375,0.3772629,1,1,0,1,0
Deep Voice 2: Multi-Speaker Neural Text-to-Speech,0,1,0,0,0,2.3911654949188232,4287,87.46484375,0.34657,1,1,0,0,0
What Do Graph Convolutional Neural Networks Learn?,1,0,1,0,1,2.426194906234741,4287,86.625,0.3758228,1,1,0,0,0
D4: a Chinese Dialogue Dataset for Depression-Diagnosis-Oriented Chat,0,1,0,0,0,2.3500545024871826,4287,86.69921875,0.321024,0,1,1,0,0
Exploring Spatial-Temporal Variations of Public Discourse on Social Media: A Case Study on the First Wave of the Coronavirus Pandemic in Italy,0,1,0,0,0,2.345142126083374,4287,87.1171875,0.2933006,0,1,1,0,0
Soil Organic Carbon Estimation from Climate-related Features with Graph Neural Network,1,0,1,0,0,2.3793139457702637,4287,86.3984375,0.3401272,1,1,0,1,0
Expected Scalarised Returns Dominance: A New Solution Concept for Multi-Objective Decision Making,1,0,1,0,0,2.381230592727661,4287,86.18359375,0.3363176,1,0,0,1,0
Coordinate Descent Algorithms,0,0,0,1,0,2.454699754714966,4287,86.72265625,0.4008068,1,1,0,1,0
Adaptive Data Analysis with Correlated Observations,0,0,1,0,0,3.104898691177368,4287,86.73046875,1.0596196,0,1,0,1,0
Semi-Supervised Cascaded Clustering for Classification of Noisy Label Data,1,0,1,0,0,2.4604060649871826,4287,86.25,0.4038035,1,1,1,0,0
Learning from Partially Annotated Data: Example-aware Creation of Gap-filling Exercises for Language Learning,0,1,0,0,0,2.5224928855895996,4287,86.76171875,0.4742666,1,1,0,0,0
Soft Gazetteers for Low-Resource Named Entity Recognition,0,1,0,0,0,2.369523286819458,4287,86.328125,0.322107,1,1,0,0,0
Classification with Rejection Based on Cost-sensitive Classification,0,0,1,0,1,2.4189765453338623,4287,86.44140625,0.3648153,1,1,0,1,0
A Reason Maintenace System Dealing with Vague Data,1,0,0,0,0,2.396929979324341,4287,86.94140625,0.3437118,0,1,0,0,0
Audience-specific Explanations for Machine Translation,1,1,0,0,0,2.317716121673584,4287,86.94140625,0.2803326,0,1,0,0,0
Unsupervised Feature Based Algorithms for Time Series Extrinsic Regression,0,0,1,0,1,2.4765989780426025,4287,86.2421875,0.4260813,1,1,1,0,0
A textual transform of multivariate time-series for prognostics,0,0,1,0,1,2.523209810256958,4287,86.734375,0.4820055,1,1,1,0,0
Introducing the Attribution Stability Indicator: a Measure for Time Series XAI Attributions,1,0,1,0,0,2.350266456604004,4287,86.421875,0.3322308,1,1,0,1,0
Measuring and Reducing Model Update Regression in Structured Prediction for NLP,1,1,1,0,0,2.3674683570861816,4287,86.609375,0.334231,1,1,0,0,1
Boosting Graph Structure Learning with Dummy Nodes,0,0,1,0,0,2.3913228511810303,4287,86.9296875,0.3484944,1,1,0,0,0
RaLLe: A Framework for Developing and Evaluating Retrieval-Augmented Large Language Models,1,1,0,0,0,2.4530587196350098,4287,86.9296875,0.4345858,1,1,0,0,1
Resource-Aware Pareto-Optimal Automated Machine Learning Platform,1,0,1,0,0,2.4467310905456543,4287,87.453125,0.3901806,1,0,0,1,1
Modelling and Explaining Legal Case-based Reasoners through Classifiers,1,0,0,0,0,2.4460151195526123,4287,87.45703125,0.3953699,1,1,0,1,0
A Kernel Theory of Modern Data Augmentation,0,0,1,0,1,2.3783090114593506,4287,87.49609375,0.3433383,1,1,0,0,0
A Fully Problem-Dependent Regret Lower Bound for Finite-Horizon MDPs,0,0,1,0,0,2.4127602577209473,4287,87.84375,0.3734474,1,0,0,1,0
Learning to Detect Opinion Snippet for Aspect-Based Sentiment Analysis,0,1,0,0,0,2.3941855430603027,4287,87.59765625,0.3431064,1,1,1,0,0
"Version 2.0 -- cashocs: A Computational, Adjoint-Based Shape Optimization and Optimal Control Software",0,0,0,1,0,2.583702564239502,4287,87.59765625,0.536182,1,1,0,1,1
No Offense Taken: Eliciting Offensiveness from Language Models,1,1,0,0,0,2.3880035877227783,4287,87.61328125,0.3494722,1,1,0,0,0
GNN-LM: Language Modeling based on Global Contexts via GNN,0,1,0,0,0,2.438858985900879,4287,87.6171875,0.3861299,1,1,0,0,1
Incorporating Probing Signals into Multimodal Machine Translation via Visual Question-Answering Pairs,1,1,0,0,0,2.441798210144043,4287,88.125,0.4031561,1,1,0,0,1
Encoder-Decoder Model for Suffix Prediction in Predictive Monitoring,1,0,1,0,0,2.353407859802246,4287,88.140625,0.3029631,0,1,0,1,0
A Formal Description of Sorani Kurdish Morphology,0,1,0,0,0,2.2800486087799072,4287,87.73046875,0.2357703,0,1,0,0,0
Multivariate Boosted Trees and Applications to Forecasting and Control,0,0,1,0,1,2.4349632263183594,4287,87.74609375,0.3819771,1,1,0,1,0
Introspective Action Advising for Interpretable Transfer Learning,0,0,1,0,0,2.4468233585357666,4287,87.93359375,0.398362,1,1,0,1,0
Pruning Algorithms to Accelerate Convolutional Neural Networks for Edge Applications: A Survey,0,0,1,0,1,2.4532320499420166,4287,87.94140625,0.4135429,1,1,0,1,1
"Advancing the lower bounds: An accelerated, stochastic, second-order method with optimal adaptation to inexactness",0,0,0,1,0,2.382874011993408,4287,87.94140625,0.3364814,1,0,0,1,0
Kernel Mean Shrinkage Estimators,0,0,1,0,1,2.394926071166992,4287,86.52734375,0.3532178,1,1,0,0,0
DP-NMT: Scalable Differentially-Private Machine Translation,0,1,0,0,0,2.4117658138275146,4287,86.95703125,0.3590058,1,1,0,1,0
RotateQVS: Representing Temporal Information as Rotations in Quaternion Vector Space for Temporal Knowledge Graph Completion,1,0,0,0,0,2.435831308364868,4287,87.11328125,0.4056585,1,1,0,1,0
AMLNet: Adversarial Mutual Learning Neural Network for Non-AutoRegressive Multi-Horizon Time Series Forecasting,0,0,1,0,0,2.4716639518737793,4287,87.60546875,0.4221247,1,1,0,1,1
A New cross-domain strategy based XAI models for fake news detection,1,1,0,0,0,2.4417245388031006,4287,86.44140625,0.3938484,1,1,1,0,0
Situation and Behavior Understanding by Trope Detection on Films,1,1,0,0,0,2.2835757732391357,4287,86.1796875,0.2476526,0,1,0,0,0
Joint Event Extraction via Structural Semantic Matching,0,1,0,0,0,2.3968169689178467,4287,86.2421875,0.3630316,1,1,0,0,1
Unsupervised Domain Adaptation of a Pretrained Cross-Lingual Language Model,0,1,0,0,0,2.3561959266662598,4287,86.734375,0.3201047,1,1,1,0,0
Reproducibility Report: Contextualizing Hate Speech Classifiers with Post-hoc Explanation,1,1,0,0,0,2.456835985183716,4287,86.734375,0.4333709,1,1,0,0,0
Enhance word representation for out-of-vocabulary on Ubuntu dialogue corpus,0,1,0,0,0,2.2871577739715576,4287,86.171875,0.2450201,0,1,0,0,0
On the strong concavity of the dual function of an optimization problem,0,0,0,1,0,2.384979248046875,4287,86.75,0.3421472,1,0,0,1,0
Controlling Wasserstein Distances by Kernel Norms with Application to Compressive Statistical Learning,0,0,1,0,1,2.391580820083618,4287,86.75390625,0.3401942,1,1,1,0,0
Fast Task Inference with Variational Intrinsic Successor Features,1,0,1,0,1,2.524540424346924,4287,87.30078125,0.4731462,1,1,0,1,0
Intervening With Confidence: Conformal Prescriptive Monitoring of Business Processes,1,0,1,0,0,2.363416910171509,4287,87.30078125,0.3106466,1,0,0,1,0
Learning Causally Invariant Representations for Out-of-Distribution Generalization on Graphs,0,0,1,0,0,2.510240077972412,4287,87.30078125,0.4723586,1,1,0,1,0
Constraint-based sequence mining using constraint programming,1,0,0,0,0,2.527679443359375,4287,86.375,0.49621,1,1,0,1,0
Successfully Applying Lottery Ticket Hypothesis to Diffusion Model,0,0,1,0,0,2.365947723388672,4287,87.04296875,0.3194606,1,1,0,0,1
UDS--DFKI Submission to the WMT2019 Similar Language Translation Shared Task,0,1,0,0,0,2.273712396621704,4287,87.0625,0.2334979,0,1,0,0,0
Modular Federated Learning,0,0,1,0,0,2.4025979042053223,4287,87.5625,0.3627539,1,1,0,1,0
Time-Optimal Control Problem With State Constraints In A Time-Periodic Flow Field,0,0,0,1,0,2.3516135215759277,4287,87.5703125,0.3174018,1,0,0,1,0
Interpretable Local Tree Surrogate Policies,1,0,1,0,0,2.490553617477417,4287,87.5703125,0.4573952,1,1,0,1,0
Learning Neural Network Classifiers with Low Model Complexity,0,0,1,0,0,2.5284087657928467,4287,86.453125,0.4916212,1,1,0,1,0
Learning the structure of Bayesian Networks via the bootstrap,0,0,1,0,1,2.291635274887085,4285,86.5390625,0.2397891,0,1,0,0,0
Complex-Valued Kernel Methods for Regression,0,0,1,0,1,2.5183756351470947,4285,87.078125,0.4753532,1,1,1,0,0
Repurposing Knowledge Graph Embeddings for Triple Representation via Weak Supervision,1,1,0,0,0,2.4587082862854004,4285,86.6796875,0.4024566,1,1,0,1,0
A Glitch in the Matrix? Locating and Detecting Language Model Grounding with Fakepedia,0,1,0,0,0,2.3517231941223145,4285,87.05859375,0.3171126,1,1,0,0,0
Learn Layer-wise Connections in Graph Neural Networks,1,0,1,0,0,2.4084651470184326,4285,87.0625,0.3624253,1,1,0,0,1
Disentangling Identifiable Features from Noisy Data with Structured Nonlinear ICA,0,0,1,0,1,2.452697277069092,4285,87.5546875,0.4020741,1,1,1,0,0
Riemannian Smoothing Gradient Type Algorithms]{Riemannian Smoothing Gradient Type Algorithms for Nonsmooth Optimization Problem on Compact Riemannian Submanifold Embedded in Euclidean Space,0,0,0,1,0,2.2909581661224365,4287,87.54296875,0.2505417,0,0,0,1,0
Detecting Memorization in ReLU Networks,0,0,1,0,1,2.435023784637451,4287,88.0390625,0.4019179,1,1,0,1,0
When Meta-Learning Meets Online and Continual Learning: A Survey,0,0,1,0,1,2.452199935913086,4287,86.5703125,0.3993307,1,1,1,0,0
Biomarker Gene Identification for Breast Cancer Classification,0,0,1,0,0,2.4085681438446045,4287,87.2265625,0.3638881,1,1,1,0,0
Quick Learning Mechanism with Cross-Domain Adaptation for Intelligent Fault Diagnosis,0,0,1,0,1,2.437215805053711,4287,87.234375,0.4045803,1,1,0,1,0
Quoref: A Reading Comprehension Dataset with Questions Requiring Coreferential Reasoning,0,1,0,0,0,2.3615078926086426,4287,87.73046875,0.3166007,1,1,0,0,0
Graph Capsule Aggregation for Unaligned Multimodal Sequences,0,1,0,0,0,2.378763198852539,4287,87.74609375,0.3347652,1,1,0,0,1
Compressed and distributed least-squares regression: convergence rates with applications to Federated Learning,0,0,1,1,1,2.4868571758270264,4287,87.77734375,0.4433433,1,1,0,1,0
"""Prompt-Gamma Neutron Activation Analysis (PGNAA)"" Metal Spectral Classification using Deep Learning Method",0,0,1,0,0,2.3965561389923096,4287,87.77734375,0.3425726,0,1,0,1,0
Mining Explainable Predictive Features for Water Quality Management,1,0,0,0,0,2.4486966133117676,4287,87.77734375,0.4115374,1,1,1,0,0
A Unified Computational and Statistical Framework for Nonconvex Low-Rank Matrix Estimation,0,0,0,0,1,2.442657709121704,4287,86.53515625,0.401997,1,1,1,0,0
Analysis of function approximation and stability of general DNNs in directed acyclic graphs using un-rectifying analysis,0,0,1,0,0,2.3731648921966553,4287,86.57421875,0.3257346,0,1,0,1,0
Analysing Coreference in Transformer Outputs,0,1,0,0,0,2.3963985443115234,4287,87.07421875,0.350907,1,1,0,0,1
Representation Learning for Dynamic Graphs: A Survey,0,0,1,0,1,2.478515386581421,4287,87.07421875,0.4345399,1,1,1,0,0
Safe squeezing for antisparse coding,0,0,1,0,1,2.268340587615967,4285,87.56640625,0.2274167,0,0,0,1,0
Worst-case examples for Lasserre's measure--based hierarchy for polynomial optimization on the hypercube,0,0,0,1,0,2.2932562828063965,4287,87.57421875,0.2658664,0,0,0,1,0
RELF: Robust Regression Extended with Ensemble Loss Function,0,0,1,0,1,2.430079221725464,4287,87.59765625,0.3831997,1,1,0,1,0
Uniqueness properties of functionals with Lipschitzian derivative,0,0,0,1,0,2.26672101020813,4285,87.6015625,0.2386915,0,1,0,0,0
A Deep Generative Framework for Paraphrase Generation,0,1,0,0,0,2.336305618286133,4285,87.7265625,0.2998639,1,1,0,0,0
Unsupervised physics-informed disentanglement of multimodal data for high-throughput scientific discovery,0,0,1,0,1,2.409276247024536,4285,87.89453125,0.3522719,1,1,1,0,0
The Monte Carlo Transformer: a stochastic self-attention model for sequence prediction,1,0,1,0,1,2.4340951442718506,4285,87.64453125,0.3984615,1,1,0,0,1
Towards an Online Empathetic Chatbot with Emotion Causes,1,1,0,0,0,2.2769012451171875,4285,87.64453125,0.2434683,0,1,0,0,0
Using Machine Learning Techniques to Identify Key Risk Factors for Diabetes and Undiagnosed Diabetes,0,0,1,0,0,2.4099879264831543,4285,87.64453125,0.360801,1,1,1,0,0
Expedition: A System for the Unsupervised Learning of a Hierarchy of Concepts,0,1,1,0,0,2.468045711517334,4285,86.4296875,0.4109785,1,1,0,0,0
Is Model Ensemble Necessary? Model-based RL via a Single Model with Lipschitz Regularized Value Function,0,0,1,0,0,2.403074264526367,4287,86.48046875,0.3592587,1,1,0,1,0
"Nonconvex, Fully Distributed Optimization based CAV Platooning Control under Nonlinear Vehicle Dynamics",0,0,0,1,0,2.4289441108703613,4287,86.98046875,0.3769624,0,0,0,1,0
From Universal Language Model to Downstream Task: Improving RoBERTa-Based Vietnamese Hate Speech Detection,0,1,1,0,0,2.4341344833374023,4287,86.61328125,0.3832187,1,1,0,1,0
Generating meta-learning tasks to evolve parametric loss for classification learning,1,0,1,0,0,2.353508949279785,4287,86.8359375,0.3328136,1,1,0,1,0
Improved Binary Forward Exploration: Learning Rate Scheduling Method for Stochastic Optimization,0,0,1,1,0,2.361787796020508,4287,86.8359375,0.3327961,1,1,0,1,0
On a Generalized Framework for Time-Aware Knowledge Graphs,1,0,0,0,0,2.400294065475464,4287,87.3671875,0.3486895,1,1,0,0,0
Let's Play Again: Variability of Deep Reinforcement Learning Agents in Atari Environments,1,0,1,0,1,2.4281809329986572,4287,87.3828125,0.3869456,1,1,0,0,1
Teleo-Reactive Programs for Agent Control,1,0,0,0,0,2.3748409748077393,4287,87.58984375,0.3425235,1,1,0,0,0
On the Optimal Control of Impulsive Hybrid Systems On Riemannian Manifolds,0,0,0,1,0,2.3622169494628906,4287,87.6015625,0.3160185,0,0,0,1,0
Supervised Contrastive Learning for Multimodal Unreliable News Detection in COVID-19 Pandemic,0,1,0,0,0,2.416511058807373,4287,87.6484375,0.3825587,1,1,1,0,0
AUC Optimization from Multiple Unlabeled Datasets,0,0,1,0,0,2.371631145477295,4287,87.66015625,0.3366983,0,0,0,1,0
"Sex, drugs, and violence",0,1,0,0,0,2.2609190940856934,4287,87.68359375,0.2371583,0,0,0,0,0
"I'm sorry Dave, I'm afraid I can't do that, Deep Q-learning from forbidden action",0,0,1,0,1,2.2817962169647217,4287,87.68359375,0.2311761,0,1,0,0,0
ProKD: An Unsupervised Prototypical Knowledge Distillation Network for Zero-Resource Cross-Lingual Named Entity Recognition,1,1,0,0,0,2.4218764305114746,4287,87.6875,0.3828564,1,1,1,0,0
NLI Data Sanity Check: Assessing the Effect of Data Corruption on Model Performance,0,1,0,0,0,2.4410178661346436,4287,87.69140625,0.3999223,1,1,0,1,0
One-Step Distributional Reinforcement Learning,0,0,1,0,1,2.3833563327789307,4287,87.765625,0.3453054,1,1,0,0,1
Memory-efficient training with streaming dimensionality reduction,0,0,1,0,1,2.3007729053497314,4287,87.765625,0.2791533,0,1,0,1,0
Semi-infinite optimization with sums of exponentials via polynomial approximation,0,0,0,1,0,2.3479976654052734,4287,87.765625,0.3210884,1,1,0,1,0
MST-GAT: A Multimodal Spatial-Temporal Graph Attention Network for Time Series Anomaly Detection,1,0,1,0,0,2.503336191177368,4287,86.4609375,0.4782753,1,1,1,0,0
Adam revisited: a weighted past gradients perspective,0,0,1,1,0,2.382342576980591,4287,86.72265625,0.335238,1,1,0,0,0
Modularity Component Analysis versus Principal Component Analysis,0,0,0,0,1,2.373729705810547,4287,87.19921875,0.3292389,0,1,0,0,0
High-order maximum principles for the stability analysis of positive bilinear control systems,0,0,0,1,0,2.3179264068603516,4287,86.71484375,0.2735097,0,0,0,1,0
Zero-shot Text-to-SQL Learning with Auxiliary Task,0,1,1,0,0,2.390206813812256,4286,86.87109375,0.3356886,1,1,0,0,0
