text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
MST-GAT: A Multimodal Spatial-Temporal Graph Attention Network for Time Series Anomaly Detection,1,0,1,0,0,"artificial intelligence, computational machine learning",0.6583163738250732,7.0,128.0,135.0,"['cs.AI', 'cs.LG']"
Adam revisited: a weighted past gradients perspective,0,0,1,1,0,"optimization and control, computational machine learning",0.6785337924957275,8.0,117.0,125.0,"['math.OC', 'cs.LG']"
Modularity Component Analysis versus Principal Component Analysis,0,0,0,0,1,"computation and language, statistics machine learning, optimization and control",0.718578577041626,13.0,116.0,129.0,"['cs.CL', 'stat.ML', 'math.OC']"
High-order maximum principles for the stability analysis of positive bilinear control systems,0,0,0,1,0,optimization and control,0.6696617603302002,4.0,122.0,126.0,['math.OC']
Zero-shot Text-to-SQL Learning with Auxiliary Task,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",1.0361053943634033,16.0,118.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
A Crowd-Annotated Spanish Corpus for Humor Analysis,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.9033811092376709,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A*Net: A Scalable Path-based Reasoning Approach for Knowledge Graphs,1,0,1,0,0,"artificial intelligence, computation and language, computational machine learning",0.6709189414978027,12.0,124.0,136.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Enhanced E-Commerce Attribute Extraction: Innovating with Decorative Relation Correction and LLAMA 2.0-Based Annotation,1,0,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8087871074676514,12.0,129.0,141.0,"['cs.AI', 'cs.CL', 'stat.ML']"
"Model Predictive Control, Cost Controllability, and Homogeneity *",0,0,0,1,0,optimization and control,0.7386629581451416,4.0,122.0,126.0,['math.OC']
Deep Latent State Space Models for Time-Series Generation,1,0,1,0,1,"artificial intelligence, computational machine learning",0.7938497066497803,7.0,118.0,125.0,"['cs.AI', 'cs.LG']"
"Fuzzy Knowledge Representation, Learning and Optimization with Bayesian Analysis in Fuzzy Semantic Networks",1,0,0,0,0,"artificial intelligence, statistics machine learning, optimization and control, computational machine learning",0.9134058952331543,15.0,124.0,139.0,"['cs.AI', 'stat.ML', 'math.OC', 'cs.LG']"
Enhancing Computation Efficiency in Large Language Models through Weight and Activation Quantization,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7341856956481934,16.0,123.0,139.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Crypto Pump and Dump Detection via Deep Learning Techniques,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.698030948638916,11.0,117.0,128.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Parallel hybrid methods for generalized equilibrium problems and asymptotically strictly pseudocontractive mappings,0,0,0,1,0,optimization and control,0.9094398021697998,4.0,125.0,129.0,['math.OC']
Thompson Sampling for Unsupervised Sequential Selection,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.7377119064331055,11.0,116.0,127.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Stochastic Linear Bandits Robust to Adversarial Attacks,0,0,1,0,1,"artificial intelligence, statistics machine learning, optimization and control, computational machine learning",0.686107873916626,15.0,120.0,135.0,"['cs.AI', 'stat.ML', 'math.OC', 'cs.LG']"
"Multiphase mean curvature flows with high mobility contrasts: a phase-field approach, with applications to nanowires",0,0,0,1,0,none,0.8505804538726807,2.0,130.0,132.0,[]
Reducing Training Sample Memorization in GANs by Training with Memorization Rejection,0,0,1,0,0,"artificial intelligence, computational machine learning",0.669212818145752,7.0,124.0,131.0,"['cs.AI', 'cs.LG']"
Contextual Bandits with Random Projection,0,0,1,0,1,"optimization and control, computational machine learning",0.6949601173400879,8.0,115.0,123.0,"['math.OC', 'cs.LG']"
ELM: Embedding and Logit Margins for Long-Tail Learning,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.8302369117736816,11.0,123.0,134.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Memory Gym: Partially Observable Challenges to Memory-Based Agents in Endless Episodes,0,0,1,0,0,"artificial intelligence, computational machine learning",0.6718618869781494,7.0,122.0,129.0,"['cs.AI', 'cs.LG']"
Communication-Efficient {Federated} Learning Using Censored Heavy Ball Descent,1,0,1,0,0,"optimization and control, computational machine learning",1.148186206817627,8.0,123.0,131.0,"['math.OC', 'cs.LG']"
First- and Second-Order Analysis for Optimization Problems with Manifold-Valued Constraints,0,0,0,1,0,optimization and control,1.1540074348449707,4.0,124.0,128.0,['math.OC']
Examining Political Rhetoric with Epistemic Stance Detection,0,1,0,0,0,computation and language,0.6320812702178955,5.0,121.0,126.0,['cs.CL']
On the Reduction of Biases in Big Data Sets for the Detection of Irregular Power Usage,0,0,1,0,0,"statistics machine learning, optimization and control",1.3094840049743652,8.0,126.0,134.0,"['stat.ML', 'math.OC']"
Federated Stochastic Gradient Descent Begets Self-Induced Momentum,0,0,1,0,0,"artificial intelligence, optimization and control, computational machine learning",1.1197597980499268,11.0,121.0,132.0,"['cs.AI', 'math.OC', 'cs.LG']"
Leveraging Pre-Trained 3D Object Detection Models For Fast Ground Truth Generation,1,0,1,0,1,"artificial intelligence, computational machine learning",0.7423295974731445,7.0,124.0,131.0,"['cs.AI', 'cs.LG']"
Fully Bayesian Recurrent Neural Networks for Safe Reinforcement Learning,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.8819441795349121,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Second-order KKT optimality conditions for multi-objective optimal control problems,0,0,0,1,0,optimization and control,0.9840667247772217,4.0,122.0,126.0,['math.OC']
Autoencoding Binary Classifiers for Supervised Anomaly Detection,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.5429048538208008,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Learning Generative Models of Structured Signals from Their Superposition Using GANs with Application to Denoising and Demixing,0,0,1,0,1,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8074431419372559,16.0,131.0,147.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Architecture Selection via the Trade-off Between Accuracy and Robustness,0,0,1,0,1,"artificial intelligence, statistics machine learning, optimization and control",0.6462702751159668,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'math.OC']"
SeamlessM4T: Massively Multilingual & Multimodal Machine Translation,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.818939208984375,16.0,124.0,140.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Orlicz-space regularization for optimal transport and algorithms for quadratic regularization,0,0,0,1,0,"optimization and control, computational machine learning",0.6481170654296875,8.0,123.0,131.0,"['math.OC', 'cs.LG']"
Infinite Sparse Structured Factor Analysis,0,0,0,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.7300865650177002,11.0,113.0,124.0,"['cs.AI', 'stat.ML', 'cs.LG']"
A multi-functional simulation platform for on-demand ride service operations,1,0,0,0,0,optimization and control,0.6272766590118408,4.0,119.0,123.0,['math.OC']
Mean-field games of speedy information access with observation costs,0,0,0,1,0,"optimization and control, computational machine learning",0.8218801021575928,8.0,118.0,126.0,"['math.OC', 'cs.LG']"
Longitudinal Deep Kernel Gaussian Process Regression,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.6628997325897217,11.0,116.0,127.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Transferring Agent Behaviors from Videos via Motion GANs,1,0,1,0,1,"artificial intelligence, computational machine learning",0.6949734687805176,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
Heavy Traffic Queue Length Behavior in Switches with Reconfiguration Delay,0,0,0,1,0,optimization and control,0.7242755889892578,4.0,120.0,124.0,['math.OC']
Proofing Tools Technology at Neurosoft S.A.,0,1,0,0,0,none,0.9336292743682861,2.0,118.0,120.0,[]
Transformed Subspace Clustering,0,0,1,0,1,"optimization and control, computational machine learning",4.879878759384155,8.0,114.0,122.0,"['math.OC', 'cs.LG']"
Model enumeration in propositional circumscription via unsatisfiable core analysis,1,0,0,0,0,"artificial intelligence, computation and language, optimization and control",1.117708444595337,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'math.OC']"
System Design for an Integrated Lifelong Reinforcement Learning Agent for Real-Time Strategy Games,1,0,1,0,0,"artificial intelligence, computational machine learning",0.7970905303955078,7.0,124.0,131.0,"['cs.AI', 'cs.LG']"
Effective Large Language Model Adaptation for Improved Grounding,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.587409496307373,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Fast Approximate Nearest Neighbor Search With The Navigating Spreading-out Graph,0,0,1,0,0,"optimization and control, computational machine learning",0.713127851486206,8.0,123.0,131.0,"['math.OC', 'cs.LG']"
ZLPR: A Novel Loss for Multi-label Classification,0,1,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.5277199745178223,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Bayesian Optimization using Pseudo-Points,0,0,1,0,1,"optimization and control, computational machine learning",0.6669020652770996,8.0,115.0,123.0,"['math.OC', 'cs.LG']"
Bayesian Optimisation for Mixed-Variable Inputs using Value Proposals,0,0,1,0,1,"artificial intelligence, optimization and control, computational machine learning",0.8072113990783691,11.0,120.0,131.0,"['cs.AI', 'math.OC', 'cs.LG']"
Learning Word Embeddings for Hyponymy with Entailment-Based Distributional Semantics,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8169903755187988,12.0,125.0,137.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Scene Graph Modification Based on Natural Language Commands,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.7649886608123779,12.0,116.0,128.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Frank-Wolfe-based Algorithms for Approximating Tyler's M-estimator,0,0,1,1,1,"optimization and control, statistics machine learning",1.324934720993042,8.0,123.0,131.0,"['stat.ML', 'math.OC']"
Naive Bayes and Exemplar-Based approaches to Word Sense Disambiguation Revisited,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.9870696067810059,12.0,125.0,137.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Necessary conditions involving Lie brackets for impulsive optimal control problems; the commutative case,0,0,0,1,0,optimization and control,0.5197043418884277,4.0,125.0,129.0,['math.OC']
How Infinitely Wide Neural Networks Can Benefit from Multi-task Learning -- an Exact Macroscopic Characterization,0,0,1,0,1,"artificial intelligence, computational machine learning, statistics machine learning",0.6218888759613037,11.0,127.0,138.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Not All Linearizations Are Equally Data-Hungry in Sequence Labeling Parsing,0,1,0,0,0,"computation and language, statistics machine learning, computational machine learning",0.8205442428588867,13.0,124.0,137.0,"['cs.CL', 'stat.ML', 'cs.LG']"
Selecting Features by their Resilience to the Curse of Dimensionality,0,0,1,0,0,"statistics machine learning, computational machine learning",0.645838737487793,8.0,121.0,129.0,"['stat.ML', 'cs.LG']"
Latent Geometry and Memorization in Generative Models,0,0,1,0,1,"artificial intelligence, computational machine learning",0.49668335914611816,7.0,118.0,125.0,"['cs.AI', 'cs.LG']"
A Collection of Deep Learning-based Feature-Free Approaches for Characterizing Single-Objective Continuous Fitness Landscapes,0,0,1,0,0,"artificial intelligence, computational machine learning, optimization and control",4.675213575363159,11.0,128.0,139.0,"['cs.AI', 'math.OC', 'cs.LG']"
SAPFOCS: a metaheuristic based approach to part family formation problems in group technology,1,0,0,0,0,optimization and control,0.9299547672271729,4.0,126.0,130.0,['math.OC']
IslamicPCQA: A Dataset for Persian Multi-hop Complex Question Answering in Islamic Text Resources,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7896459102630615,12.0,126.0,138.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A Complete Method of Comparative Statics for Optimization Problems (Unabbreviated Version),0,0,0,1,0,optimization and control,0.6669163703918457,4.0,125.0,129.0,['math.OC']
Authorship Analysis of Xenophon's Cyropaedia,0,1,0,0,0,"artificial intelligence, computation and language",0.6926712989807129,8.0,118.0,126.0,"['cs.AI', 'cs.CL']"
Learning Invariances using the Marginal Likelihood,0,0,1,0,1,"statistics machine learning, optimization and control",0.7380857467651367,8.0,118.0,126.0,"['stat.ML', 'math.OC']"
Question Answering on Knowledge Bases and Text using Universal Schema and Memory Networks,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.712876558303833,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Online Clustering of Bandits with Misspecified User Models,1,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8551638126373291,16.0,119.0,135.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Training Language Models with Language Feedback,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",1.0582983493804932,12.0,114.0,126.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A probabilistic estimation and prediction technique for dynamic continuous social science models: The evolution of the attitude of the Basque Country population towards ETA as a case study,0,0,1,0,0,"statistics machine learning, computational machine learning",0.6508510112762451,8.0,139.0,147.0,"['stat.ML', 'cs.LG']"
Athena 2.0: Contextualized Dialogue Management for an Alexa Prize SocialBot,0,1,0,0,0,"artificial intelligence, computation and language",0.7716834545135498,8.0,125.0,133.0,"['cs.AI', 'cs.CL']"
Controller Synthesis for Safety of Physically-Viable Data-Driven Models,0,0,0,1,0,"optimization and control, computational machine learning",0.6889607906341553,8.0,122.0,130.0,"['math.OC', 'cs.LG']"
A Convex Similarity Index for Sparse Recovery of Missing Image Samples,0,0,1,0,1,"optimization and control, computational machine learning",0.6734082698822021,8.0,121.0,129.0,"['math.OC', 'cs.LG']"
SECTOR: A Neural Model for Coherent Topic Segmentation and Classification,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.6261513233184814,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Deep Sets for Generalization in RL,1,0,1,0,1,"artificial intelligence, computational machine learning",0.7693400382995605,7.0,115.0,122.0,"['cs.AI', 'cs.LG']"
Certified Robustness in Federated Learning,0,0,1,0,0,"artificial intelligence, statistics machine learning, optimization and control",1.0083653926849365,11.0,115.0,126.0,"['cs.AI', 'stat.ML', 'math.OC']"
Healthcare Cost Prediction: Leveraging Fine-grain Temporal Patterns,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7427468299865723,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
"A Survey in Automatic Irony Processing: Linguistic, Cognitive, and Multi-X Perspectives",0,1,0,0,0,"computation and language, artificial intelligence",0.6190574169158936,8.0,125.0,133.0,"['cs.AI', 'cs.CL']"
Streaming Attention-Based Models with Augmented Memory for End-to-End Speech Recognition,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.5573644638061523,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Adapting Auxiliary Losses Using Gradient Similarity,0,0,1,0,1,"artificial intelligence, computational machine learning, statistics machine learning",0.5058584213256836,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Can Language Models Teach Weaker Agents? Teacher Explanations Improve Students via Personalization,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",1.0164735317230225,16.0,125.0,141.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Player-optimal Stable Regret for Bandit Learning in Matching Markets,0,0,1,0,0,"statistics machine learning, optimization and control, computational machine learning",0.695875883102417,12.0,121.0,133.0,"['stat.ML', 'math.OC', 'cs.LG']"
Cliff-Learning,1,0,1,0,1,"artificial intelligence, computational machine learning",0.6906723976135254,7.0,111.0,118.0,"['cs.AI', 'cs.LG']"
A Song of Ice and Fire: Analyzing Textual Autotelic Agents in ScienceWorld,1,1,1,0,0,"computational machine learning, computation and language",0.7112994194030762,10.0,127.0,137.0,"['cs.CL', 'cs.LG']"
What Should I Know? Using Meta-gradient Descent for Predictive Feature Discovery in a Single Stream of Experience,1,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8366625308990479,16.0,129.0,145.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
T-Projection: High Quality Annotation Projection for Sequence Labeling Tasks,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.5799405574798584,16.0,121.0,137.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
SSLCL: An Efficient Model-Agnostic Supervised Contrastive Learning Framework for Emotion Recognition in Conversations,0,1,0,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.7333412170410156,11.0,128.0,139.0,"['cs.AI', 'stat.ML', 'cs.LG']"
A modeler's guide to handle complexity in energy systems optimization,0,0,0,1,0,optimization and control,0.5854849815368652,4.0,119.0,123.0,['math.OC']
Physical-Virtual Collaboration Modeling for Intra-and Inter-Station Metro Ridership Prediction,0,0,1,0,0,"computation and language, statistics machine learning, optimization and control",0.758664608001709,13.0,124.0,137.0,"['cs.CL', 'stat.ML', 'math.OC']"
TFE-GNN: A Temporal Fusion Encoder Using Graph Neural Networks for Fine-grained Encrypted Traffic Classification,1,0,1,0,0,"artificial intelligence, computational machine learning",0.4747765064239502,7.0,129.0,136.0,"['cs.AI', 'cs.LG']"
Verifiable RNN-Based Policies for POMDPs Under Temporal Logic Constraints,1,0,0,0,0,"artificial intelligence, computation and language, optimization and control",0.6901366710662842,12.0,123.0,135.0,"['cs.AI', 'cs.CL', 'math.OC']"
Out of Order: How Important Is The Sequential Order of Words in a Sentence in Natural Language Understanding Tasks?,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.9055263996124268,12.0,129.0,141.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Depth Uncertainty in Neural Networks,0,0,1,0,1,"artificial intelligence, computational machine learning",0.6148862838745117,7.0,114.0,121.0,"['cs.AI', 'cs.LG']"
SAFE: Scalable Automatic Feature Engineering Framework for Industrial Tasks,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.7747611999511719,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Cognitive Dynamic Systems: A Technical Review of Cognitive Radar,1,0,0,0,0,artificial intelligence,5.1238062381744385,3.0,118.0,121.0,['cs.AI']
Neural Text Generation with Artificial Negative Examples,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",1.0030879974365234,16.0,115.0,131.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Deep Understanding based Multi-Document Machine Reading Comprehension,1,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.6834371089935303,12.0,119.0,131.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Addressing Exposure Bias With Document Minimum Risk Training: Cambridge at the WMT20 Biomedical Translation Task,0,1,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning",1.0721869468688965,11.0,127.0,138.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Enabling Medical Translation for Low-Resource Languages,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.8716304302215576,12.0,117.0,129.0,"['cs.AI', 'cs.CL', 'stat.ML']"
The Minimax Complexity of Distributed Optimization,0,0,1,1,0,optimization and control,0.6968169212341309,4.0,115.0,119.0,['math.OC']
Heterogeneous domain adaptation: An unsupervised approach,0,0,1,0,1,"artificial intelligence, computation and language, computational machine learning",0.7512698173522949,12.0,119.0,131.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Accurate Kernel Learning for Linear Gaussian Markov Processes using a Scalable Likelihood Computation,0,0,1,0,1,"optimization and control, computational machine learning",0.621577262878418,8.0,125.0,133.0,"['math.OC', 'cs.LG']"
Human-like Summarization Evaluation with ChatGPT,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.7244851589202881,12.0,117.0,129.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Synapse at CAp 2017 NER challenge: Fasttext CRF,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.795745849609375,12.0,124.0,136.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Differential Privacy for Multi-armed Bandits: What Is It and What Is Its Cost?,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.7186586856842041,11.0,126.0,137.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Beyond Noise: Mitigating the Impact of Fine-grained Semantic Divergences on Neural Machine Translation,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.6597964763641357,12.0,128.0,140.0,"['cs.AI', 'cs.CL', 'cs.LG']"
The Effect of Natural Distribution Shift on Question Answering Models,0,1,1,0,1,"artificial intelligence, computation and language, statistics machine learning",0.6521553993225098,12.0,119.0,131.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Forecasting Unobserved Node States with spatio-temporal Graph Neural Networks,0,0,1,0,0,"artificial intelligence, computational machine learning",0.7358479499816895,7.0,123.0,130.0,"['cs.AI', 'cs.LG']"
One Representation per Word - Does it make Sense for Composition?,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.5983603000640869,12.0,120.0,132.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Recursive Binding for Similarity-Preserving Hypervector Representations of Sequences,1,0,0,0,0,"artificial intelligence, computational machine learning",1.0089869499206543,7.0,123.0,130.0,"['cs.AI', 'cs.LG']"
On Planning while Learning,1,0,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.8524360656738281,12.0,112.0,124.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Perspectives on characteristics based curse-of-dimensionality-free numerical approaches for solving Hamilton-Jacobi equations,0,0,0,1,0,optimization and control,0.5670418739318848,4.0,126.0,130.0,['math.OC']
A Discourse-based Approach in Text-based Machine Translation,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.730156660079956,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Convex Point Estimation using Undirected Bayesian Transfer Hierarchies,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning",0.9223322868347168,12.0,121.0,133.0,"['stat.ML', 'math.OC', 'cs.LG']"
Predicting and controlling the dynamics of infectious diseases,0,0,0,1,0,"artificial intelligence, statistics machine learning, optimization and control",0.6953372955322266,11.0,117.0,128.0,"['cs.AI', 'stat.ML', 'math.OC']"
Reflection-Tuning: Data Recycling Improves LLM Instruction-Tuning,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.6813592910766602,12.0,121.0,133.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Analysing Fuzzy Sets Through Combining Measures of Similarity and Distance,1,0,0,0,0,optimization and control,0.8349063396453857,4.0,122.0,126.0,['math.OC']
Flexible Complementarity Solvers for Large-Scale Applications,0,0,0,1,0,"optimization and control, computational machine learning",0.6112818717956543,8.0,118.0,126.0,"['math.OC', 'cs.LG']"
Varying-coefficient models with isotropic Gaussian process priors,0,0,1,0,1,"statistics machine learning, computational machine learning",0.7074644565582275,8.0,121.0,129.0,"['stat.ML', 'cs.LG']"
Tutorials on Advanced Optimization Methods,0,0,0,1,0,optimization and control,0.6479873657226562,4.0,113.0,117.0,['math.OC']
Non-parametric Probabilistic Time Series Forecasting via Innovations Representation,0,0,1,0,0,"statistics machine learning, computational machine learning",0.789923906326294,8.0,121.0,129.0,"['stat.ML', 'cs.LG']"
Equitable Continuous Organizations with Self-Assessed Valuations,0,0,0,1,0,"artificial intelligence, statistics machine learning, optimization and control",0.7740993499755859,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'math.OC']"
An Efficient Solution to s-Rectangular Robust Markov Decision Processes,0,0,1,1,0,optimization and control,0.6107673645019531,4.0,121.0,125.0,['math.OC']
"Story-thinking, computational-thinking, programming and software engineering",0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.7397072315216064,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'cs.LG']"
GraphNorm: A Principled Approach to Accelerating Graph Neural Network Training,0,0,1,1,1,"artificial intelligence, computational machine learning",0.5151834487915039,7.0,122.0,129.0,"['cs.AI', 'cs.LG']"
Robust Semi-Supervised Graph Classifier Learning with Negative Edge Weights,0,0,1,0,0,"- artificial intelligence
- computation and language
- statistics machine learning
- computational machine learning",0.5590095520019531,20.0,122.0,142.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Universal and Independent: Multilingual Probing Framework for Exhaustive Model Interpretation and Evaluation,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.5586414337158203,16.0,124.0,140.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Learning to Extract Coherent Summary via Deep Reinforcement Learning,0,1,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7281613349914551,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Analysis of Q-learning with Adaptation and Momentum Restart for Gradient Descent,0,0,1,1,0,"optimization and control, computational machine learning",0.6313884258270264,8.0,122.0,130.0,"['math.OC', 'cs.LG']"
Prior Knowledge Driven Label Embedding for Slot Filling in Natural Language Understanding,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8202369213104248,16.0,121.0,137.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Learning optimal Bayesian prior probabilities from data,0,0,1,0,1,"optimization and control, statistics machine learning",0.5248448848724365,8.0,115.0,123.0,"['stat.ML', 'math.OC']"
Cross Copy Network for Dialogue Generation,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.6599068641662598,12.0,114.0,126.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Measuring Mathematical Problem Solving With the MATH Dataset,1,1,1,0,0,statistics machine learning,0.8084468841552734,4.0,118.0,122.0,['stat.ML']
Decision-Making with Belief Functions: a Review,1,0,0,0,0,"artificial intelligence, statistics machine learning",0.6628901958465576,7.0,118.0,125.0,"['cs.AI', 'stat.ML']"
Linear-quadratic optimal control under non-Markovian switching,0,0,0,1,0,optimization and control,0.4843616485595703,4.0,120.0,124.0,['math.OC']
Continuously Learning Neural Dialogue Management,0,1,1,0,0,"artificial intelligence, computation and language, computational machine learning",0.7061598300933838,12.0,114.0,126.0,"['cs.AI', 'cs.CL', 'cs.LG']"
LongQLoRA: Efficient and Effective Method to Extend Context Length of Large Language Models,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.5736908912658691,16.0,125.0,141.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Adversarial Training for Aspect-Based Sentiment Analysis with BERT,0,1,1,0,1,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7770977020263672,16.0,121.0,137.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
How Well Do You Know Your Audience? Toward Socially-aware Question Generation,0,1,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.9665746688842773,12.0,123.0,135.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Quadratic nonseparable resource allocation problems with generalized bound constraints,0,0,0,1,0,optimization and control,0.6631784439086914,4.0,120.0,124.0,['math.OC']
Stochastic Variance-Reduced Prox-Linear Algorithms for Nonconvex Composite Optimization,0,0,0,1,0,optimization and control,0.717449426651001,4.0,125.0,129.0,['math.OC']
Is Fine-tuning Needed? Pre-trained Language Models Are Near Perfect for Out-of-Domain Detection,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.5096094608306885,12.0,127.0,139.0,"['cs.AI', 'cs.CL', 'stat.ML']"
