text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,response_time,vram_usage,ram_usage,total_time,cs.AI pred,cs.CL pred,stat.ML pred,math.OC pred,cs.LG pred
Distance Weighted Supervised Learning for Offline Interaction Data,0,0,1,0,0,2.329854726791382,5535,116.65234375,0.2803117,1,0,0,0,0
Estimation of the Mean Function of Functional Data via Deep Neural Networks,0,0,1,0,1,2.3510658740997314,5535,116.65234375,0.2999702,0,0,0,0,0
Combining Contrastive and Non-Contrastive Losses for Fine-Tuning Pretrained Models in Speech Analysis,1,1,0,0,0,2.3320910930633545,5535,116.65234375,0.2845542,1,0,0,0,0
UniMSE: Towards Unified Multimodal Sentiment Analysis and Emotion Recognition,0,1,0,0,0,2.4274892807006836,5535,116.65234375,0.3983504,1,0,0,0,0
RF-LighGBM: A probabilistic ensemble way to predict customer repurchase behaviour in community e-commerce,1,0,1,0,0,2.3298823833465576,5535,116.65234375,0.2927884,1,0,0,0,0
Why Unsupervised Deep Networks Generalize,1,0,1,0,1,2.3386924266815186,5535,116.65234375,0.298677,1,0,0,0,0
A new scaling MCDA procedure putting together pairwise comparison tables and the deck of cards method,0,0,0,1,0,2.359722137451172,5535,116.65234375,0.310829,0,0,0,1,0
Projection-Free Non-Smooth Convex Programming,0,0,0,1,0,2.3894312381744385,5537,116.65234375,0.34094,0,0,0,1,0
Probable convexity and its application to Correlated Topic Models,0,0,1,0,1,2.344338893890381,5537,116.65234375,0.3040801,1,0,1,0,0
Neural Networks for Relational Data,1,0,1,0,0,2.4034676551818848,5535,116.65234375,0.355113,1,0,0,0,0
COM2SENSE: A Commonsense Reasoning Benchmark with Complementary Sentences,1,1,0,0,0,2.3743700981140137,5535,116.65234375,0.3273329,1,0,0,0,1
Consistency of l1 recovery from noisy deterministic measurements,0,0,0,1,0,2.2840752601623535,5535,116.65234375,0.2301923,0,0,1,0,0
"Consideration on Example 2 of ""An Algorithm of General Fuzzy InferenceWith The Reductive Property""",1,0,0,0,0,2.347571611404419,5535,116.65234375,0.3032365,0,0,0,0,0
Jointly Modeling Aspect and Polarity for Aspect-based Sentiment Analysis in Persian Reviews,1,1,0,0,0,2.3492162227630615,5535,116.65234375,0.3016116,1,0,0,0,0
Weight Sharing is Crucial to Succesful Optimization,0,0,1,0,0,2.325911045074463,5535,116.65234375,0.2755859,0,0,0,1,0
Variational (Gradient) Estimate of the Score Function in Energy-based Latent Variable Models,0,0,1,0,1,2.4694838523864746,5535,116.65234375,0.4109588,1,0,0,0,0
AILAB-Udine@SMM4H 22: Limits of Transformers and BERT Ensembles,0,1,1,0,0,2.3259565830230713,5535,116.65234375,0.2933886,1,0,0,0,0
Quality of syntactic implication of RL-based sentence summarization,0,1,0,0,0,2.3166282176971436,5539,116.65234375,0.2786084,1,0,0,0,0
Learning to Taste: A Multimodal Wine Dataset,0,0,1,0,0,2.3408234119415283,5539,116.65234375,0.2931905,1,0,0,0,0
BRUMS at SemEval-2020 Task 3: Contextualised Embeddings for Predicting the (Graded) Effect of Context in Word Similarity,1,1,0,0,0,2.4354753494262695,5536,116.65234375,0.3884062,1,0,0,0,0
SAIDS: A Novel Approach for Sentiment Analysis Informed of Dialect and Sarcasm,1,1,0,0,0,2.3271331787109375,5536,116.65625,0.284315,1,0,0,0,0
A Cross-Conformal Predictor for Multi-label Classification,0,0,1,0,0,2.384843111038208,5539,116.65625,0.3371645,1,0,0,0,0
Combining the Causal Judgments of Experts with Possibly Different Focus Areas,1,0,0,0,0,2.3457508087158203,5539,116.65625,0.298419,1,0,0,0,0
Numerical Methods for Large-Scale Optimal Transport,0,0,0,1,0,2.3503756523132324,5535,116.65625,0.2960468,0,0,0,1,1
A higher order model for image restoration: the one dimensional case,0,0,0,1,0,2.347733974456787,5535,116.65625,0.3083956,1,0,0,0,0
Measuring Data,1,0,1,0,0,2.2786481380462646,5536,116.65625,0.2559619,0,0,1,0,0
An adaptive discretization method solving semi-infinite optimization problems with quadratic rate of convergence,0,0,0,1,0,2.349759101867676,5535,116.65625,0.3251683,0,0,0,1,1
A Sui Generis QA Approach using RoBERTa for Adverse Drug Event Identification,1,1,0,0,0,2.34645676612854,5536,116.65625,0.3072873,1,0,0,0,0
Can ChatGPT be used to generate scientific hypotheses?,0,1,0,0,0,2.3284194469451904,5536,116.65625,0.2888244,1,0,0,0,1
DGA-Net Dynamic Gaussian Attention Network for Sentence Semantic Matching,1,1,0,0,0,2.472083806991577,5536,116.65625,0.4228397,1,0,0,0,0
Multilingual BERT Post-Pretraining Alignment,0,1,0,0,0,2.342913866043091,5535,116.6796875,0.3019385,1,0,0,0,0
Understanding and Detecting Supporting Arguments of Diverse Types,0,1,0,0,0,2.339085817337036,5535,116.6796875,0.295098,1,1,0,0,0
Federated Myopic Community Detection with One-shot Communication,0,0,1,0,1,2.333606243133545,5535,116.6796875,0.286844,1,0,0,0,0
Do Language Models Know the Way to Rome?,0,1,0,0,0,2.4093306064605713,5536,116.6796875,0.3544719,1,1,0,0,0
The emergence of Explainability of Intelligent Systems: Delivering Explainable and Personalised Recommendations for Energy Efficiency,1,0,0,0,0,2.3386993408203125,5538,116.6796875,0.3078387,1,0,0,0,0
A framework for lexical representation,0,1,0,0,0,2.3460233211517334,5538,116.6796875,0.3005392,1,1,0,0,0
CS-UM6P at SemEval-2022 Task 6: Transformer-based Models for Intended Sarcasm Detection in English and Arabic,0,1,0,0,0,2.434084177017212,5541,116.6796875,0.3780809,1,0,0,0,0
A space-time pseudospectral discretization method for solving diffusion optimal control problems with two-sided fractional derivatives,0,0,0,1,0,2.400602102279663,5541,116.6796875,0.3441858,0,0,0,1,1
Fight Fire with Fire: Fine-tuning Hate Detectors using Large Samples of Generated Hate Speech,1,1,0,0,0,2.3510043621063232,5537,116.6796875,0.3100342,1,0,0,0,0
A Better Way to Do Masked Language Model Scoring,0,1,0,0,0,2.378143787384033,5537,116.6796875,0.3283179,1,0,0,0,0
Multi-Grid Schemes for Multi-Scale Coordination of Energy Systems,0,0,0,1,0,2.57175612449646,5537,116.6796875,0.5119299,1,1,0,0,0
Cross-Lingual Ability of Multilingual Masked Language Models: A Study of Language Structure,0,1,0,0,0,2.4032793045043945,5538,116.6796875,0.3558477,1,1,0,0,0
Exploiting the Relationship Between Kendall's Rank Correlation and Cosine Similarity for Attribution Protection,1,0,1,0,0,2.335963249206543,5541,116.6796875,0.2970291,1,0,0,0,0
Deep Probabilistic Ensembles: Approximate Variational Inference through KL Regularization,0,0,1,0,1,2.3416521549224854,5540,116.6796875,0.2980236,1,0,0,0,0
EDD: Efficient Differentiable DNN Architecture and Implementation Co-search for Embedded AI Solutions,0,0,1,0,0,2.365455389022827,5516,116.6796875,0.321561,1,0,0,0,0
Learning to Approximate a Bregman Divergence,0,0,1,0,1,2.5148227214813232,5516,116.6796875,0.4738068,1,0,0,0,0
Persona Authentication through Generative Dialogue,0,1,1,0,0,2.336259126663208,5516,116.6796875,0.2914941,1,0,0,0,0
Skeptical Deep Learning with Distribution Correction,0,0,1,0,1,2.3343582153320312,5520,116.6796875,0.2870248,1,0,0,0,0
Causal policy ranking,1,0,1,0,0,2.2962193489074707,5520,116.6796875,0.2528654,0,0,0,0,0
KGTrust: Evaluating Trustworthiness of SIoT via Knowledge Enhanced Graph Neural Networks,1,0,0,0,0,2.446930170059204,5516,116.6796875,0.4017623,1,0,0,0,0
How does this interaction affect me? Interpretable attribution for feature interactions,0,0,1,0,1,2.321265935897827,5516,116.6796875,0.2782263,0,0,0,0,0
Improving Chess Commentaries by Combining Language Models with Symbolic Reasoning Engines,0,1,0,0,0,2.4362142086029053,5517,116.6796875,0.3937735,1,0,0,0,1
A posteriori probabilistic feasibility guarantees for Nash equilibria in uncertain multi-agent games,0,0,0,1,0,2.3518102169036865,5517,116.6796875,0.3028022,1,0,0,0,0
Geometry of the Loss Landscape in Overparameterized Neural Networks: Symmetries and Invariances,0,0,1,0,0,2.362400770187378,5516,116.6953125,0.3053794,1,0,0,0,0
AIDE: An algorithm for measuring the accuracy of probabilistic inference algorithms,1,0,1,0,1,2.4187657833099365,5516,116.6953125,0.3681485,1,0,0,0,0
On the Trustworthiness of Tree Ensemble Explainability Methods,0,0,1,0,0,2.3392159938812256,5519,116.6953125,0.2885251,1,0,0,0,0
"A Comprehensive Survey on Affective Computing; Challenges, Trends, Applications, and Future Directions",1,0,0,0,0,2.3752081394195557,5519,116.6953125,0.3304595,1,0,0,0,1
Cost-aware learning of relevant contextual variables within Bayesian optimization,0,0,1,0,1,2.3808248043060303,5516,116.6953125,0.3314298,1,0,0,1,0
Imagined versus Remembered Stories: Quantifying Differences in Narrative Flow,1,1,0,0,0,2.3618006706237793,5516,116.6953125,0.3251162,1,0,0,0,1
Analogue of Pontryagin's maximum principle for multiple integrals minimization problems,0,0,0,1,0,2.177577495574951,5537,116.6953125,0.1349716,0,0,0,1,0
An introduction to the Europe Media Monitor family of applications,0,1,0,0,0,2.391960382461548,5515,116.6953125,0.3475497,0,0,0,0,0
A Review of Location Encoding for GeoAI: Methods and Applications,0,0,1,0,0,2.214620351791382,5507,116.6953125,0.1791023,1,0,0,0,1
Learning and Optimization with Submodular Functions,0,0,1,0,0,2.478452682495117,5513,116.6953125,0.4357675,0,0,0,0,0
Towards Faithful Neural Network Intrinsic Interpretation with Shapley Additive Self-Attribution,0,0,1,0,0,2.4225378036499023,5528,116.6953125,0.3891559,1,0,0,0,0
DKP-AOM: results for OAEI 2015,1,0,0,0,0,2.2652010917663574,5537,116.6953125,0.2184237,1,0,0,0,0
Learning-to-Rank with Partitioned Preference: Fast Estimation for the Plackett-Luce Model,0,0,1,0,1,2.3850255012512207,5553,116.6953125,0.3451277,1,0,0,0,0
Denoising Diffusion Probabilistic Models,0,0,1,0,1,2.2906572818756104,5551,116.6953125,0.2430091,1,0,0,0,0
Fast Approximate Geodesics for Deep Generative Models,0,0,1,0,1,2.398683786392212,5546,116.6953125,0.350916,1,0,0,0,0
Intervention Efficient Algorithm for Two-Stage Causal MDPs,1,0,1,0,0,2.4329886436462402,5537,116.6953125,0.3776311,1,0,0,0,0
Stochastic differential switching game in infinite horizon,0,0,0,1,0,2.354614734649658,5537,116.6953125,0.3045208,1,0,0,0,0
Nonsmooth Analysis and Optimization,0,0,0,1,0,2.3255646228790283,5537,116.6953125,0.2787084,0,0,0,0,0
An improvement to a result about graph isomorphism networks using the prime factorization theorem,0,0,1,0,0,2.4288411140441895,5537,116.6953125,0.3776031,1,0,0,0,0
Sparsity Turns Adversarial: Energy and Latency Attacks on Deep Neural Networks,0,0,1,0,1,2.362738847732544,5537,116.6953125,0.3144235,1,0,0,0,0
Exploring and Interacting with the Set of Good Sparse Generalized Additive Models,1,0,1,0,1,2.537057876586914,5537,116.6953125,0.4850566,0,0,1,0,1
Recognizing Implicit Discourse Relations via Repeated Reading: Neural Networks with Multi-Level Attention,1,1,0,0,0,2.345973491668701,5538,116.6953125,0.2996803,1,0,0,0,0
On the Difference of BERT-style and CLIP-style Text Encoders,0,1,0,0,0,2.3657901287078857,5537,116.6953125,0.3221448,1,0,0,0,0
A Wolf in Sheep's Clothing: Generalized Nested Jailbreak Prompts can Fool Large Language Models Easily,0,1,0,0,0,2.343832015991211,5535,116.6953125,0.2992501,1,0,0,0,0
DomiKnowS: A Library for Integration of Symbolic Domain Knowledge in Deep Learning,1,1,1,0,0,2.3645031452178955,5535,116.6953125,0.3182823,1,0,0,0,0
DISTO: Evaluating Textual Distractors for Multi-Choice Questions using Negative Sampling based Approach,1,1,0,0,0,2.4993841648101807,5536,116.6953125,0.4548728,1,0,0,0,0
Control with adaptive Q-learning,0,0,1,0,0,2.3822743892669678,5535,116.6953125,0.3226592,0,0,0,1,0
Minimal Variance Sampling with Provable Guarantees for Fast Training of Graph Neural Networks,0,0,1,0,1,2.3363187313079834,5535,116.6953125,0.2968449,1,0,0,0,0
Deep Voice 2: Multi-Speaker Neural Text-to-Speech,0,1,0,0,0,2.4128682613372803,5535,116.6953125,0.358483,1,0,0,0,0
What Do Graph Convolutional Neural Networks Learn?,1,0,1,0,1,2.3452200889587402,5535,116.6953125,0.3006577,1,0,0,0,0
D4: a Chinese Dialogue Dataset for Depression-Diagnosis-Oriented Chat,0,1,0,0,0,2.4971001148223877,5535,116.6953125,0.4555435,1,0,0,0,0
Exploring Spatial-Temporal Variations of Public Discourse on Social Media: A Case Study on the First Wave of the Coronavirus Pandemic in Italy,0,1,0,0,0,2.3810789585113525,5536,116.6953125,0.3308377,1,0,1,0,0
Soil Organic Carbon Estimation from Climate-related Features with Graph Neural Network,1,0,1,0,0,2.3404712677001953,5537,116.6953125,0.2964304,1,0,0,0,0
Expected Scalarised Returns Dominance: A New Solution Concept for Multi-Objective Decision Making,1,0,1,0,0,2.2632713317871094,5536,116.6953125,0.2068917,0,0,0,0,0
Coordinate Descent Algorithms,0,0,0,1,0,2.422694444656372,5537,116.6953125,0.3716039,1,0,0,1,1
Adaptive Data Analysis with Correlated Observations,0,0,1,0,0,2.440748453140259,5537,116.6953125,0.3861749,0,0,1,0,1
Semi-Supervised Cascaded Clustering for Classification of Noisy Label Data,1,0,1,0,0,2.345227003097534,5537,116.6953125,0.2956023,1,0,0,0,0
Learning from Partially Annotated Data: Example-aware Creation of Gap-filling Exercises for Language Learning,0,1,0,0,0,2.4919018745422363,5537,116.6953125,0.4403015,1,0,0,0,0
Soft Gazetteers for Low-Resource Named Entity Recognition,0,1,0,0,0,2.3167717456817627,5536,116.6953125,0.2831444,1,0,0,0,0
Classification with Rejection Based on Cost-sensitive Classification,0,0,1,0,1,2.2027223110198975,5547,116.6953125,0.1499843,1,0,0,0,0
A Reason Maintenace System Dealing with Vague Data,1,0,0,0,0,2.359069347381592,5571,116.6953125,0.3133608,0,0,0,0,0
Audience-specific Explanations for Machine Translation,1,1,0,0,0,2.558608293533325,5570,116.6953125,0.5159314,1,0,0,0,0
Unsupervised Feature Based Algorithms for Time Series Extrinsic Regression,0,0,1,0,1,2.414228677749634,5546,116.6953125,0.3785975,1,0,0,0,0
A textual transform of multivariate time-series for prognostics,0,0,1,0,1,2.453636884689331,5544,116.6953125,0.407059,0,0,1,0,1
Introducing the Attribution Stability Indicator: a Measure for Time Series XAI Attributions,1,0,1,0,0,2.386740207672119,5543,116.703125,0.3391717,1,0,0,0,0
Measuring and Reducing Model Update Regression in Structured Prediction for NLP,1,1,1,0,0,2.4428908824920654,5543,116.703125,0.4083572,1,0,0,0,0
Boosting Graph Structure Learning with Dummy Nodes,0,0,1,0,0,2.4048306941986084,5543,116.703125,0.3723902,1,0,0,0,0
RaLLe: A Framework for Developing and Evaluating Retrieval-Augmented Large Language Models,1,1,0,0,0,2.4634602069854736,5544,116.703125,0.4177093,1,0,0,0,0
Resource-Aware Pareto-Optimal Automated Machine Learning Platform,1,0,1,0,0,2.4927589893341064,5543,116.703125,0.4426725,1,0,0,0,1
Modelling and Explaining Legal Case-based Reasoners through Classifiers,1,0,0,0,0,2.4503865242004395,5544,116.703125,0.3972515,1,0,0,0,0
A Kernel Theory of Modern Data Augmentation,0,0,1,0,1,2.437239170074463,5543,116.703125,0.3935336,1,0,0,0,0
A Fully Problem-Dependent Regret Lower Bound for Finite-Horizon MDPs,0,0,1,0,0,2.533907890319824,5541,116.703125,0.4871616,1,0,0,0,0
Learning to Detect Opinion Snippet for Aspect-Based Sentiment Analysis,0,1,0,0,0,2.4219303131103516,5541,116.703125,0.3729605,1,0,0,0,0
"Version 2.0 -- cashocs: A Computational, Adjoint-Based Shape Optimization and Optimal Control Software",0,0,0,1,0,2.529426336288452,5541,116.703125,0.4858255,0,0,0,1,1
No Offense Taken: Eliciting Offensiveness from Language Models,1,1,0,0,0,2.312591791152954,5542,116.703125,0.2677951,1,0,0,0,0
GNN-LM: Language Modeling based on Global Contexts via GNN,0,1,0,0,0,2.5023226737976074,5542,116.703125,0.4654597,1,0,0,0,0
Incorporating Probing Signals into Multimodal Machine Translation via Visual Question-Answering Pairs,1,1,0,0,0,2.4990038871765137,5542,116.703125,0.4591105,1,0,0,0,1
Encoder-Decoder Model for Suffix Prediction in Predictive Monitoring,1,0,1,0,0,2.448434352874756,5542,116.703125,0.3961345,1,0,0,0,0
A Formal Description of Sorani Kurdish Morphology,0,1,0,0,0,2.4884305000305176,5541,116.703125,0.4385373,0,0,0,0,1
Multivariate Boosted Trees and Applications to Forecasting and Control,0,0,1,0,1,2.5171597003936768,5541,116.703125,0.4733009,1,0,0,1,0
Introspective Action Advising for Interpretable Transfer Learning,0,0,1,0,0,2.348419189453125,5548,116.703125,0.3046967,1,0,0,0,0
Pruning Algorithms to Accelerate Convolutional Neural Networks for Edge Applications: A Survey,0,0,1,0,1,2.612311601638794,5548,116.703125,0.5614268,1,0,0,0,1
"Advancing the lower bounds: An accelerated, stochastic, second-order method with optimal adaptation to inexactness",0,0,0,1,0,2.3684136867523193,5546,115.21484375,0.3261541,1,0,0,0,0
Kernel Mean Shrinkage Estimators,0,0,1,0,1,2.4069206714630127,5546,115.21484375,0.350823,0,0,0,0,0
DP-NMT: Scalable Differentially-Private Machine Translation,0,1,0,0,0,2.4612131118774414,5546,115.21484375,0.4261773,1,1,0,0,0
RotateQVS: Representing Temporal Information as Rotations in Quaternion Vector Space for Temporal Knowledge Graph Completion,1,0,0,0,0,2.3665390014648438,5546,115.21875,0.3215381,1,0,0,0,0
AMLNet: Adversarial Mutual Learning Neural Network for Non-AutoRegressive Multi-Horizon Time Series Forecasting,0,0,1,0,0,2.4724361896514893,5546,115.421875,0.4364766,1,0,0,0,0
A New cross-domain strategy based XAI models for fake news detection,1,1,0,0,0,2.4665913581848145,5545,115.421875,0.4232022,1,0,0,0,0
Situation and Behavior Understanding by Trope Detection on Films,1,1,0,0,0,2.4567508697509766,5545,115.421875,0.4135238,1,0,0,0,1
Joint Event Extraction via Structural Semantic Matching,0,1,0,0,0,2.4975109100341797,5545,115.421875,0.4514949,1,0,0,0,0
Unsupervised Domain Adaptation of a Pretrained Cross-Lingual Language Model,0,1,0,0,0,2.524127721786499,5545,115.421875,0.481124,1,1,0,0,0
Reproducibility Report: Contextualizing Hate Speech Classifiers with Post-hoc Explanation,1,1,0,0,0,2.4269447326660156,5546,115.42578125,0.3871587,1,0,0,0,0
Enhance word representation for out-of-vocabulary on Ubuntu dialogue corpus,0,1,0,0,0,2.5049819946289062,5546,115.42578125,0.4600523,1,0,0,0,0
On the strong concavity of the dual function of an optimization problem,0,0,0,1,0,2.487015724182129,5546,115.42578125,0.4346837,0,0,0,1,1
Controlling Wasserstein Distances by Kernel Norms with Application to Compressive Statistical Learning,0,0,1,0,1,2.6091809272766113,5546,115.42578125,0.5753548,1,0,1,0,1
Fast Task Inference with Variational Intrinsic Successor Features,1,0,1,0,1,2.3666605949401855,5546,115.42578125,0.319886,1,0,0,0,0
Intervening With Confidence: Conformal Prescriptive Monitoring of Business Processes,1,0,1,0,0,2.439173936843872,5546,115.4296875,0.3890102,0,0,0,1,0
Learning Causally Invariant Representations for Out-of-Distribution Generalization on Graphs,0,0,1,0,0,2.342855930328369,5545,115.4296875,0.3132457,1,0,0,0,0
Constraint-based sequence mining using constraint programming,1,0,0,0,0,2.593456268310547,5545,115.4296875,0.5466924,0,0,0,1,1
Successfully Applying Lottery Ticket Hypothesis to Diffusion Model,0,0,1,0,0,2.3643553256988525,5545,115.4296875,0.3432033,1,0,0,0,0
UDS--DFKI Submission to the WMT2019 Similar Language Translation Shared Task,0,1,0,0,0,2.4967329502105713,5545,115.4296875,0.4426862,1,0,0,0,0
Modular Federated Learning,0,0,1,0,0,2.539600372314453,5545,115.43359375,0.5092808,1,0,0,0,1
Time-Optimal Control Problem With State Constraints In A Time-Periodic Flow Field,0,0,0,1,0,2.4372851848602295,5545,115.43359375,0.3943581,0,1,0,1,0
Interpretable Local Tree Surrogate Policies,1,0,1,0,0,2.447824001312256,5545,115.43359375,0.416111,1,0,0,0,0
Learning Neural Network Classifiers with Low Model Complexity,0,0,1,0,0,2.4736127853393555,5545,115.43359375,0.4253549,1,0,0,0,0
Learning the structure of Bayesian Networks via the bootstrap,0,0,1,0,1,2.4155967235565186,5545,115.43359375,0.3868236,1,0,0,0,0
Complex-Valued Kernel Methods for Regression,0,0,1,0,1,2.365370273590088,5545,115.43359375,0.3417289,1,0,0,0,0
Repurposing Knowledge Graph Embeddings for Triple Representation via Weak Supervision,1,1,0,0,0,2.4336204528808594,5545,115.43359375,0.3872971,1,0,0,0,0
A Glitch in the Matrix? Locating and Detecting Language Model Grounding with Fakepedia,0,1,0,0,0,2.53609561920166,5545,115.4375,0.4788691,1,1,0,0,0
Learn Layer-wise Connections in Graph Neural Networks,1,0,1,0,0,2.3945841789245605,5545,115.4375,0.3477812,0,0,0,0,1
Disentangling Identifiable Features from Noisy Data with Structured Nonlinear ICA,0,0,1,0,1,2.339102268218994,5545,115.44140625,0.293029,0,0,0,0,0
Riemannian Smoothing Gradient Type Algorithms]{Riemannian Smoothing Gradient Type Algorithms for Nonsmooth Optimization Problem on Compact Riemannian Submanifold Embedded in Euclidean Space,0,0,0,1,0,2.554431676864624,5545,115.44921875,0.4997637,0,0,0,1,1
Detecting Memorization in ReLU Networks,0,0,1,0,1,2.4159157276153564,5545,115.44921875,0.3703885,1,0,0,0,0
When Meta-Learning Meets Online and Continual Learning: A Survey,0,0,1,0,1,2.510075807571411,5545,115.44921875,0.456815,1,0,0,0,0
Biomarker Gene Identification for Breast Cancer Classification,0,0,1,0,0,2.6675033569335938,5545,115.44921875,0.6154248,0,0,1,0,0
Quick Learning Mechanism with Cross-Domain Adaptation for Intelligent Fault Diagnosis,0,0,1,0,1,2.4460463523864746,5545,115.44921875,0.3894331,1,0,0,0,0
Quoref: A Reading Comprehension Dataset with Questions Requiring Coreferential Reasoning,0,1,0,0,0,2.408491373062134,5545,115.44921875,0.35523,1,1,0,0,0
Graph Capsule Aggregation for Unaligned Multimodal Sequences,0,1,0,0,0,2.4495062828063965,5545,115.453125,0.3937822,1,0,0,0,0
Compressed and distributed least-squares regression: convergence rates with applications to Federated Learning,0,0,1,1,1,2.5247228145599365,5545,115.45703125,0.4856207,1,0,0,0,1
"""Prompt-Gamma Neutron Activation Analysis (PGNAA)"" Metal Spectral Classification using Deep Learning Method",0,0,1,0,0,2.374192237854004,5545,115.45703125,0.3329118,0,0,1,0,0
Mining Explainable Predictive Features for Water Quality Management,1,0,0,0,0,2.423560857772827,5545,115.45703125,0.3820313,0,0,1,0,1
A Unified Computational and Statistical Framework for Nonconvex Low-Rank Matrix Estimation,0,0,0,0,1,2.364028215408325,5545,115.45703125,0.3073323,0,0,1,0,0
Analysis of function approximation and stability of general DNNs in directed acyclic graphs using un-rectifying analysis,0,0,1,0,0,2.378018379211426,5545,115.4609375,0.3585962,1,0,0,0,0
Analysing Coreference in Transformer Outputs,0,1,0,0,0,2.484556198120117,5545,115.4609375,0.4477553,1,0,0,0,1
Representation Learning for Dynamic Graphs: A Survey,0,0,1,0,1,2.4371254444122314,5545,115.4609375,0.4116776,1,0,0,0,1
Safe squeezing for antisparse coding,0,0,1,0,1,2.5084526538848877,5545,115.4609375,0.4532983,1,0,0,0,0
Worst-case examples for Lasserre's measure--based hierarchy for polynomial optimization on the hypercube,0,0,0,1,0,2.6143813133239746,5545,115.4609375,0.5619621,1,0,0,1,1
RELF: Robust Regression Extended with Ensemble Loss Function,0,0,1,0,1,2.365642547607422,5545,115.4609375,0.3296743,1,0,0,0,0
Uniqueness properties of functionals with Lipschitzian derivative,0,0,0,1,0,2.4380125999450684,5545,115.4609375,0.3840441,0,0,1,0,0
A Deep Generative Framework for Paraphrase Generation,0,1,0,0,0,2.511068344116211,5545,115.46484375,0.4791467,1,0,0,0,0
Unsupervised physics-informed disentanglement of multimodal data for high-throughput scientific discovery,0,0,1,0,1,2.432608127593994,5545,115.46484375,0.3886586,1,0,0,0,0
The Monte Carlo Transformer: a stochastic self-attention model for sequence prediction,1,0,1,0,1,2.3960158824920654,5545,115.46484375,0.3522725,1,0,0,0,0
Towards an Online Empathetic Chatbot with Emotion Causes,1,1,0,0,0,2.4925971031188965,5545,115.46484375,0.4421039,1,0,0,0,1
Using Machine Learning Techniques to Identify Key Risk Factors for Diabetes and Undiagnosed Diabetes,0,0,1,0,0,2.4338366985321045,5545,115.46484375,0.3849898,1,0,0,0,0
Expedition: A System for the Unsupervised Learning of a Hierarchy of Concepts,0,1,1,0,0,2.505197525024414,5546,115.46875,0.4652572,1,0,0,0,0
Is Model Ensemble Necessary? Model-based RL via a Single Model with Lipschitz Regularized Value Function,0,0,1,0,0,2.4349570274353027,5546,115.46875,0.3914311,1,0,0,0,0
"Nonconvex, Fully Distributed Optimization based CAV Platooning Control under Nonlinear Vehicle Dynamics",0,0,0,1,0,2.5812928676605225,5546,115.46875,0.5305194,0,0,0,1,1
From Universal Language Model to Downstream Task: Improving RoBERTa-Based Vietnamese Hate Speech Detection,0,1,1,0,0,2.435797929763794,5538,115.46875,0.396886,1,0,0,0,0
Generating meta-learning tasks to evolve parametric loss for classification learning,1,0,1,0,0,2.473583698272705,5538,115.46875,0.4228609,1,0,0,0,0
Improved Binary Forward Exploration: Learning Rate Scheduling Method for Stochastic Optimization,0,0,1,1,0,2.3825247287750244,5538,115.46875,0.3428756,0,0,1,0,0
On a Generalized Framework for Time-Aware Knowledge Graphs,1,0,0,0,0,2.371206283569336,5538,115.46875,0.3277696,0,0,0,0,1
Let's Play Again: Variability of Deep Reinforcement Learning Agents in Atari Environments,1,0,1,0,1,2.5110085010528564,5538,115.46875,0.4757396,1,0,0,0,0
Teleo-Reactive Programs for Agent Control,1,0,0,0,0,2.5214498043060303,5538,115.46875,0.4703215,1,0,0,0,1
On the Optimal Control of Impulsive Hybrid Systems On Riemannian Manifolds,0,0,0,1,0,2.4774250984191895,5538,115.46875,0.4381023,0,0,0,1,1
Supervised Contrastive Learning for Multimodal Unreliable News Detection in COVID-19 Pandemic,0,1,0,0,0,2.468986988067627,5538,115.46875,0.4285147,1,0,0,0,0
AUC Optimization from Multiple Unlabeled Datasets,0,0,1,0,0,2.5321545600891113,5538,115.46875,0.490002,0,0,0,1,1
"Sex, drugs, and violence",0,1,0,0,0,2.3258235454559326,5538,115.46875,0.2852046,0,0,0,0,0
"I'm sorry Dave, I'm afraid I can't do that, Deep Q-learning from forbidden action",0,0,1,0,1,2.4231040477752686,5538,115.46875,0.3807618,1,0,0,0,0
ProKD: An Unsupervised Prototypical Knowledge Distillation Network for Zero-Resource Cross-Lingual Named Entity Recognition,1,1,0,0,0,2.4712376594543457,5538,115.46875,0.4272333,1,0,0,0,0
NLI Data Sanity Check: Assessing the Effect of Data Corruption on Model Performance,0,1,0,0,0,2.4137332439422607,5538,115.46875,0.3872861,1,0,0,0,0
One-Step Distributional Reinforcement Learning,0,0,1,0,1,2.3809657096862793,5538,115.46875,0.345439,1,0,0,0,0
Memory-efficient training with streaming dimensionality reduction,0,0,1,0,1,2.4484524726867676,5538,115.47265625,0.4067884,0,0,0,0,1
Semi-infinite optimization with sums of exponentials via polynomial approximation,0,0,0,1,0,2.5410099029541016,5538,115.47265625,0.494524,0,0,0,1,1
MST-GAT: A Multimodal Spatial-Temporal Graph Attention Network for Time Series Anomaly Detection,1,0,1,0,0,2.43021821975708,5538,115.47265625,0.3854066,1,0,0,0,0
Adam revisited: a weighted past gradients perspective,0,0,1,1,0,2.4975571632385254,5538,115.47265625,0.4619981,1,0,0,0,0
Modularity Component Analysis versus Principal Component Analysis,0,0,0,0,1,2.5141234397888184,5538,115.47265625,0.487086,0,1,0,0,0
High-order maximum principles for the stability analysis of positive bilinear control systems,0,0,0,1,0,2.3893089294433594,5538,115.47265625,0.3483782,0,0,0,1,0
