text,true_label,predicted_label,peak_memory_usage,max_vram_usage,inference_time,num_input_tokens,num_output_tokens
many insightful moments .,positive,positive,1475.7265625,2362.79833984375,1.1195010000374168,132,1
the charms of the lead performances allow us to forget most of the film's problems .,positive,positive,1475.7265625,2364.93798828125,1.1391698999796063,145,1
"a vivid , sometimes surreal , glimpse into the mysteries of human behavior .",positive,positive,1475.73046875,2364.44384765625,1.1247483999468386,142,1
a tour de force of modern cinema .,positive,positive,1475.73046875,2363.45654296875,1.1313878000946715,136,1
"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",positive,positive,1475.73046875,2366.58349609375,1.1209023999981582,155,1
the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,positive,positive,1475.73046875,2366.08935546875,1.1169190000509843,152,1
"without resorting to camp or parody , haynes ( like sirk , but differently ) has transformed the rhetoric of hollywood melodrama into something provocative , rich , and strange .",positive,positive,1475.734375,2368.06396484375,1.161579499952495,164,1
the performances are an absolute joy .,positive,positive,1475.734375,2363.29248046875,1.1348287999862805,135,1
a quasi-documentary by french filmmaker karim dridi that celebrates the hardy spirit of cuban music .,positive,positive,1475.734375,2365.76025390625,1.0901705001015216,150,1
"grant carries the day with impeccable comic timing , raffish charm and piercing intellect .",positive,positive,1475.734375,2364.93798828125,1.123273800010793,145,1
a sensitive and astute first feature by anne-sophie birot .,positive,positive,1475.734375,2364.60888671875,1.1184031000593677,143,1
"both exuberantly romantic and serenely melancholy , what time is it there ? may prove to be [tsai's] masterpiece .",positive,positive,1475.734375,2366.91259765625,1.0973851999733597,157,1
mazel tov to a film about a family's joyous life acting on the yiddish stage .,positive,positive,1475.734375,2365.76025390625,1.1105043001007289,150,1
"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow .",positive,positive,1475.73828125,2366.91259765625,1.1284422000171617,157,1
"it's nice to see piscopo again after all these years , and chaykin and headly are priceless .",positive,positive,1475.7421875,2365.92529296875,1.14790959993843,151,1
"provides a porthole into that noble , trembling incoherence that defines us all .",positive,positive,1475.7421875,2365.10205078125,1.122710399911739,146,1
this slender plot feels especially thin stretched over the nearly 80-minute running time .,negative,negative,1475.7421875,2364.77294921875,1.1044614999555051,144,1
a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .,negative,positive,1475.7421875,2365.59619140625,1.1312284000450745,149,1
"davis the performer is plenty fetching enough , but she needs to shake up the mix , and work in something that doesn't feel like a half-baked stand-up routine .",negative,positive,1475.7421875,2367.89990234375,1.1111131999641657,163,1
the densest distillation of roberts' movies ever made .,negative,positive,1475.76171875,2364.27978515625,1.1765207001008093,141,1
"ultimately , the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms . paltrow employs to authenticate her british persona is another liability .",negative,negative,1475.76953125,2368.72216796875,1.1056481999112293,168,1
a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc .,negative,positive,1475.78125,2366.58349609375,1.1231563000474125,155,1
"tom green and an ivy league college should never appear together on a marquee , especially when the payoff is an unschooled comedy like stealing harvard , which fails to keep 80 minutes from seeming like 800 .",negative,negative,1475.78125,2369.54541015625,1.133354999939911,173,1
"( it ) highlights not so much the crime lord's messianic bent , but spacey's .",negative,positive,1475.78125,2365.59619140625,1.117820099927485,149,1
master of disguise runs for only 71 minutes and feels like three hours .,negative,negative,1475.78125,2364.60888671875,1.1312581000383943,143,1
a reworking of die hard and cliffhanger but it's nowhere near as exciting as either .,negative,negative,1475.78125,2365.43115234375,1.142808199976571,148,1
suffers from unlikable characters and a self-conscious sense of its own quirky hipness .,negative,negative,1475.796875,2365.10205078125,1.0942001000512391,146,1
a film without surprise geared toward maximum comfort and familiarity .,negative,positive,1475.796875,2363.95068359375,1.130481900065206,139,1
"fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget . but the problem with wendigo , for all its effective moments , isn't really one of resources .",negative,negative,1475.8046875,2369.70947265625,1.121340399957262,174,1
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .",negative,positive,1475.81640625,2366.08935546875,1.096346199978143,152,1
"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . their contrast is neither dramatic nor comic -- it's just a weird fizzle .",negative,negative,1475.82421875,2368.72216796875,1.147735200007446,168,1
"this is a children's film in the truest sense . it's packed with adventure and a worthwhile environmental message , so it's great for the kids . parents , on the other hand , will be ahead of the plot at all times , and there isn't enough clever innuendo to fil",negative,positive,1475.82421875,2371.91943359375,1.1183093000436202,187,1
the niftiest trick perpetrated by the importance of being earnest is the alchemical transmogrification of wilde into austen--and a hollywood-ized austen at that .,negative,positive,1475.828125,2368.39306640625,1.087660799967125,166,1
"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to , including the condition of art .",negative,negative,1475.8359375,2369.38037109375,1.1187739999732003,172,1
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",negative,negative,1475.8359375,2366.41845703125,1.109514500014484,154,1
too slick and manufactured to claim street credibility .,negative,negative,1475.8359375,2363.62158203125,1.1116596999345347,137,1
"cherry orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a 'back story . '",negative,negative,1475.8359375,2368.22900390625,1.0838780000340194,165,1
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .",negative,negative,1475.8359375,2367.73486328125,1.1109707000432536,162,1
a dark comedy that goes for sick and demented humor simply to do so . the movie is without intent .,negative,negative,1475.8359375,2365.92529296875,1.0942326000658795,151,1
visually exciting sci-fi film which suffers from a lackluster screenplay .,negative,negative,1475.8515625,2364.44384765625,1.1290948999812827,142,1
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .",negative,negative,1475.87109375,2367.24169921875,1.100338299991563,159,1
"if the full monty was a freshman fluke , lucky break is [cattaneo] sophomore slump .",negative,negative,1475.87109375,2365.92529296875,1.1025920000392944,151,1
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip .",negative,negative,1475.87109375,2366.08935546875,1.096204899949953,152,1
"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap .",negative,negative,1475.87109375,2367.89990234375,1.1080399000784382,163,1
you expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup .,negative,negative,1475.8828125,2367.07666015625,1.1014148000394925,158,1
"the first mistake , i suspect , is casting shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the rocket scientist ?",negative,negative,1475.8828125,2367.89990234375,1.1277856999076903,163,1
"the dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving .",negative,negative,1475.8828125,2366.25439453125,1.1225069999927655,153,1
"replacing john carpenter's stylish tracking shots is degraded , handheld blair witch video-cam footage . of all the halloween's , this is the most visually unappealing .",negative,negative,1475.8828125,2368.06396484375,1.1129865000257269,164,1
it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,negative,positive,1475.8828125,2365.92529296875,1.1022892999462783,151,1
"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .",negative,negative,1475.8828125,2365.92529296875,1.1324190000304952,151,1
". . . feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",negative,negative,1475.8828125,2368.55810546875,1.0911025000968948,167,1
"attal pushes too hard to make this a comedy or serious drama . he seems to want both , but succeeds in making neither .",negative,negative,1475.8828125,2366.41845703125,1.113566100015305,154,1
i could have used my two hours better watching being john malkovich again .,negative,negative,1475.8828125,2364.77294921875,1.1133520000148565,144,1
"it's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .",negative,positive,1475.8828125,2366.74755859375,1.0922325000865385,156,1
"flat , misguided comedy .",negative,negative,1475.8828125,2362.96337890625,1.116084499983117,133,1
"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy .",negative,negative,1475.8828125,2365.43115234375,1.113126700045541,148,1
the only young people who possibly will enjoy it are infants . . . who might be distracted by the movie's quick movements and sounds .,negative,negative,1475.8828125,2366.58349609375,1.1010528999613598,155,1
"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",negative,positive,1475.8828125,2365.59619140625,1.1453931999858469,149,1
no such thing breaks no new ground and treads old turf like a hippopotamus ballerina .,negative,negative,1475.8828125,2365.59619140625,1.097804799908772,149,1
"unfortunately , neither sendak nor the directors are particularly engaging or articulate .",negative,negative,1475.8828125,2364.44384765625,1.1292209000093862,142,1
"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters' decisions only unsatisfactorily .",negative,negative,1475.8828125,2367.57080078125,1.0970943999709561,161,1
"bang ! zoom ! it's actually pretty funny , but in all the wrong places .",negative,negative,1475.8828125,2364.93798828125,1.1192350999917835,145,1
lurid and less than lucid work .,negative,negative,1475.88671875,2363.62158203125,1.1876767000649124,137,1
a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .,negative,negative,1475.88671875,2367.89990234375,1.108721699914895,163,1
"at a brief 42 minutes , we need more x and less blab .",negative,negative,1475.88671875,2364.77294921875,1.0951233999803662,144,1
"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick .",negative,negative,1475.88671875,2366.41845703125,1.123338000033982,154,1
this 90-minute dud could pass for mike tyson's e ! true hollywood story .,negative,negative,1475.88671875,2365.43115234375,1.1195101999910548,148,1
"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio .",negative,negative,1475.88671875,2366.58349609375,1.0984375999541953,155,1
"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea isn't funny .",negative,negative,1475.88671875,2366.41845703125,1.134734700084664,154,1
a porn film without the sex scenes .,negative,none,1475.88671875,2363.45654296875,1.1106656999327242,136,1
"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .",negative,positive,1475.88671875,2367.24169921875,1.0981997000053525,159,1
"a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly condescending attitude toward women .",negative,negative,1475.88671875,2366.25439453125,1.1041646000230685,153,1
"return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is missing .",negative,negative,1475.88671875,2367.73486328125,1.1102459999965504,162,1
"by the end , you just don't care whether that cold-hearted snake petrovich ( that would be reno ) gets his comeuppance . just bring on the battle bots , please !",negative,negative,1475.88671875,2368.55810546875,1.1091604999965057,167,1
"while it's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .",negative,negative,1475.88671875,2366.08935546875,1.1561978999525309,152,1
"broder's screenplay is shallow , offensive and redundant , with pitifully few real laughs .",negative,negative,1475.90234375,2365.26708984375,1.1440152999712154,147,1
"yes they can swim , the title is merely anne-sophie birot's off-handed way of saying girls find adolescence difficult to wade through .",negative,negative,1475.90234375,2367.07666015625,1.1148649998940527,158,1
"don michael paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double ( for seagal ) .",negative,negative,1475.90234375,2368.06396484375,1.118873499915935,164,1
"slow , silly and unintentionally hilarious .",negative,positive,1475.90234375,2363.45654296875,1.147969700046815,136,1
the sweetest thing leaves a bitter taste .,negative,negative,1475.90234375,2363.62158203125,1.1131128000561148,137,1
"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 .",negative,negative,1475.90234375,2369.05126953125,1.0970426999265328,170,1
"for something as splendid-looking as this particular film , the viewer expects something special but instead gets [sci-fi] rehash .",negative,negative,1475.90234375,2366.25439453125,1.135363099980168,153,1
a thriller without a lot of thrills .,negative,negative,1475.9296875,2363.62158203125,1.1233801000053063,137,1
this stuck pig of a movie flails limply between bizarre comedy and pallid horror .,negative,negative,1475.9296875,2365.10205078125,1.1172075000358745,146,1
"ah , the travails of metropolitan life ! alas , another breathless movie about same !",negative,negative,1475.95703125,2365.10205078125,1.1233784999931231,146,1
"in moonlight mile , no one gets shut out of the hug cycle .",negative,positive,1475.95703125,2364.60888671875,1.164187500020489,143,1
"though uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer/director achero manas's film is schematic and obvious .",negative,negative,1475.9609375,2367.89990234375,1.1192065000068396,163,1
done in mostly by a weak script that can't support the epic treatment .,negative,negative,1475.9609375,2364.60888671875,1.1090821000980213,143,1
"despite its visual virtuosity , 'naqoyqatsi' is banal in its message and the choice of material to convey it .",negative,negative,1475.9609375,2367.07666015625,1.1321837999857962,158,1
"slap her - she's not funny ! no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .",negative,negative,1475.9609375,2368.55810546875,1.1137386999325827,167,1
"though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",negative,positive,1475.9609375,2367.40576171875,1.1149493999546394,160,1
""" one look at a girl in tight pants and big tits and you turn stupid ? "" um . . isn't that the basis for the entire plot ?",negative,none,1475.9609375,2367.40576171875,1.0982549000764266,160,1
""" not really as bad as you might think ! """,negative,positive,1475.9609375,2363.95068359375,1.131896400009282,139,1
strident and inelegant in its 'message-movie' posturing .,negative,negative,1475.9609375,2364.60888671875,1.1668391999555752,143,1
one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea .,negative,positive,1475.9609375,2366.25439453125,1.1001252999994904,153,1
"it has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trusting the material .",negative,positive,1475.9609375,2366.91259765625,1.1034290000097826,157,1
"its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie's presentation , which is way too stagy .",negative,negative,1475.9609375,2366.74755859375,1.1389847999671474,156,1
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",negative,positive,1475.9609375,2366.08935546875,1.1460857999045402,152,1
the plot is romantic comedy boilerplate from start to finish .,negative,negative,1475.9609375,2364.11474609375,1.1273886000271887,140,1
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,negative,negative,1475.9609375,2368.22900390625,1.1267289000097662,165,1
an unfortunate title for a film that has nothing endearing about it .,negative,positive,1475.9609375,2364.44384765625,1.1379170001018792,142,1
"ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti- castro rhetoric , which are included",negative,positive,1475.9609375,2367.40576171875,1.1127229999983683,160,1
"comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man .",negative,negative,1475.9609375,2365.92529296875,1.1253944999771193,151,1
"it just goes to show , an intelligent person isn't necessarily an admirable storyteller .",negative,negative,1475.984375,2364.93798828125,1.1028626000043005,145,1
"in a 102-minute film , aaliyah gets at most 20 minutes of screen time . . . . most viewers will wish there had been more of the "" queen "" and less of the "" damned . """,negative,negative,1475.99609375,2369.38037109375,1.1277257000328973,172,1
"hopelessly inane , humorless and under-inspired .",negative,negative,1476.0,2363.95068359375,1.1153899999335408,139,1
"kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .",negative,negative,1476.0,2366.08935546875,1.1053327999543399,152,1
it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it .,negative,negative,1476.0,2368.55810546875,1.1248361999168992,167,1
"none of this has the suavity or classical familiarity of bond , but much of it is good for a laugh . the problem with "" xxx "" is that its own action isn't very effective .",negative,negative,1476.01171875,2368.55810546875,1.1065623000031337,167,1
a great script brought down by lousy direction . same guy with both hats . big mistake .,negative,negative,1476.01171875,2365.26708984375,1.1188073999946937,147,1
"a mediocre exercise in target demographics , unaware that it's the butt of its own joke .",negative,negative,1476.01171875,2365.10205078125,1.1064177000662312,146,1
"director kevin bray excels in breaking glass and marking off the "" miami vice "" checklist of power boats , latin music and dog tracks . he doesn't , however , deliver nearly enough of the show's trademark style and flash .",negative,negative,1476.015625,2370.03857421875,1.1094520000042394,176,1
"in gleefully , thumpingly hyperbolic terms , it covers just about every cliche in the compendium about crass , jaded movie types and the phony baloney movie biz .",negative,negative,1476.015625,2368.88720703125,1.137218500021845,169,1
the spalding gray equivalent of a teen gross-out comedy .,negative,positive,1476.015625,2364.27978515625,1.1339156000176445,141,1
perhaps even the slc high command found writer-director mitch davis's wall of kitsch hard going .,negative,negative,1476.015625,2365.92529296875,1.198039900045842,151,1
"according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .",negative,negative,1476.015625,2366.08935546875,1.1156770000234246,152,1
an encouraging effort from mccrudden,negative,positive,1476.015625,2363.29248046875,1.1184372999705374,135,1
the romance between the leads isn't as compelling or as believable as it should be .,negative,negative,1476.015625,2364.93798828125,1.0982057999353856,145,1
"if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it . fortunately , you still have that option .",negative,positive,1476.01953125,2367.73486328125,1.1226911999983713,162,1
supposedly authentic account of a historical event that's far too tragic to merit such superficial treatment .,negative,positive,1476.0234375,2365.10205078125,1.1104292999953032,146,1
"adroit but finally a trifle flat , mad love doesn't galvanize its outrage the way , say , jane campion might have done , but at least it possesses some .",negative,positive,1476.0234375,2368.22900390625,1.1310519999824464,165,1
to blandly go where we went 8 movies ago . . .,negative,negative,1476.0234375,2364.44384765625,1.1074921999825165,142,1
a slow-moving police-procedural thriller that takes its title all too literally .,negative,positive,1476.0234375,2364.77294921875,1.1654464000603184,144,1
this u-boat doesn't have a captain .,negative,negative,1476.0234375,2363.78564453125,1.1286055999808013,138,1
"with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab report .",negative,negative,1476.0546875,2367.40576171875,1.0912923000287265,160,1
this one aims for the toilet and scores a direct hit .,negative,negative,1476.0546875,2364.11474609375,1.1175181000726297,140,1
"dull , a road-trip movie that's surprisingly short of both adventure and song .",negative,negative,1476.07421875,2364.93798828125,1.09092599991709,145,1
"i walked away not really know who "" they "" were , what "" they "" looked like . why "" they "" were here and what "" they "" wanted and quite honestly , i didn't care .",negative,negative,1476.07421875,2368.72216796875,1.1365660999435931,168,1
predictably melodramatic .,negative,positive,1476.07421875,2363.12744140625,1.119535000063479,134,1
"after several scenes of this tacky nonsense , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .",negative,negative,1476.0859375,2369.70947265625,1.0949871999910101,174,1
"a relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .",negative,negative,1476.0859375,2366.08935546875,1.1047661999473348,152,1
the country bears wastes an exceptionally good idea . but the movie that doesn't really deliver for country music fans or for family audiences,negative,negative,1476.0859375,2366.25439453125,1.130010599968955,153,1
"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .",negative,negative,1476.0859375,2369.21630859375,1.1237527000484988,171,1
. . . you can be forgiven for realizing that you've spent the past 20 minutes looking at your watch and waiting for frida to just die already .,negative,negative,1476.0859375,2367.40576171875,1.1682603999506682,160,1
too bad writer-director adam rifkin situates it all in a plot as musty as one of the golden eagle's carpets .,negative,negative,1476.0859375,2366.58349609375,1.1207011999795213,155,1
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,negative,negative,1476.0859375,2365.76025390625,1.1979305000277236,150,1
"the movie is genial but never inspired , and little about it will stay with you .",negative,negative,1476.0859375,2365.10205078125,1.232397299958393,146,1
"the movie obviously seeks to re-create the excitement of such '50s flicks as jules verne's '20 , 000 leagues under the sea' and the george pal version of h . g . wells' 'the time machine . ' but its storytelling prowess and special effects are both listless .",negative,negative,1476.0859375,2372.50732421875,1.2096340999705717,191,1
"despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .",negative,negative,1476.0703125,2365.76025390625,1.1143920000176877,150,1
even after 90 minutes of playing opposite each other bullock and grant still look ill at ease sharing the same scene . what should have been a painless time-killer becomes instead a grating endurance test .,negative,negative,1476.08203125,2369.05126953125,1.1292905000736937,170,1
"a bland , obnoxious 88-minute infomercial for universal studios and its ancillary products .",negative,negative,1476.08203125,2365.43115234375,1.2218751000473276,148,1
". . little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic .",negative,negative,1476.08203125,2367.40576171875,1.1473256999161094,160,1
"the movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",negative,negative,1352.33984375,2368.06396484375,1.132910699932836,164,1
the master of disguise is awful . it's pauly shore awful . don't say you weren't warned .,negative,negative,1352.35546875,2365.76025390625,1.1705545999575406,150,1
disappointing in comparison to other recent war moviesor any other john woo flick for that matter .,negative,negative,1352.359375,2365.26708984375,1.1201103000203148,147,1
the entire movie is filled with deja vu moments .,negative,negative,1352.37890625,2363.78564453125,1.1293885000050068,138,1
'opening up' the play more has partly closed it down .,negative,negative,1352.41015625,2364.27978515625,1.102441699942574,141,1
what [frei] gives us . . . is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows .,negative,positive,1352.4296875,2368.55810546875,1.1231649999972433,167,1
"an ugly , revolting movie .",negative,negative,1352.4296875,2363.45654296875,1.129076899960637,136,1
the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way .,negative,negative,1352.4296875,2366.58349609375,1.126105000032112,155,1
"the movie is concocted and carried out by folks worthy of scorn , and the nicest thing i can say is that i can't remember a single name responsible for it .",negative,negative,1352.4296875,2368.06396484375,1.1443400999996811,164,1
"watching "" ending "" is too often like looking over the outdated clothes and plastic knickknacks at your neighbor's garage sale . you can't believe anyone would really buy this stuff .",negative,negative,1352.4296875,2368.22900390625,1.144255500053987,165,1
"certainly beautiful to look at , but its not very informative about its titular character and no more challenging than your average television biopic .",negative,negative,1352.4296875,2366.41845703125,1.1375013999640942,154,1
"it desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .",negative,negative,1352.52734375,2367.57080078125,1.1297122000250965,161,1
the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,negative,negative,1352.5390625,2368.22900390625,1.105378600070253,165,1
"from the choppy editing to the annoying score to 'special effects' by way of replacing objects in a character's hands below the camera line , "" besotted "" is misbegotten",negative,negative,1352.546875,2368.22900390625,1.1262667999835685,165,1
my advice is to skip the film and pick up the soundtrack .,negative,positive,1352.546875,2364.27978515625,1.1657834999496117,141,1
"a film that presents an interesting , even sexy premise then ruins itself with too many contrivances and goofy situations .",negative,negative,1352.546875,2365.92529296875,1.115034700022079,151,1
"filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",negative,negative,1352.55078125,2364.93798828125,1.1370416999561712,145,1
"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name",negative,positive,1352.55078125,2366.74755859375,1.103745499975048,156,1
"the 70-year-old godard has become , to judge from in praise of love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .",negative,negative,1352.55078125,2371.16650390625,1.1127965999767184,181,1
an unsophisticated sci-fi drama that takes itself all too seriously .,negative,negative,1352.5546875,2364.60888671875,1.1227283999323845,143,1
"solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .",negative,negative,1352.55859375,2367.73486328125,1.1286881000269204,162,1
"harvard man is a semi-throwback , a reminiscence without nostalgia or sentimentality .",negative,positive,1352.55859375,2365.43115234375,1.1000164999859408,148,1
"supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy . alas , getting there is not even half the interest .",negative,negative,1352.5625,2367.57080078125,1.0928262999514118,161,1
"while hoffman's performance is great , the subject matter goes nowhere .",negative,negative,1352.5625,2364.60888671875,1.1380962999537587,143,1
"the smash 'em-up , crash 'em-up , shoot 'em-up ending comes out of nowhere substituting mayhem for suspense .",negative,negative,1352.5703125,2366.58349609375,1.1138041000813246,155,1
"deuces wild treads heavily into romeo and juliet/west side story territory , where it plainly has no business going .",negative,negative,1352.5703125,2366.58349609375,1.1146092999260873,155,1
"hart's war seems to want to be a character study , but apparently can't quite decide which character .",negative,negative,1352.5703125,2365.59619140625,1.1474099999759346,149,1
"theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .",negative,negative,1352.578125,2366.08935546875,1.0996891000540927,152,1
"this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone .",negative,negative,1352.578125,2369.70947265625,1.1347928000614047,174,1
novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .,negative,negative,1352.578125,2365.92529296875,1.1139916999964043,151,1
"been there , done that , liked it much better the first time around - when it was called the professional .",negative,positive,1352.578125,2365.76025390625,1.1039922999916598,150,1
"the film is all over the place , really . it dabbles all around , never gaining much momentum .",negative,negative,1352.578125,2365.76025390625,1.1316674000117928,150,1
"the beautiful , unusual music is this film's chief draw , but its dreaminess may lull you to sleep .",negative,negative,1352.578125,2365.92529296875,1.113980400026776,151,1
the action quickly sinks into by-the-numbers territory .,negative,negative,1352.578125,2363.95068359375,1.164240499958396,139,1
"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",negative,negative,1352.578125,2368.88720703125,1.136526699992828,169,1
"when [reno] lets her radical flag fly , taking angry potshots at george w . bush , henry kissinger , larry king , et al . , reno devolves into a laugh-free lecture .",negative,negative,1352.58203125,2369.38037109375,1.121382600045763,172,1
"such a premise is ripe for all manner of lunacy , but kaufman and gondry rarely seem sure of where it should go .",negative,negative,1352.58203125,2366.91259765625,1.1140721999108791,157,1
burns' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .,negative,negative,1352.58203125,2366.74755859375,1.1424135999986902,156,1
"'es en verdad una pena que mandoki esté realizando cintas tan malas desde hace algún tiempo , pues talento tiene , pero quién sabe dónde lo tiene escondido . '",negative,negative,1352.58203125,2369.05126953125,1.0977409000042826,170,1
"while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter",negative,positive,1352.5859375,2366.41845703125,1.1210678000934422,154,1
another boorish movie from the i-heard-a-joke- at-a-frat-party school of screenwriting .,negative,negative,1352.5859375,2366.08935546875,1.1131351001095027,152,1
"too much of the movie feels contrived , as if the filmmakers were worried the story wouldn't work without all those gimmicks .",negative,negative,1352.5859375,2366.41845703125,1.0946027000900358,154,1
it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder still to believe that anyone in his right mind would want to see the it .,negative,negative,1352.5859375,2368.88720703125,1.1208479999331757,169,1
"the ethos of the chelsea hotel may shape hawke's artistic aspirations , but he hasn't yet coordinated his own dv poetry with the beat he hears in his soul .",negative,negative,1352.5859375,2367.89990234375,1.1118224000092596,163,1
"the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind--maybe too much .",negative,negative,1352.5859375,2367.89990234375,1.1134739000117406,163,1
"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",negative,negative,1352.5859375,2368.55810546875,1.1141233999514952,167,1
"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna-barbera charm .",negative,negative,1352.59375,2370.20361328125,1.114070300012827,177,1
