text,label,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
"fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget . but the problem with wendigo , for all its effective moments , isn't really one of resources .",negative,"negative
",1.0914690494537354,2.0,122.0,124.0,negative
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .",negative,"negative
",1.0616836547851562,2.0,99.0,101.0,negative
"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . their contrast is neither dramatic nor comic -- it's just a weird fizzle .",negative,"negative
",1.02632737159729,2.0,113.0,115.0,negative
"this is a children's film in the truest sense . it's packed with adventure and a worthwhile environmental message , so it's great for the kids . parents , on the other hand , will be ahead of the plot at all times , and there isn't enough clever innuendo to fil",negative,"positive
",1.049851417541504,2.0,137.0,139.0,positive
the niftiest trick perpetrated by the importance of being earnest is the alchemical transmogrification of wilde into austen--and a hollywood-ized austen at that .,negative,"positive
",1.0074279308319092,2.0,110.0,112.0,positive
"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to , including the condition of art .",negative,"negative
",0.634554386138916,2.0,116.0,118.0,negative
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",negative,"negative
",1.0640199184417725,2.0,101.0,103.0,negative
too slick and manufactured to claim street credibility .,negative,"negative
",1.0530948638916016,2.0,84.0,86.0,negative
"cherry orchard is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a 'back story . '",negative,"negative
",1.019787311553955,2.0,110.0,112.0,negative
"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .",negative,"negative
",1.0139195919036865,2.0,110.0,112.0,negative
a dark comedy that goes for sick and demented humor simply to do so . the movie is without intent .,negative,"negative
",1.0302441120147705,2.0,97.0,99.0,negative
visually exciting sci-fi film which suffers from a lackluster screenplay .,negative,"negative
",1.0369551181793213,2.0,89.0,91.0,negative
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .",negative,"negative
",1.0434930324554443,2.0,105.0,107.0,negative
"if the full monty was a freshman fluke , lucky break is [cattaneo] sophomore slump .",negative,"negative
",0.4986250400543213,2.0,96.0,98.0,negative
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip .",negative,"negative
",1.0053441524505615,2.0,98.0,100.0,negative
"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap .",negative,"negative
",0.548037052154541,2.0,106.0,108.0,negative
you expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup .,negative,"negative
",1.0485634803771973,2.0,102.0,104.0,negative
"the first mistake , i suspect , is casting shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the rocket scientist ?",negative,"negative
",1.069451093673706,2.0,110.0,112.0,negative
"the dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving .",negative,"negative
",0.49933934211730957,2.0,98.0,100.0,negative
"replacing john carpenter's stylish tracking shots is degraded , handheld blair witch video-cam footage . of all the halloween's , this is the most visually unappealing .",negative,"negative
",1.0399694442749023,2.0,111.0,113.0,negative
it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,negative,"negative
",0.9911041259765625,2.0,100.0,102.0,negative
"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .",negative,"negative
",1.0382449626922607,2.0,97.0,99.0,negative
". . . feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",negative,"negative
",0.9959344863891602,2.0,114.0,116.0,negative
"attal pushes too hard to make this a comedy or serious drama . he seems to want both , but succeeds in making neither .",negative,"negative
",1.0260655879974365,2.0,101.0,103.0,negative
i could have used my two hours better watching being john malkovich again .,negative,"negative
",1.051851749420166,2.0,90.0,92.0,negative
"it's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .",negative,"negative
",0.9879584312438965,2.0,104.0,106.0,negative
"flat , misguided comedy .",negative,"negative
",1.054095983505249,2.0,80.0,82.0,negative
"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy .",negative,"negative
",0.5064105987548828,2.0,95.0,97.0,negative
the only young people who possibly will enjoy it are infants . . . who might be distracted by the movie's quick movements and sounds .,negative,"negative
",1.0766074657440186,2.0,103.0,105.0,negative
"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",negative,"negative
",0.5230035781860352,2.0,96.0,98.0,negative
no such thing breaks no new ground and treads old turf like a hippopotamus ballerina .,negative,"negative
",1.0502948760986328,2.0,92.0,94.0,negative
"unfortunately , neither sendak nor the directors are particularly engaging or articulate .",negative,"negative
",1.03828763961792,2.0,89.0,91.0,negative
"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters' decisions only unsatisfactorily .",negative,"negative
",1.0956647396087646,2.0,107.0,109.0,negative
"bang ! zoom ! it's actually pretty funny , but in all the wrong places .",negative,"negative
",1.0760397911071777,2.0,93.0,95.0,negative
lurid and less than lucid work .,negative,"negative
",1.0376346111297607,2.0,83.0,85.0,negative
a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .,negative,"negative
",1.0486185550689697,2.0,110.0,112.0,negative
"at a brief 42 minutes , we need more x and less blab .",negative,"negative
",1.0325279235839844,2.0,92.0,94.0,negative
"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick .",negative,"negative
",0.48795485496520996,2.0,99.0,101.0,negative
this 90-minute dud could pass for mike tyson's e ! true hollywood story .,negative,"negative
",0.4920957088470459,2.0,96.0,98.0,negative
"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio .",negative,"negative
",1.1354913711547852,2.0,99.0,101.0,negative
"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea isn't funny .",negative,"negative
",0.6436822414398193,2.0,101.0,103.0,negative
a porn film without the sex scenes .,negative,"negative
",1.1440186500549316,2.0,83.0,85.0,negative
"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .",negative,"negative
",1.0512049198150635,2.0,104.0,106.0,negative
"a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly condescending attitude toward women .",negative,"negative
",1.0806376934051514,2.0,98.0,100.0,negative
"return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is missing .",negative,"negative
",0.48811793327331543,2.0,109.0,111.0,negative
"by the end , you just don't care whether that cold-hearted snake petrovich ( that would be reno ) gets his comeuppance . just bring on the battle bots , please !",negative,"negative
",1.0234179496765137,2.0,115.0,117.0,negative
"while it's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .",negative,"negative
",1.0948240756988525,2.0,99.0,101.0,negative
"broder's screenplay is shallow , offensive and redundant , with pitifully few real laughs .",negative,"negative
",1.0488505363464355,2.0,93.0,95.0,negative
"yes they can swim , the title is merely anne-sophie birot's off-handed way of saying girls find adolescence difficult to wade through .",negative,"positive
",0.5511124134063721,2.0,106.0,108.0,positive
"don michael paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double ( for seagal ) .",negative,"negative
",1.1035661697387695,2.0,112.0,114.0,negative
"slow , silly and unintentionally hilarious .",negative,"negative
",1.0253090858459473,2.0,82.0,84.0,negative
the sweetest thing leaves a bitter taste .,negative,"negative
",1.0535218715667725,2.0,83.0,85.0,negative
"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 .",negative,"negative
",1.0249881744384766,2.0,117.0,119.0,negative
"for something as splendid-looking as this particular film , the viewer expects something special but instead gets [sci-fi] rehash .",negative,"negative
",1.0473427772521973,2.0,102.0,104.0,negative
a thriller without a lot of thrills .,negative,"negative
",1.0861234664916992,2.0,83.0,85.0,negative
this stuck pig of a movie flails limply between bizarre comedy and pallid horror .,negative,"negative
",1.1747467517852783,2.0,92.0,94.0,negative
"ah , the travails of metropolitan life ! alas , another breathless movie about same !",negative,"negative
",1.0401651859283447,2.0,92.0,94.0,negative
"in moonlight mile , no one gets shut out of the hug cycle .",negative,"positive
",1.0750420093536377,2.0,89.0,91.0,positive
"though uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer/director achero manas's film is schematic and obvious .",negative,"negative
",1.0198218822479248,2.0,111.0,113.0,negative
done in mostly by a weak script that can't support the epic treatment .,negative,"negative
",1.0236825942993164,2.0,91.0,93.0,negative
"despite its visual virtuosity , 'naqoyqatsi' is banal in its message and the choice of material to convey it .",negative,"negative
",0.6116037368774414,2.0,102.0,104.0,negative
"slap her - she's not funny ! no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .",negative,"negative
",1.00691556930542,2.0,114.0,116.0,negative
"though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",negative,"positive
",1.011930227279663,2.0,106.0,108.0,positive
""" one look at a girl in tight pants and big tits and you turn stupid ? "" um . . isn't that the basis for the entire plot ?",negative,"negative
",1.0631752014160156,2.0,108.0,110.0,negative
""" not really as bad as you might think ! """,negative,"positive
",1.040738582611084,2.0,86.0,88.0,positive
strident and inelegant in its 'message-movie' posturing .,negative,"negative
",1.0222458839416504,2.0,90.0,92.0,negative
one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea .,negative,"positive
",1.0308794975280762,2.0,100.0,102.0,positive
"it has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trusting the material .",negative,"negative
",1.073456048965454,2.0,104.0,106.0,negative
"its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie's presentation , which is way too stagy .",negative,"negative
",1.0554111003875732,2.0,104.0,106.0,negative
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",negative,"positive
",0.47552990913391113,2.0,101.0,103.0,positive
the plot is romantic comedy boilerplate from start to finish .,negative,"negative
",1.1017770767211914,2.0,87.0,89.0,negative
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,negative,"negative
",1.0451643466949463,2.0,111.0,113.0,negative
an unfortunate title for a film that has nothing endearing about it .,negative,"negative
",1.1292243003845215,2.0,88.0,90.0,negative
"ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti- castro rhetoric , which are included",negative,"negative
",0.47470808029174805,2.0,103.0,105.0,negative
"comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man .",negative,"negative
",0.5941712856292725,2.0,96.0,98.0,negative
"it just goes to show , an intelligent person isn't necessarily an admirable storyteller .",negative,"negative
",1.031498670578003,2.0,92.0,94.0,negative
"in a 102-minute film , aaliyah gets at most 20 minutes of screen time . . . . most viewers will wish there had been more of the "" queen "" and less of the "" damned . """,negative,"negative
",1.0538151264190674,2.0,123.0,125.0,negative
"hopelessly inane , humorless and under-inspired .",negative,"negative
",1.0089101791381836,2.0,86.0,88.0,negative
"kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .",negative,"negative
",1.077138900756836,2.0,99.0,101.0,negative
it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it .,negative,"negative
",1.1484675407409668,2.0,114.0,116.0,negative
"none of this has the suavity or classical familiarity of bond , but much of it is good for a laugh . the problem with "" xxx "" is that its own action isn't very effective .",negative,"negative
",1.0494799613952637,2.0,115.0,117.0,negative
a great script brought down by lousy direction . same guy with both hats . big mistake .,negative,"negative
",1.162559986114502,2.0,93.0,95.0,negative
"a mediocre exercise in target demographics , unaware that it's the butt of its own joke .",negative,"negative
",0.48514604568481445,2.0,94.0,96.0,negative
"director kevin bray excels in breaking glass and marking off the "" miami vice "" checklist of power boats , latin music and dog tracks . he doesn't , however , deliver nearly enough of the show's trademark style and flash .",negative,"negative
",1.0346105098724365,2.0,122.0,124.0,negative
"in gleefully , thumpingly hyperbolic terms , it covers just about every cliche in the compendium about crass , jaded movie types and the phony baloney movie biz .",negative,"negative
",1.0540268421173096,2.0,109.0,111.0,negative
the spalding gray equivalent of a teen gross-out comedy .,negative,"negative
",1.0097193717956543,2.0,88.0,90.0,negative
perhaps even the slc high command found writer-director mitch davis's wall of kitsch hard going .,negative,"negative
",1.060915231704712,2.0,98.0,100.0,negative
"according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .",negative,"negative
",1.0172216892242432,2.0,99.0,101.0,negative
an encouraging effort from mccrudden,negative,"positive
",0.6029438972473145,2.0,82.0,84.0,positive
the romance between the leads isn't as compelling or as believable as it should be .,negative,"negative
",1.0177600383758545,2.0,93.0,95.0,negative
"if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it . fortunately , you still have that option .",negative,"negative
",1.031076192855835,2.0,109.0,111.0,negative
supposedly authentic account of a historical event that's far too tragic to merit such superficial treatment .,negative,"negative
",1.0769708156585693,2.0,94.0,96.0,negative
"adroit but finally a trifle flat , mad love doesn't galvanize its outrage the way , say , jane campion might have done , but at least it possesses some .",negative,"negative
",0.472076416015625,2.0,110.0,112.0,negative
to blandly go where we went 8 movies ago . . .,negative,"negative
",1.069248914718628,2.0,89.0,91.0,negative
a slow-moving police-procedural thriller that takes its title all too literally .,negative,"negative
",1.0350394248962402,2.0,92.0,94.0,negative
this u-boat doesn't have a captain .,negative,"negative
",1.0745313167572021,2.0,86.0,88.0,negative
"with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab report .",negative,"negative
",1.0372834205627441,2.0,105.0,107.0,negative
this one aims for the toilet and scores a direct hit .,negative,"negative
",1.0755400657653809,2.0,87.0,89.0,negative
"dull , a road-trip movie that's surprisingly short of both adventure and song .",negative,"negative
",1.0082764625549316,2.0,93.0,95.0,negative
"i walked away not really know who "" they "" were , what "" they "" looked like . why "" they "" were here and what "" they "" wanted and quite honestly , i didn't care .",negative,"negative
",0.48403334617614746,2.0,116.0,118.0,negative
predictably melodramatic .,negative,"negative
",0.49903035163879395,2.0,80.0,82.0,negative
"after several scenes of this tacky nonsense , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .",negative,"negative
",1.0425584316253662,2.0,119.0,121.0,negative
"a relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .",negative,"negative
",1.06595778465271,2.0,97.0,99.0,negative
the country bears wastes an exceptionally good idea . but the movie that doesn't really deliver for country music fans or for family audiences,negative,"negative
",0.5308160781860352,2.0,101.0,103.0,negative
"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .",negative,"negative
",0.5968542098999023,2.0,118.0,120.0,negative
. . . you can be forgiven for realizing that you've spent the past 20 minutes looking at your watch and waiting for frida to just die already .,negative,"negative
",1.1038460731506348,2.0,109.0,111.0,negative
too bad writer-director adam rifkin situates it all in a plot as musty as one of the golden eagle's carpets .,negative,"negative
",1.0459256172180176,2.0,103.0,105.0,negative
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,negative,"negative
",0.49861669540405273,2.0,98.0,100.0,negative
"the movie is genial but never inspired , and little about it will stay with you .",negative,"negative
",1.060727834701538,2.0,92.0,94.0,negative
"the movie obviously seeks to re-create the excitement of such '50s flicks as jules verne's '20 , 000 leagues under the sea' and the george pal version of h . g . wells' 'the time machine . ' but its storytelling prowess and special effects are both listless .",negative,"negative
",0.5503618717193604,2.0,143.0,145.0,negative
"despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .",negative,"negative
",1.0097341537475586,2.0,96.0,98.0,negative
even after 90 minutes of playing opposite each other bullock and grant still look ill at ease sharing the same scene . what should have been a painless time-killer becomes instead a grating endurance test .,negative,"negative
",0.9926104545593262,2.0,116.0,118.0,negative
"a bland , obnoxious 88-minute infomercial for universal studios and its ancillary products .",negative,"negative
",1.0142884254455566,2.0,95.0,97.0,negative
". . little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic .",negative,"negative
",1.0381536483764648,2.0,108.0,110.0,negative
"the movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",negative,"negative
",1.0456583499908447,2.0,111.0,113.0,negative
the master of disguise is awful . it's pauly shore awful . don't say you weren't warned .,negative,"negative
",1.075373649597168,2.0,100.0,102.0,negative
disappointing in comparison to other recent war moviesor any other john woo flick for that matter .,negative,"negative
",0.5485668182373047,2.0,94.0,96.0,negative
the entire movie is filled with deja vu moments .,negative,"negative
",1.103154182434082,2.0,85.0,87.0,negative
'opening up' the play more has partly closed it down .,negative,"negative
",1.0220584869384766,2.0,88.0,90.0,negative
what [frei] gives us . . . is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows .,negative,"negative
",1.0186808109283447,2.0,114.0,116.0,negative
"an ugly , revolting movie .",negative,"negative
",0.5197885036468506,2.0,82.0,84.0,negative
the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way .,negative,"negative
",0.5013365745544434,2.0,103.0,105.0,negative
"the movie is concocted and carried out by folks worthy of scorn , and the nicest thing i can say is that i can't remember a single name responsible for it .",negative,"negative
",0.521611213684082,2.0,110.0,112.0,negative
"watching "" ending "" is too often like looking over the outdated clothes and plastic knickknacks at your neighbor's garage sale . you can't believe anyone would really buy this stuff .",negative,"negative
",1.046957015991211,2.0,114.0,116.0,negative
"certainly beautiful to look at , but its not very informative about its titular character and no more challenging than your average television biopic .",negative,"negative
",1.0292339324951172,2.0,101.0,103.0,negative
"it desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .",negative,"negative
",0.5021882057189941,2.0,107.0,109.0,negative
the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,negative,"negative
",1.0503616333007812,2.0,111.0,113.0,negative
"from the choppy editing to the annoying score to 'special effects' by way of replacing objects in a character's hands below the camera line , "" besotted "" is misbegotten",negative,"negative
",1.014122486114502,2.0,114.0,116.0,negative
my advice is to skip the film and pick up the soundtrack .,negative,"negative
",1.009261131286621,2.0,88.0,90.0,negative
"a film that presents an interesting , even sexy premise then ruins itself with too many contrivances and goofy situations .",negative,"negative
",1.0743908882141113,2.0,97.0,99.0,negative
"filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",negative,"negative
",1.0308725833892822,2.0,91.0,93.0,negative
"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name",negative,"negative
",1.1056246757507324,2.0,102.0,104.0,negative
"the 70-year-old godard has become , to judge from in praise of love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .",negative,"negative
",1.110565185546875,2.0,132.0,134.0,negative
an unsophisticated sci-fi drama that takes itself all too seriously .,negative,"negative
",0.5948288440704346,2.0,90.0,92.0,negative
"solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous .",negative,"negative
",0.5199668407440186,2.0,105.0,107.0,negative
"harvard man is a semi-throwback , a reminiscence without nostalgia or sentimentality .",negative,"positive
",0.5107710361480713,2.0,94.0,96.0,positive
"supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy . alas , getting there is not even half the interest .",negative,"negative
",1.043565273284912,2.0,108.0,110.0,negative
"while hoffman's performance is great , the subject matter goes nowhere .",negative,"negative
",1.0189366340637207,2.0,90.0,92.0,negative
"the smash 'em-up , crash 'em-up , shoot 'em-up ending comes out of nowhere substituting mayhem for suspense .",negative,"negative
",1.016007423400879,2.0,103.0,105.0,negative
"deuces wild treads heavily into romeo and juliet/west side story territory , where it plainly has no business going .",negative,"negative
",1.0493450164794922,2.0,99.0,101.0,negative
"hart's war seems to want to be a character study , but apparently can't quite decide which character .",negative,"negative
",0.5257987976074219,2.0,98.0,100.0,negative
"theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .",negative,"negative
",1.0260679721832275,2.0,99.0,101.0,negative
"this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone .",negative,"negative
",1.0952575206756592,2.0,121.0,123.0,negative
novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .,negative,"negative
",1.0614464282989502,2.0,97.0,99.0,negative
"been there , done that , liked it much better the first time around - when it was called the professional .",negative,"negative
",1.0041747093200684,2.0,97.0,99.0,negative
"the film is all over the place , really . it dabbles all around , never gaining much momentum .",negative,"negative
",1.0248377323150635,2.0,96.0,98.0,negative
"the beautiful , unusual music is this film's chief draw , but its dreaminess may lull you to sleep .",negative,"negative
",1.036327838897705,2.0,98.0,100.0,negative
the action quickly sinks into by-the-numbers territory .,negative,"negative
",1.0488312244415283,2.0,87.0,89.0,negative
"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",negative,"negative
",1.061922550201416,2.0,113.0,115.0,negative
"when [reno] lets her radical flag fly , taking angry potshots at george w . bush , henry kissinger , larry king , et al . , reno devolves into a laugh-free lecture .",negative,"negative
",1.0489342212677002,2.0,117.0,119.0,negative
"such a premise is ripe for all manner of lunacy , but kaufman and gondry rarely seem sure of where it should go .",negative,"negative
",1.0367696285247803,2.0,102.0,104.0,negative
burns' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .,negative,"negative
",1.1166737079620361,2.0,102.0,104.0,negative
"'es en verdad una pena que mandoki esté realizando cintas tan malas desde hace algún tiempo , pues talento tiene , pero quién sabe dónde lo tiene escondido . '",negative,"negative
",1.0369620323181152,2.0,107.0,109.0,negative
"while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter",negative,"negative
",1.0332176685333252,2.0,101.0,103.0,negative
another boorish movie from the i-heard-a-joke- at-a-frat-party school of screenwriting .,negative,"negative
",0.470081090927124,2.0,103.0,105.0,negative
"too much of the movie feels contrived , as if the filmmakers were worried the story wouldn't work without all those gimmicks .",negative,"negative
",0.49704456329345703,2.0,102.0,104.0,negative
it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder still to believe that anyone in his right mind would want to see the it .,negative,"negative
",1.060790777206421,2.0,118.0,120.0,negative
"the ethos of the chelsea hotel may shape hawke's artistic aspirations , but he hasn't yet coordinated his own dv poetry with the beat he hears in his soul .",negative,"negative
",1.0067002773284912,2.0,110.0,112.0,negative
"the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind--maybe too much .",negative,"negative
",0.506859302520752,2.0,109.0,111.0,negative
"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",negative,"negative
",1.0140602588653564,2.0,113.0,115.0,negative
"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna-barbera charm .",negative,"negative
",1.0583956241607666,2.0,121.0,123.0,negative
exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as kerrigan's platinum-blonde hair .,negative,"negative
",0.5543234348297119,2.0,105.0,107.0,negative
"the movie's downfall is to substitute plot for personality . it doesn't really know or care about the characters , and uses them as markers for a series of preordained events .",negative,"negative
",1.0798156261444092,2.0,113.0,115.0,negative
all mood and no movie .,negative,"negative
",1.028202772140503,2.0,81.0,83.0,negative
press the delete key .,negative,"negative
",0.4851667881011963,2.0,80.0,82.0,negative
simone is not a bad film . it just doesn't have anything really interesting to say .,negative,"negative
",0.4416069984436035,2.0,95.0,97.0,negative
"once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .",negative,"negative
",0.45586514472961426,2.0,98.0,100.0,negative
. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . wait to see it then .,negative,"negative
",1.0710241794586182,2.0,100.0,102.0,negative
"there's no disguising this as one of the worst films of the summer . or for the year , for that matter .",negative,"negative
",1.0662448406219482,2.0,101.0,103.0,negative
"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .",negative,"negative
",1.0812666416168213,2.0,106.0,108.0,negative
"this hastily mounted production exists only to capitalize on hopkins' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book .",negative,"negative
",1.0222995281219482,2.0,109.0,111.0,negative
"death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again .",negative,"negative
",1.0375628471374512,2.0,111.0,113.0,negative
the threat implied in the title pokémon 4ever is terrifying  like locusts in a horde these things will keep coming .,negative,"negative
",0.4634666442871094,2.0,101.0,103.0,negative
"the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .",negative,"negative
",1.0295493602752686,2.0,101.0,103.0,negative
to call this film a lump of coal would only be to flatter it .,negative,"negative
",1.0752100944519043,2.0,90.0,92.0,negative
entertainment more disposable than hanna-barbera's half-hour cartoons ever were .,negative,"negative
",1.0105295181274414,2.0,93.0,95.0,negative
"the film falls short on tension , eloquence , spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries .",negative,"negative
",0.4946010112762451,2.0,104.0,106.0,negative
"by the end of it all i sort of loved the people onscreen , even though i could not stand them . perhaps the film should be seen as a conversation starter . it's not an easy one to review .",negative,"positive
",1.0435056686401367,2.0,118.0,120.0,positive
at best this is a film for the under-7 crowd . but it would be better to wait for the video . and a very rainy day .,negative,"negative
",0.530479907989502,2.0,105.0,107.0,negative
the whole talking-animal thing is grisly .,negative,"negative
",0.9974105358123779,2.0,85.0,87.0,negative
"never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .",negative,"positive
",1.0344502925872803,2.0,97.0,99.0,positive
"wouldn't it be funny if a bunch of allied soldiers went undercover as women in a german factory during world war ii ? um , no . but here's a movie about it anyway .",negative,"negative
",1.0514004230499268,2.0,114.0,116.0,negative
"has not so much been written as assembled , frankenstein-like , out of other , marginally better shoot-em-ups .",negative,"negative
",0.5216770172119141,2.0,101.0,103.0,negative
"the punch lines that miss , unfortunately , outnumber the hits by three-to-one . but death to smoochy keeps firing until the bitter end .",negative,"negative
",1.025930643081665,2.0,106.0,108.0,negative
mushes the college-friends genre ( the big chill ) together with the contrivances and overwrought emotion of soap operas .,negative,"negative
",1.0657596588134766,2.0,101.0,103.0,negative
showtime's starry cast could be both an asset and a detriment . those who trek to the 'plex predisposed to like it probably will enjoy themselves . but ticket-buyers with great expectations will wind up as glum as mr . de niro .,negative,"negative
",1.0422263145446777,2.0,127.0,129.0,negative
"a determined , ennui-hobbled slog that really doesn't have much to say beyond the news flash that loneliness can make people act weird .",negative,"negative
",1.0635664463043213,2.0,105.0,107.0,negative
too daft by half . . . but supremely good natured .,negative,"positive
",0.48996448516845703,2.0,88.0,90.0,positive
"fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care .",negative,"negative
",0.5330855846405029,2.0,117.0,119.0,negative
it's a shame that the storyline and its underlying themes . . . finally seem so impersonal or even shallow .,negative,"negative
",0.48104238510131836,2.0,98.0,100.0,negative
"woody , what happened ?",negative,"negative
",0.9937124252319336,2.0,80.0,82.0,negative
"juliette binoche's sand is vivacious , but it's hard to sense that powerhouse of 19th-century prose behind her childlike smile .",negative,"negative
",0.6035447120666504,2.0,109.0,111.0,negative
