text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
Reflection-Tuning: Data Recycling Improves LLM Instruction-Tuning,0,1,0,0,0,"statistics machine learning, computation and language
",1.105928659439087,8.0,106.0,114.0,"['cs.CL', 'stat.ML']"
Analysing Fuzzy Sets Through Combining Measures of Similarity and Distance,1,0,0,0,0,"artificial intelligence, computational machine learning
",0.673689603805542,7.0,105.0,112.0,"['cs.AI', 'cs.LG']"
Flexible Complementarity Solvers for Large-Scale Applications,0,0,0,1,0,"optimization and control, computational machine learning
",1.1401159763336182,8.0,104.0,112.0,"['math.OC', 'cs.LG']"
Varying-coefficient models with isotropic Gaussian process priors,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1291286945343018,8.0,104.0,112.0,"['stat.ML', 'cs.LG']"
Tutorials on Advanced Optimization Methods,0,0,0,1,0,"optimization and control, computational machine learning
",1.2212810516357422,8.0,99.0,107.0,"['math.OC', 'cs.LG']"
Non-parametric Probabilistic Time Series Forecasting via Innovations Representation,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.232203483581543,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Equitable Continuous Organizations with Self-Assessed Valuations,0,0,0,1,0,"artificial intelligence, computational machine learning
",0.7215976715087891,7.0,105.0,112.0,"['cs.AI', 'cs.LG']"
An Efficient Solution to s-Rectangular Robust Markov Decision Processes,0,0,1,1,0,"optimization and control, artificial intelligence, computational machine learning
",0.6948127746582031,11.0,106.0,117.0,"['cs.AI', 'math.OC', 'cs.LG']"
"Story-thinking, computational-thinking, programming and software engineering",0,1,0,0,0,"computational machine learning
",1.147010087966919,4.0,106.0,110.0,['cs.LG']
GraphNorm: A Principled Approach to Accelerating Graph Neural Network Training,0,0,1,1,1,"computational machine learning
",1.1153807640075684,4.0,108.0,112.0,['cs.LG']
Robust Semi-Supervised Graph Classifier Learning with Negative Edge Weights,0,0,1,0,0,"statistics machine learning, computational machine learning
",0.6479916572570801,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
Universal and Independent: Multilingual Probing Framework for Exhaustive Model Interpretation and Evaluation,1,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",0.7810118198394775,11.0,110.0,121.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Learning to Extract Coherent Summary via Deep Reinforcement Learning,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.1429355144500732,15.0,104.0,119.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Analysis of Q-learning with Adaptation and Momentum Restart for Gradient Descent,0,0,1,1,0,"statistics machine learning, optimization and control, computational machine learning
",1.2611925601959229,12.0,107.0,119.0,"['stat.ML', 'math.OC', 'cs.LG']"
Prior Knowledge Driven Label Embedding for Slot Filling in Natural Language Understanding,0,1,1,0,0,"computation and language, artificial intelligence
",0.576362133026123,7.0,106.0,113.0,"['cs.AI', 'cs.CL']"
Learning optimal Bayesian prior probabilities from data,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning
",1.1847288608551025,12.0,101.0,113.0,"['stat.ML', 'math.OC', 'cs.LG']"
Cross Copy Network for Dialogue Generation,0,1,0,0,0,"computation and language, artificial intelligence
",1.2122023105621338,7.0,100.0,107.0,"['cs.AI', 'cs.CL']"
Measuring Mathematical Problem Solving With the MATH Dataset,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.1713197231292725,11.0,102.0,113.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Decision-Making with Belief Functions: a Review,1,0,0,0,0,"artificial intelligence, statistics machine learning
",1.1274847984313965,7.0,103.0,110.0,"['cs.AI', 'stat.ML']"
Linear-quadratic optimal control under non-Markovian switching,0,0,0,1,0,"optimization and control
",1.085012674331665,4.0,105.0,109.0,['math.OC']
Continuously Learning Neural Dialogue Management,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.2788150310516357,11.0,100.0,111.0,"['cs.AI', 'cs.CL', 'stat.ML']"
LongQLoRA: Efficient and Effective Method to Extend Context Length of Large Language Models,1,1,0,0,0,"computational machine learning
statistics machine learning
",1.1105191707611084,8.0,111.0,119.0,"['stat.ML', 'cs.LG']"
Adversarial Training for Aspect-Based Sentiment Analysis with BERT,0,1,1,0,1,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",0.6171760559082031,15.0,106.0,121.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
How Well Do You Know Your Audience? Toward Socially-aware Question Generation,0,1,0,0,0,"computation and language, artificial intelligence
",0.6033129692077637,7.0,109.0,116.0,"['cs.AI', 'cs.CL']"
Quadratic nonseparable resource allocation problems with generalized bound constraints,0,0,0,1,0,"optimization and control
",0.7497859001159668,4.0,105.0,109.0,['math.OC']
Stochastic Variance-Reduced Prox-Linear Algorithms for Nonconvex Composite Optimization,0,0,0,1,0,"optimization and control, computational machine learning, statistics machine learning
",1.368978500366211,12.0,107.0,119.0,"['stat.ML', 'math.OC', 'cs.LG']"
Is Fine-tuning Needed? Pre-trained Language Models Are Near Perfect for Out-of-Domain Detection,0,1,1,0,0,"computation and language, statistics machine learning, artificial intelligence
",1.1969878673553467,11.0,115.0,126.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Modal-specific Pseudo Query Generation for Video Corpus Moment Retrieval,0,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",0.64723801612854,11.0,105.0,116.0,"['cs.AI', 'cs.CL', 'stat.ML']"
"Towards a framework for evaluating the safety, acceptability and efficacy of AI systems for health: an initial synthesis",1,0,0,0,0,"artificial intelligence
",1.1096289157867432,3.0,114.0,117.0,['cs.AI']
Evidential relational clustering using medoids,1,0,0,0,0,"statistics machine learning, artificial intelligence
",1.2510945796966553,7.0,101.0,108.0,"['cs.AI', 'stat.ML']"
Speeding Up OPFython with Numba,1,0,1,0,0,"optimization and control, computational machine learning
",0.7160379886627197,8.0,103.0,111.0,"['math.OC', 'cs.LG']"
Open-domain Topic Identification of Out-of-domain Utterances using Wikipedia,0,1,1,0,0,"computation and language, artificial intelligence
",1.1306524276733398,7.0,110.0,117.0,"['cs.AI', 'cs.CL']"
Sentiment Analysis at SEPLN (TASS)-2019: Sentiment Analysis at Tweet level using Deep Learning,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning
",1.1923933029174805,11.0,116.0,127.0,"['cs.AI', 'cs.CL', 'stat.ML']"
The Internet of Federated Things (IoFT): A Vision for the Future and In-depth Survey of Data-driven Approaches for Federated Learning,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.6712183952331543,11.0,121.0,132.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Leveraging Acoustic and Linguistic Embeddings from Pretrained speech and language Models for Intent Classification,0,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",1.1367723941802979,11.0,111.0,122.0,"['cs.AI', 'cs.CL', 'stat.ML']"
"A Lagrangian-Based Method with ""False Penalty'' for Linearly Constrained Nonconvex Composite Optimization",0,0,0,1,0,"optimization and control, computational machine learning
",1.1609809398651123,8.0,113.0,121.0,"['math.OC', 'cs.LG']"
An Application of BnB-NSGAII: Initializing NSGAII to Solve 3 Stage Reducer Problem,0,0,0,1,0,"optimization and control, computational machine learning
",0.6715364456176758,8.0,116.0,124.0,"['math.OC', 'cs.LG']"
Implementing a Unit Commitment Power Market Model in FICO Xpress-Mosel,0,0,0,1,0,"optimization and control
",1.1135094165802002,4.0,109.0,113.0,['math.OC']
A Combination of Multi-Objective Genetic Algorithm and Deep Learning for Music Harmony Generation,1,0,0,0,0,"artificial intelligence, computational machine learning
",1.1955134868621826,7.0,109.0,116.0,"['cs.AI', 'cs.LG']"
CausalNLP: A Practical Toolkit for Causal Inference with Text,0,1,1,0,0,"computation and language, statistics machine learning
",1.2408630847930908,8.0,105.0,113.0,"['cs.CL', 'stat.ML']"
Mitigating Racial Biases in Toxic Language Detection with an Equity-Based Ensemble Framework,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning
",0.5856258869171143,11.0,111.0,122.0,"['cs.AI', 'cs.CL', 'stat.ML']"
ECSP: A New Task for Emotion-Cause Span-Pair Extraction and Classification,0,1,0,0,0,"computation and language
",1.1709825992584229,4.0,110.0,114.0,['cs.CL']
Ranking Constraint Relaxations for Mixed Integer Programs Using a Machine Learning Approach,0,0,0,1,0,"computational machine learning, optimization and control, statistics machine learning
",1.192321538925171,12.0,107.0,119.0,"['stat.ML', 'math.OC', 'cs.LG']"
FonMTL: Towards Multitask Learning for the Fon Language,1,1,0,0,0,"computation and language, artificial intelligence, computational machine learning
",0.6601626873016357,11.0,105.0,116.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Towards better traffic volume estimation: Jointly addressing the underdetermination and nonequilibrium problems with correlation-adaptive GNNs,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1626107692718506,8.0,117.0,125.0,"['stat.ML', 'cs.LG']"
Deep-gKnock: nonlinear group-feature selection with deep neural network,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",1.1240603923797607,11.0,108.0,119.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Anytime Generation of Counterfactual Explanations for Text Classification,0,1,1,0,0,"computation and language, artificial intelligence, computational machine learning
",1.1469194889068604,11.0,105.0,116.0,"['cs.AI', 'cs.CL', 'cs.LG']"
A Symmetric Loss Perspective of Reliable Machine Learning,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.7444355487823486,8.0,102.0,110.0,"['stat.ML', 'cs.LG']"
Asynchronous Schemes for Stochastic and Misspecified Potential Games and Nonconvex Optimization,0,0,0,1,0,"optimization and control, computational machine learning
",0.5622885227203369,8.0,108.0,116.0,"['math.OC', 'cs.LG']"
Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding,1,0,1,0,0,"statistics machine learning, computational machine learning
",1.152254581451416,8.0,107.0,115.0,"['stat.ML', 'cs.LG']"
Minimizing the Societal Cost of Credit Card Fraud with Limited and Imbalanced Data,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1540369987487793,8.0,111.0,119.0,"['stat.ML', 'cs.LG']"
Diversity in Action: General-Sum Multi-Agent Continuous Inverse Optimal Control,0,0,1,0,1,"artificial intelligence, optimization and control, computational machine learning
",1.1236679553985596,11.0,108.0,119.0,"['cs.AI', 'math.OC', 'cs.LG']"
Controllability Analysis of Motion of Artificial Satellite Under the Effect of Oblateness of the Earth,0,0,0,1,0,"optimization and control
",1.1126456260681152,4.0,113.0,117.0,['math.OC']
High Multiplicity Scheduling with Switching Costs for few Products,0,0,0,1,0,"optimization and control
",1.0853466987609863,4.0,104.0,108.0,['math.OC']
UoB at SemEval-2020 Task 1: Automatic Identification of Novel Word Senses,0,1,0,0,0,"computation and language
",1.1069080829620361,4.0,115.0,119.0,['cs.CL']
An Unsupervised Joint System for Text Generation from Knowledge Graphs and Semantic Parsing,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.1553494930267334,15.0,109.0,124.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
The Expressive Power of Neural Networks: A View from the Width,0,0,1,0,0,"artificial intelligence, computational machine learning
",0.5950872898101807,7.0,107.0,114.0,"['cs.AI', 'cs.LG']"
A new hybrid metric for verifying parallel corpora of Arabic-English,0,1,0,0,0,"computation and language
",1.0744664669036865,4.0,106.0,110.0,['cs.CL']
"On Probability Distributions for Trees: Representations, Inference and Learning",0,0,1,0,0,"statistics machine learning, computational machine learning
",0.6171104907989502,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Clenshaw Graph Neural Networks,1,0,1,0,0,"computational machine learning, statistics machine learning",1.1518821716308594,7.0,100.0,107.0,"['stat.ML', 'cs.LG']"
Term Definitions Help Hypernymy Detection,0,1,0,0,0,"computation and language
",1.1211512088775635,4.0,101.0,105.0,['cs.CL']
What changes when you randomly choose BPE merge operations? Not much,1,1,0,0,0,"computation and language
",0.5645067691802979,4.0,107.0,111.0,['cs.CL']
ProVe -- Self-supervised pipeline for automated product replacement and cold-starting based on neural language models,0,1,1,0,0,"computation and language, artificial intelligence
",1.1003549098968506,7.0,114.0,121.0,"['cs.AI', 'cs.CL']"
"Beyond Chain-of-Thought, Effective Graph-of-Thought Reasoning in Large Language Models",0,1,0,0,0,"artificial intelligence, computation and language
",0.607144832611084,7.0,112.0,119.0,"['cs.AI', 'cs.CL']"
Is Distance Matrix Enough for Geometric Deep Learning?,1,0,1,0,0,"statistics machine learning, artificial intelligence, computational machine learning.
",1.1476500034332275,12.0,103.0,115.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Bandit Pareto Set Identification: the Fixed Budget Setting,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning
",1.127281665802002,12.0,103.0,115.0,"['stat.ML', 'math.OC', 'cs.LG']"
A Study on Mitigating Hard Boundaries of Decision-Tree-based Uncertainty Estimates for AI Models,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.5765824317932129,11.0,113.0,124.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Lower Bounds for Higher-Order Convex Optimization,0,0,1,1,1,"optimization and control
",1.1090726852416992,4.0,102.0,106.0,['math.OC']
Multimodal Prediction and Personalization of Photo Edits with Deep Generative Models,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",1.5630054473876953,11.0,108.0,119.0,"['cs.AI', 'stat.ML', 'cs.LG']"
EmoBERTa: Speaker-Aware Emotion Recognition in Conversation with RoBERTa,0,1,0,0,0,"computation and language, artificial intelligence
",0.6013739109039307,7.0,109.0,116.0,"['cs.AI', 'cs.CL']"
MERL: Multi-Head Reinforcement Learning,1,0,1,0,1,"computational machine learning, artificial intelligence, statistics machine learning
",1.1639583110809326,11.0,102.0,113.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Adaptive Verifiable Training Using Pairwise Class Similarity,0,0,1,0,0,"statistics machine learning, computational machine learning
",0.8051602840423584,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
Chinese Spelling Error Detection Using a Fusion Lattice LSTM,0,1,0,0,0,"computation and language, artificial intelligence",1.191955804824829,6.0,103.0,109.0,"['cs.AI', 'cs.CL']"
Online detection of failures generated by storage simulator,0,0,1,0,0,"optimization and control, artificial intelligence
",1.1061031818389893,7.0,102.0,109.0,"['cs.AI', 'math.OC']"
Second-order sufficient conditions for sparse optimal control of singular Allen--Cahn systems with dynamic boundary conditions,0,0,0,1,0,"optimization and control
",1.1354589462280273,4.0,114.0,118.0,['math.OC']
Pchatbot: A Large-Scale Dataset for Personalized Chatbot,1,1,0,0,0,"computation and language, artificial intelligence
",0.7062098979949951,7.0,107.0,114.0,"['cs.AI', 'cs.CL']"
From Optimality to Robustness: Dirichlet Sampling Strategies in Stochastic Bandits,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning
",1.2860839366912842,12.0,108.0,120.0,"['stat.ML', 'math.OC', 'cs.LG']"
ForecastNet: A Time-Variant Deep Feed-Forward Neural Network Architecture for Multi-Step-Ahead Time-Series Forecasting,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.4126992225646973,8.0,118.0,126.0,"['stat.ML', 'cs.LG']"
Formalization of semantic network of image constructions in electronic content,0,1,0,0,0,"artificial intelligence
",0.7092893123626709,3.0,105.0,108.0,['cs.AI']
Reduction of Parameter Redundancy in Biaffine Classifiers with Symmetric and Circulant Weight Matrices,0,1,0,0,0,"computational machine learning
",1.1396164894104004,4.0,111.0,115.0,['cs.LG']
GitFL: Adaptive Asynchronous Federated Learning using Version Control,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning
",0.6329848766326904,11.0,105.0,116.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Partial-Label Regression,0,0,1,0,0,"statistics machine learning, computational machine learning
",1.1284689903259277,8.0,98.0,106.0,"['stat.ML', 'cs.LG']"
AdMix: A Mixed Sample Data Augmentation Method for Neural Machine Translation,0,1,0,0,0,"computation and language, artificial intelligence, computational machine learning
",0.7911064624786377,11.0,108.0,119.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Learning Geometric Word Meta-Embeddings,0,1,1,0,1,"statistics machine learning, computational machine learning
",0.629636287689209,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
"""You made me feel this way"": Investigating Partners' Influence in Predicting Emotions in Couples' Conflict Interactions using Speech Data",0,1,0,0,0,"- artificial intelligence
- computation and language
- statistics machine learning
",1.3145499229431152,14.0,117.0,131.0,"['cs.AI', 'cs.CL', 'stat.ML']"
In-context Learning and Gradient Descent Revisited,0,1,1,0,0,"statistics machine learning, computational machine learning
",1.3809537887573242,8.0,102.0,110.0,"['stat.ML', 'cs.LG']"
Integrative Analysis of Patient Health Records and Neuroimages via Memory-based Graph Convolutional Network,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",0.5964837074279785,11.0,111.0,122.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Understanding ProbLog as Probabilistic Argumentation,1,0,0,0,0,"artificial intelligence, computation and language
",0.7396166324615479,7.0,102.0,109.0,"['cs.AI', 'cs.CL']"
Cross-lingual Text Classification with Heterogeneous Graph Neural Network,0,1,0,0,0,"computation and language, statistics machine learning, computational machine learning
",1.3773422241210938,12.0,105.0,117.0,"['cs.CL', 'stat.ML', 'cs.LG']"
Comment on Stochastic Polyak Step-Size: Performance of ALI-G,0,0,1,0,0,"statistics machine learning, optimization and control
",1.262080192565918,8.0,108.0,116.0,"['stat.ML', 'math.OC']"
Unified Group Fairness on Federated Learning,0,0,1,0,0,"statistics machine learning, artificial intelligence, computational machine learning
",1.220768690109253,11.0,100.0,111.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Enabling inter-area reserve exchange through stable benefit allocation mechanisms,0,0,0,1,0,"optimization and control
",1.275430679321289,4.0,105.0,109.0,['math.OC']
Topological Constraints on Homeomorphic Auto-Encoding,0,0,1,0,1,"computational machine learning
",1.2015881538391113,4.0,103.0,107.0,['cs.LG']
Why do you think that? Exploring Faithful Sentence-Level Rationales Without Supervision,0,1,0,0,0,"computation and language, artificial intelligence
",1.1803855895996094,7.0,109.0,116.0,"['cs.AI', 'cs.CL']"
Generalization and Estimation Error Bounds for Model-based Neural Networks,0,0,1,0,1,"statistics machine learning, computational machine learning
",0.7179617881774902,8.0,106.0,114.0,"['stat.ML', 'cs.LG']"
Adaptive Quantization for Deep Neural Network,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1624119281768799,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
Textual Entailment Recognizing by Theorem Proving Approach,0,1,0,0,0,"computation and language, artificial intelligence
",0.6150591373443604,7.0,104.0,111.0,"['cs.AI', 'cs.CL']"
Semantic Sentence Embeddings for Paraphrasing and Text Summarization,1,1,0,0,0,"computation and language, statistics machine learning
",2.234534502029419,8.0,106.0,114.0,"['cs.CL', 'stat.ML']"
Model Embedding Model-Based Reinforcement Learning,1,0,1,0,0,"statistics machine learning, computational machine learning
",1.1418895721435547,8.0,101.0,109.0,"['stat.ML', 'cs.LG']"
Evaluating Contextual Embeddings and their Extraction Layers for Depression Assessment,0,1,1,0,0,"computation and language, statistics machine learning, artificial intelligence
",0.6154839992523193,11.0,106.0,117.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Spectral Embedding of Graph Networks,1,0,1,0,1,"statistics machine learning, computational machine learning
",0.592517614364624,8.0,99.0,107.0,"['stat.ML', 'cs.LG']"
LSTM-CNN: An efficient diagnostic network for Parkinson's disease utilizing dynamic handwriting analysis,1,0,0,0,0,"statistics machine learning, computational machine learning
",0.5963983535766602,8.0,111.0,119.0,"['stat.ML', 'cs.LG']"
Reconciling Modern Deep Learning with Traditional Optimization Analyses: The Intrinsic Learning Rate,0,0,1,0,0,"statistics machine learning, optimization and control, computational machine learning
",1.1589338779449463,12.0,108.0,120.0,"['stat.ML', 'math.OC', 'cs.LG']"
Grounded Compositional Outputs for Adaptive Language Modeling,0,1,0,0,0,"computation and language, statistics machine learning, artificial intelligence
",0.6521472930908203,11.0,103.0,114.0,"['cs.AI', 'cs.CL', 'stat.ML']"
How much does a word weigh? Weighting word embeddings for word sense induction,0,1,0,0,0,"computation and language, statistics machine learning, computational machine learning
",0.7178604602813721,12.0,109.0,121.0,"['cs.CL', 'stat.ML', 'cs.LG']"
IvyGPT: InteractiVe Chinese pathwaY language model in medical domain,1,1,0,0,0,"computation and language
artificial intelligence
",0.5718910694122314,7.0,109.0,116.0,"['cs.AI', 'cs.CL']"
FETILDA: An Effective Framework For Fin-tuned Embeddings For Long Financial Text Documents,1,1,1,0,0,"statistics machine learning, computation and language
",1.268324851989746,8.0,112.0,120.0,"['cs.CL', 'stat.ML']"
"Quantifying lottery tickets under label noise: accuracy, calibration, and complexity",0,0,1,0,0,"statistics machine learning, computational machine learning
",0.7084128856658936,8.0,108.0,116.0,"['stat.ML', 'cs.LG']"
A Unifying Framework for Strong Structural Controllability,0,0,0,1,0,"optimization and control
",1.2144215106964111,4.0,104.0,108.0,['math.OC']
Learning Team Decisions,0,0,0,1,0,"statistics machine learning, artificial intelligence
",0.6846399307250977,7.0,97.0,104.0,"['cs.AI', 'stat.ML']"
On the role of Model Uncertainties in Bayesian Optimization,0,0,1,0,1,"statistics machine learning, optimization and control, computational machine learning
",2.1015219688415527,12.0,104.0,116.0,"['stat.ML', 'math.OC', 'cs.LG']"
Cardinality-constrained optimization problems in general position and beyond,0,0,0,1,0,"optimization and control
",1.0635480880737305,4.0,105.0,109.0,['math.OC']
Adaptivity and Modularity for Efficient Generalization Over Task Complexity,1,0,1,0,0,"computational machine learning
",1.0871176719665527,4.0,106.0,110.0,['cs.LG']
An Empirical Evaluation of Time-Series Feature Sets,0,0,1,0,0,"statistics machine learning
",0.5337376594543457,4.0,103.0,107.0,['stat.ML']
An Information-theoretic Approach to Prompt Engineering Without Ground Truth Labels,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning
",0.583498477935791,11.0,107.0,118.0,"['cs.AI', 'cs.CL', 'stat.ML']"
"Fair When Trained, Unfair When Deployed: Observable Fairness Measures are Unstable in Performative Prediction Settings",0,0,1,0,1,"statistics machine learning, artificial intelligence, computational machine learning
",1.1149482727050781,11.0,115.0,126.0,"['cs.AI', 'stat.ML', 'cs.LG']"
DClEVerNet: Deep Combinatorial Learning for Efficient EV Charging Scheduling in Large-scale Networked Facilities,0,0,1,0,0,"artificial intelligence, optimization and control, computational machine learning
",1.117462396621704,11.0,116.0,127.0,"['cs.AI', 'math.OC', 'cs.LG']"
Dialogue Shaping: Empowering Agents through NPC Interaction,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",0.5810730457305908,15.0,103.0,118.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Contextual Information and Specific Language Models for Spoken Language Understanding,0,1,0,0,0,"computation and language, artificial intelligence
",1.0551748275756836,7.0,105.0,112.0,"['cs.AI', 'cs.CL']"
Entailment Tree Explanations via Iterative Retrieval-Generation Reasoner,0,1,0,0,0,"computation and language, artificial intelligence
",1.076202392578125,7.0,108.0,115.0,"['cs.AI', 'cs.CL']"
"Facilitating automated conversion of scientific knowledge into scientific simulation models with the Machine Assisted Generation, Calibration, and Comparison (MAGCC) Framework",1,0,1,0,0,"artificial intelligence, computational machine learning
",1.0812788009643555,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
Belief Functions and Default Reasoning,1,0,0,0,0,"artificial intelligence
",1.1327667236328125,3.0,99.0,102.0,['cs.AI']
Empirical Analysis of Sampling Based Estimators for Evaluating RBMs,0,0,1,0,1,"statistics machine learning, computational machine learning
",1.1159679889678955,8.0,105.0,113.0,"['stat.ML', 'cs.LG']"
Set optimization - a rather short introduction,0,0,0,1,0,"optimization and control
",0.6036860942840576,4.0,101.0,105.0,['math.OC']
Learning Algorithms for Active Learning,0,0,1,0,0,"statistics machine learning, computational machine learning
",0.6622512340545654,8.0,99.0,107.0,"['stat.ML', 'cs.LG']"
Finite Convergence Criteria for Normalized Nash Equilibrium through Weak Sharpness and Linear Conditioning,0,0,0,1,0,"optimization and control, computational machine learning
",1.2087159156799316,8.0,108.0,116.0,"['math.OC', 'cs.LG']"
Analysis of some Epidemic Models in complex networks and some ideas about isolation strategies,0,0,0,1,0,"optimization and control
",1.1290764808654785,4.0,109.0,113.0,['math.OC']
CONDA: a CONtextual Dual-Annotated dataset for in-game toxicity understanding and detection,0,1,0,0,0,"computation and language, artificial intelligence
",0.5604114532470703,7.0,113.0,120.0,"['cs.AI', 'cs.CL']"
Sample-efficient Deep Reinforcement Learning for Dialog Control,1,0,1,0,1,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",0.8049173355102539,15.0,103.0,118.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Learning Executable Semantic Parsers for Natural Language Understanding,1,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",0.6239757537841797,11.0,104.0,115.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Hybrid Voltage Control in Distribution Networks Under Limited Communication Rates,0,0,0,1,0,"optimization and control
",1.0873959064483643,4.0,104.0,108.0,['math.OC']
Using New Data to Refine a Bayesian Network,1,0,0,0,0,"statistics machine learning, artificial intelligence
",1.0982568264007568,7.0,103.0,110.0,"['cs.AI', 'stat.ML']"
Adversarial Attack with Pattern Replacement,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",0.6033868789672852,11.0,101.0,112.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Neural Markov Logic Networks,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning
",1.2894608974456787,11.0,98.0,109.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Learning Domain Specific Language Models for Automatic Speech Recognition through Machine Translation,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning
",1.2459385395050049,15.0,106.0,121.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
A Practical Incremental Learning Framework For Sparse Entity Extraction,0,1,0,0,0,"statistics machine learning, computation and language
",1.079397201538086,8.0,103.0,111.0,"['cs.CL', 'stat.ML']"
AR Identification of Latent-variable Graphical Models,0,0,0,1,0,"statistics machine learning, computational machine learning
",0.644864559173584,8.0,102.0,110.0,"['stat.ML', 'cs.LG']"
Proximal Policy Gradient: PPO with Policy Gradient,1,0,1,0,0,"statistics machine learning, optimization and control, computational machine learning
",1.2146930694580078,12.0,104.0,116.0,"['stat.ML', 'math.OC', 'cs.LG']"
Evaluating the Robustness of Neural Language Models to Input Perturbations,1,1,0,0,0,"computation and language, statistics machine learning
",1.186098575592041,8.0,107.0,115.0,"['cs.CL', 'stat.ML']"
FQ-Conv: Fully Quantized Convolution for Efficient and Accurate Inference,0,0,1,0,1,"computational machine learning, artificial intelligence
",1.1920959949493408,7.0,108.0,115.0,"['cs.AI', 'cs.LG']"
Sentence Centrality Revisited for Unsupervised Summarization,0,1,0,0,0,"computation and language
",0.5724530220031738,4.0,104.0,108.0,['cs.CL']
Geometrical Homogeneous Clustering for Image Data Reduction,0,0,1,0,0,"computational machine learning
statistics machine learning
",1.2988030910491943,8.0,103.0,111.0,"['stat.ML', 'cs.LG']"
Unsupervised Syntactically Controlled Paraphrase Generation with Abstract Meaning Representations,0,1,0,0,0,"computation and language, artificial intelligence, statistics machine learning
",1.11318039894104,11.0,109.0,120.0,"['cs.AI', 'cs.CL', 'stat.ML']"
A Theoretical Perspective on Hyperdimensional Computing,0,0,1,0,0,"computational machine learning
",0.7280049324035645,4.0,101.0,105.0,['cs.LG']
